Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Jiang H., Qin L.","57202970193;7201951014;","Research on energy storage system participating in frequency regulation",2018,"IOP Conference Series: Materials Science and Engineering","446","1","012009","","",,,"10.1088/1757-899X/446/1/012009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060469653&doi=10.1088%2f1757-899X%2f446%2f1%2f012009&partnerID=40&md5=29b70f762f37dfc1195d8e74b3af368a","Electric Engineering, North China Electric Power University, Beijing, 102206, China","Jiang, H., Electric Engineering, North China Electric Power University, Beijing, 102206, China; Qin, L., Electric Engineering, North China Electric Power University, Beijing, 102206, China","With increasing penetration of renewable source in power system, higher requirements for power quality are put forward. Energy storage system represented by chemical battery and flywheel energy storage system is fast-ramping and responses quickly in frequency regulation market. It shows outstanding performance in frequency regulation comparing with the traditional frequency regulation resource. This paper reports a review of the energy storage system participating in frequency regulation, including frequency regulation market and energy storage technology. Also, it contrasts the frequency regulation characteristics and total costs between battery energy storage system (BESS) and flywheel energy storage system (FESS) both applied widely in the projects. The operation mode and Simulink modelling of energy storage system, along with the control strategy and capacity configuration, are also discussed through relative literature. © Published under licence by IOP Publishing Ltd.",,"Commerce; Electric batteries; Energy storage; Flywheel propulsion; Flywheels; Wheels; Battery energy storage system (BESS); Capacity configurations; Chemical batteries; Control strategies; Energy storage systems; Energy storage technologies; Flywheel energy storage system; Frequency regulations; Storage (materials)",Conference Paper,"Final","",Scopus,2-s2.0-85060469653
"Cao C., Chu Y., Zhou Y., Zhang C., Qu S.","55315603500;57204707420;57192066614;56136402100;24336179800;","Recent Advances in Stretchable Supercapacitors Enabled by Low-Dimensional Nanomaterials",2018,"Small","14","52","1803976","","",,31,"10.1002/smll.201803976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056749878&doi=10.1002%2fsmll.201803976&partnerID=40&md5=5ef2fe3c5ed60fd6c55cde78973d958c","Laboratory for Soft Machines & Electronics, School of Packaging, Michigan State University, East Lansing, MI  48824, United States; Department of Mechanical Engineering, Michigan State University, East Lansing, MI  48824, United States; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI  48824, United States; Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC  27708, United States; Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 100083, China; Key Laboratory of Soft Machines and Smart Devices of Zhejiang Province, Department of Engineering Mechanics, Zhejiang University, Hangzhou, 310027, China","Cao, C., Laboratory for Soft Machines & Electronics, School of Packaging, Michigan State University, East Lansing, MI  48824, United States, Department of Mechanical Engineering, Michigan State University, East Lansing, MI  48824, United States, Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI  48824, United States; Chu, Y., Laboratory for Soft Machines & Electronics, School of Packaging, Michigan State University, East Lansing, MI  48824, United States, Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI  48824, United States; Zhou, Y., Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC  27708, United States; Zhang, C., Beijing Institute of Nanoenergy and Nanosystems, Chinese Academy of Sciences, Beijing, 100083, China; Qu, S., Key Laboratory of Soft Machines and Smart Devices of Zhejiang Province, Department of Engineering Mechanics, Zhejiang University, Hangzhou, 310027, China","Supercapacitors (SCs) have shown great potential for mobile energy storage technology owing to their long-term durability, electrochemical stability, structural simplicity, as well as exceptional power density without much compromise in the energy density and cycle life parameters. As a result, stretchable SC devices have been incorporated in a variety of emerging electronics applications ranging from wearable electronic textiles to microrobots to integrated energy systems. In this review, the recent progress and achievements in the field of stretchable SCs enabled by low-dimensional nanomaterials such as polypyrrole, carbon nanotubes, and graphene are presented. First, the three major categories of stretchable supercapacitors are discussed: double-layer supercapacitors, pseudo-supercapacitors, and hybrid supercapacitors. Then, the representative progress in developing stretchable electrodes with low-dimensional (0D, 1D, and 2D) nanomaterials is described. Next, the design strategies enabling the stretchability of the devices, including the wavy-shape design, wire-shape design, textile-shape design, kirigami-shape design, origami-shape design, and serpentine bridge-island design are emphasized, with the aim of improving the electrochemical performance under the complex stretchability conditions that may be encountered in practical applications. Finally, the newest developments, major challenges, and outlook in the field of stretchable SC development and manufacturing are discussed. © 2018 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","energy storage devices; flexible electronics; low-dimensional nanomaterials; stretchable supercapacitors; wearable electronics","Energy storage; Flexible electronics; Nanostructured materials; Polypyrroles; Serpentine; Silicate minerals; Textiles; Wearable technology; Yarn; Double-layer supercapacitor; Electrochemical performance; Electrochemical stabilities; Electronics applications; Energy storage technologies; Hybrid supercapacitors; Integrated energy systems; Low dimensional; Supercapacitor",Review,"Final","",Scopus,2-s2.0-85056749878
"Barus D.A., Sebayang K., Ginting J., Ginting R.T.","57205282261;55532518000;57209670645;55211259600;","Effect of Chemical Treatment on Conducting Polymer for Flexible Smart Window Application",2018,"Journal of Physics: Conference Series","1116","3","032006","","",,1,"10.1088/1742-6596/1116/3/032006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060007694&doi=10.1088%2f1742-6596%2f1116%2f3%2f032006&partnerID=40&md5=a679c9048cbcf28c0f4ff9f790e84a49","Department of Physics, Faculty of Mathematics and Natural Science, University of Sumatera Utara, Medan, Indonesia","Barus, D.A., Department of Physics, Faculty of Mathematics and Natural Science, University of Sumatera Utara, Medan, Indonesia; Sebayang, K., Department of Physics, Faculty of Mathematics and Natural Science, University of Sumatera Utara, Medan, Indonesia; Ginting, J., Department of Physics, Faculty of Mathematics and Natural Science, University of Sumatera Utara, Medan, Indonesia; Ginting, R.T., Department of Physics, Faculty of Mathematics and Natural Science, University of Sumatera Utara, Medan, Indonesia","Conductive polymer poly(3,4-ethylenedioxythiophene):polystyrene sulfonate (PEDOT:PSS) is one of the most attractive materials for transparent conductive electrodes, energy storage and electrochromic devices for smart window application. In this work, we investigated the effect of various chemical treatment on flexible transparent PEDOT:PSS electrode. The optoelectronics properties, electrochemical supercapacitor performance, and electrochromic behavior was determine. Based on the findings, the benzenesulfonic acid (BSA) shows high optical transmittance of 95 % and high conductivity with sheet resistance of 97 Ω/□, which demonstrate an areal capacitance of 0.58 mF/cm 2 higher than the previous report. In addition, flexible transparent electrode shows excellent mechanical properties when folded for 9000 cycles at bending radius of 1 mm. In addition, when potential applied into all solid-state flexible PEDOT:PSS, the transmittance changeof 22 % at 630 nm showed promising electrode for electrochromic devices. © Published under licence by IOP Publishing Ltd.",,"Electrochromic devices; Electrochromism; Mechanical properties; Transparent electrodes; Benzenesulfonic acid; Chemical treatments; Electrochemical supercapacitor; Electrochromic behavior; Optoelectronics property; Poly-3 ,4-ethylenedioxythiophene; Polystyrene sulfonate; Transparent conductive electrodes; Conducting polymers",Conference Paper,"Final","",Scopus,2-s2.0-85060007694
"Indrasari W., Fahdiran R., Budi E., Jannah L., Kadarwati L.V., Ramli","56069603500;56991141700;36719932600;57214708509;57205286979;36004906900;","Active Solar Tracker Based on the Horizon Coordinate System",2018,"Journal of Physics: Conference Series","1120","1","012102","","",,5,"10.1088/1742-6596/1120/1/012102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059398730&doi=10.1088%2f1742-6596%2f1120%2f1%2f012102&partnerID=40&md5=35e2ed657f2295b1bf7b102e8b04f3d4","Department of Physics, Faculty of Mathematics and Science, UniversitasNegeri Jakarta, Indonesia; Department of Physics, UniversitasNegeri Padang25134, Indonesia","Indrasari, W., Department of Physics, Faculty of Mathematics and Science, UniversitasNegeri Jakarta, Indonesia; Fahdiran, R., Department of Physics, Faculty of Mathematics and Science, UniversitasNegeri Jakarta, Indonesia; Budi, E., Department of Physics, Faculty of Mathematics and Science, UniversitasNegeri Jakarta, Indonesia; Jannah, L., Department of Physics, Faculty of Mathematics and Science, UniversitasNegeri Jakarta, Indonesia; Kadarwati, L.V., Department of Physics, Faculty of Mathematics and Science, UniversitasNegeri Jakarta, Indonesia; Ramli, Department of Physics, UniversitasNegeri Padang25134, Indonesia","One of the disadvantage of solar panel as a renewable energy is lack of power output when the solar panel is not directly leading to the sun. To increase the output power of solar panel, an active solar tracker based on the horizon coordinate system of solar has been developed. The solar horizon coordinate system used to determine the position of the sun at every single time, thus the solar panel's position to the sun is more precise. This device consists of arduinouno as control system, two servo motors as a panel drive, a PLX-DAQ program as a data monitoring, ACS - 712 as the current sensor, and a DC voltage sensor as the output voltage sensor. Sensor characterization shows that ACS-712 measures current in mA orde and has a maximum relative error of 4.25%, meanwhile the voltage sensor detects the output voltage up to 15 Volt and has the maximum relative error of 4.34%. The output power of this device increases 83,89% to the other active solar panels. To determine the effect of altitude and azimuth data, measurements were carried out in two different cities, there are Bekasi city and Tangerang city. The results show that the output power in both cities differed by 77.7%. © Published under licence by IOP Publishing Ltd.",,"Digital storage; Solar concentrators; Co-ordinate system; Current sensors; Data monitoring; DC voltage sensor; Maximum relative errors; Output voltages; Renewable energies; Sensor characterizations; Solar cell arrays",Conference Paper,"Final","",Scopus,2-s2.0-85059398730
"Asnawi R., Nurhadiyanto D., Arifin Z., Asmara A.","35434463300;55787020500;57216386978;57205290969;","The Characteristic of Supercapacitors Circuit as a Future Electrical Energy Storage Media",2018,"Journal of Physics: Conference Series","1140","1","012001","","",,1,"10.1088/1742-6596/1140/1/012001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059395255&doi=10.1088%2f1742-6596%2f1140%2f1%2f012001&partnerID=40&md5=cf9eff4b72576910cdf195a2fc7f107b","Electrical Engineering Education, Yogyakarta State University, Indonesia; Mechanical Engineering Education, Yogyakarta State University, Indonesia; Automotive Engineering Education, Yogyakarta State University, Indonesia","Asnawi, R., Electrical Engineering Education, Yogyakarta State University, Indonesia; Nurhadiyanto, D., Mechanical Engineering Education, Yogyakarta State University, Indonesia; Arifin, Z., Automotive Engineering Education, Yogyakarta State University, Indonesia; Asmara, A., Electrical Engineering Education, Yogyakarta State University, Indonesia","Battery or accumulator is a general electrical energy storage media. The main disadvantage of the battery is the long duration during charging process, short lifetime and less environment friendly. This is one of the obstacles in the development of electric vehicles. Recently, it has been found an electrical energy storage media that uses capacitor technology. The basic principle of capacitors is similar to a battery, which can store electrical charges. The charging process of capacitor is relatively faster than battery, but the discharging process is also very fast. The advantages of capacitor are not using chemical process, cheap maintenance and longer lifetime than battery. Therefore, the researcher developed supercapacitor. The supercapacitor has bigger and larger capacity than common capacitor. This study aims to find out the performance of some types of supercapacitor circuits during the charging and discharging process. © Published under licence by IOP Publishing Ltd.",,"Apprentices; Charging (batteries); Energy storage; Supercapacitor; Timing circuits; Basic principles; Charging process; Chemical process; Discharging process; Electrical charges; Electrical energy storages; Environment friendly; General electrical; Secondary batteries",Conference Paper,"Final","",Scopus,2-s2.0-85059395255
"Khairudin M., Adyarno S.","37361115800;57205293354;","Solar Tracker on Solar Home System to Optimize Sunlight Absorption",2018,"Journal of Physics: Conference Series","1140","1","012005","","",,2,"10.1088/1742-6596/1140/1/012005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059382442&doi=10.1088%2f1742-6596%2f1140%2f1%2f012005&partnerID=40&md5=b852c7e4be16786a87de86ee156c3cde","Electrical Engineering Education, Yogyakarta State University, Indonesia","Khairudin, M., Electrical Engineering Education, Yogyakarta State University, Indonesia; Adyarno, S., Electrical Engineering Education, Yogyakarta State University, Indonesia","This study presents solar tracker in resolving optimization of solar panel to capture the sunlight on solar home system. The concept of this solar tracker development utilizing a parabolic actuator drive as a mechanical driver of solar panels. The mechanical solar panels adjusted to the needs of solar panel motion in order to obtain optimal sunlight. The mechanical motion of the solar tracker covering east to west to optimize sunrise to sunset and from north to south or vice versa as an opmization of the annual sun shifts. The study phase begins by designing the solar tracker, controller system design, development, testing, and analysis. Measurement data obtained by testing the results of development according by the performance of the system. After testing phase, the mounting of solar panel can follow the sunlight from all angles overall from sunrise to sunset and sun shift too. The result of the angle change of solar tracker for five days in average generate 507 watts per day while those not using solar tracker produces 403 watts per day and the use of the actuator for five days in average is 12.54 watts. The data usage of the solar tracker can optimize the capture of sunlight while the power consumption of the motor is quite small. The use of solar tracker can increase the optimal use of solar panels as a source of renewable energy. © Published under licence by IOP Publishing Ltd.",,"Apprentices; Digital storage; Mechanical actuators; Solar buildings; Solar cell arrays; Controller systems; Measurement data; Mechanical motions; Renewable energies; Solar home system; Solar panels; Solar tracker; Testing phase; Solar concentrators",Conference Paper,"Final","",Scopus,2-s2.0-85059382442
"Ma R., Gordon D., Yushin G., Tsukruk V.V.","57033422900;56988443300;6603131837;7004975652;","Robust and Flexible Micropatterned Electrodes and Micro-Supercapacitors in Graphene–Silk Biopapers",2018,"Advanced Materials Interfaces","5","24","1801203","","",,10,"10.1002/admi.201801203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055676366&doi=10.1002%2fadmi.201801203&partnerID=40&md5=d06388d7303b8c9c93a6a2eb308dacfe","School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, GA  30332, United States","Ma, R., School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, GA  30332, United States; Gordon, D., School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, GA  30332, United States; Yushin, G., School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, GA  30332, United States; Tsukruk, V.V., School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, GA  30332, United States","Robust and flexible micro-supercapacitors based upon a graphene oxide–silk layered bionanocomposite is reported. Generation of micropatterned electrodes with sub-micrometer spatial resolution is accomplished using a novel resist-stenciling technique, enabling the transfer of complex microcircuit designs to a graphene oxide–silk layered substrate as chemically reduced features microfeatures across wafer-length scales. Resist-stenciling can produce micropatterned reduction features with over ten times the feature density compared to techniques such as laser-scribing or screen printing. As a proof-of-concept, resist-stenciling is used to fabricate the first 2D micro-supercapacitors integrated into a layered graphene bionanocomposite. These demonstrate a specific capacitance of ≈128 F g−1, good capacitance retention under charge cycling (87.5% after 2000 cycles), and repeated mechanical bending without failure. Resist-stenciling leverages tools currently in use by the microelectronics industry to enable the scalable, high-resolution conversion of layered nanocomposites into microelectronic circuit, storage, and sensing elements. © 2018 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","biographene paper; energy storage; microcapacitors; micropatterned electrodes","Capacitance; Electrodes; Energy storage; Microelectronics; Screen printing; Silk; Supercapacitor; Capacitance retention; Layered nanocomposites; Micro supercapacitors; Micro-capacitors; Micro-patterned electrodes; Microelectronic circuits; Microelectronics industry; Specific capacitance; Graphene",Article,"Final","",Scopus,2-s2.0-85055676366
"Bououd M., Hachchadi O., Janusevicius K., Mechaqrane A., Martinaitis V.","57190389357;57202755087;55887110300;6507646795;6506217498;","Energy performance of a clay tiles solar drying system",2018,"AIP Conference Proceedings","2056",,"020014","","",,2,"10.1063/1.5084987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059419336&doi=10.1063%2f1.5084987&partnerID=40&md5=2cc6ee7c459ff1bfacd5073163c8d18a","Laboratory of Renewable Energies and Intelligent Systems, Faculty of Sciences and Technology, Sidi Mohamed Ben Abdellah University, BP 2202 Fez, Morocco; Laboratory of Building Energy and Microclimate Systems, Faculty of Environmental Engineering, Vilnius Gediminas Technical University, Sauletekio al.11, Vilnius, Lithuania","Bououd, M., Laboratory of Renewable Energies and Intelligent Systems, Faculty of Sciences and Technology, Sidi Mohamed Ben Abdellah University, BP 2202 Fez, Morocco; Hachchadi, O., Laboratory of Renewable Energies and Intelligent Systems, Faculty of Sciences and Technology, Sidi Mohamed Ben Abdellah University, BP 2202 Fez, Morocco; Janusevicius, K., Laboratory of Building Energy and Microclimate Systems, Faculty of Environmental Engineering, Vilnius Gediminas Technical University, Sauletekio al.11, Vilnius, Lithuania; Mechaqrane, A., Laboratory of Renewable Energies and Intelligent Systems, Faculty of Sciences and Technology, Sidi Mohamed Ben Abdellah University, BP 2202 Fez, Morocco; Martinaitis, V., Laboratory of Building Energy and Microclimate Systems, Faculty of Environmental Engineering, Vilnius Gediminas Technical University, Sauletekio al.11, Vilnius, Lithuania","Drying of solids is one of the most energy-intensive processes in different industries mainly in clay bricks and tiles manufacturing. The construction materials quality closely depends on the drying external and internal parameters and requires a deep analysis of different drying conditions such us air temperature, air humidity and air flow rate in relation with the particular properties of the considered raw material. In order to reduce the consumption of fossil fuels and greenhouse gas emissions in clay tiles manufacturing alternative energies have to be used in this industrial process either as a unique or supplemental source. Thanks to the high thermal conversion efficiency, solar energy is one of the most suitable green energy sources for industrial heat generation. In this paper a small-scale solar drying system of a clay tile sample has been designed under Fez's climatic conditions. The thermal performance of the considered solar dryer has been evaluated during the least sunny week of the year based on a dynamic simulation environment via TRNSYS software coupled to an external mathematical code estimating the moisture content in the clay tile sample during the drying time. Based on the required air outlet temperature and drying time for clay tile moisture removal process, an optimal configuration of small-scale solar drying system is proposed, with 6 m2 of high pressure evacuated tubes solar collectors, 200 liters of thermal storage tank, 3 m/s of air velocity, 1 kg/s and 0.5 kg/s of water flow, respectively, in solar loop and heat exchanger loop. © 2018 Author(s).","clay tiles drying; moisture content; Solar dryer; thermal performance; TRNSYS",,Conference Paper,"Final","",Scopus,2-s2.0-85059419336
"Redouane L., Redouane A., Mohamed O., Hasnaoui A.E., Harraki I.E.","57205291399;55809118100;57205281868;57189470224;56545727800;","Optimal control in micro grid system under state constraint",2018,"AIP Conference Proceedings","2056",,"020017","","",,1,"10.1063/1.5084990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059363894&doi=10.1063%2f1.5084990&partnerID=40&md5=9918388ac25068dd98b3f6ed977fa16e","Laboratory of Study and Research in Applied Mathematics, LERMA, Mohammadia School of Engineering, Mohammed v University in Rabat, Rabat, Morocco; National School of Mines of Rabat, Hadj Ahmed Cherkaoui Avenue, Agdal - Rabat, Morocco; National School of Computer Science and Systems Analysis, Mohammed Ben Abdallah Regragui Avenue, Agdal Rabat, Morocco","Redouane, L., Laboratory of Study and Research in Applied Mathematics, LERMA, Mohammadia School of Engineering, Mohammed v University in Rabat, Rabat, Morocco; Redouane, A., National School of Mines of Rabat, Hadj Ahmed Cherkaoui Avenue, Agdal - Rabat, Morocco; Mohamed, O., National School of Computer Science and Systems Analysis, Mohammed Ben Abdallah Regragui Avenue, Agdal Rabat, Morocco; Hasnaoui, A.E., National School of Mines of Rabat, Hadj Ahmed Cherkaoui Avenue, Agdal - Rabat, Morocco; Harraki, I.E., National School of Mines of Rabat, Hadj Ahmed Cherkaoui Avenue, Agdal - Rabat, Morocco","In this paper we consider a network of micro grid systems including various distributed energy generation systems such as photo-voltaic with storage, diesel generators, wind turbines, combined heat and power system. The main objective is to satisfy heat and power for rural areas in Morocco. The maximum Pontryagin principal will be used to overcome technical constraints and track a reference load taking account the minimal cost. Simulations are given for the obtained result for a network of four micro grids with different generation and demand profiles. © 2018 Author(s).","Microgrids (MGs); Pontryagin s minimum principle (PMP); renewable energy sources (RESs); smart grids; storage system",,Conference Paper,"Final","",Scopus,2-s2.0-85059363894
"Chen X., Liu L., Zhen W., Lang J., Le Q., Sun K.","57205345917;57225131167;57205343758;57216084033;57205337204;57207790842;","Evaluation of Photovoltaic Power Hosting Capability in Distribution Network with Energy Storage Systems",2018,"IOP Conference Series: Earth and Environmental Science","199","5","052052","","",,,"10.1088/1755-1315/199/5/052052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059635545&doi=10.1088%2f1755-1315%2f199%2f5%2f052052&partnerID=40&md5=0745fc83bcbd769b725420075a9e8639","State Grid Zhejiang Electric Power Co., Ltd., Hangzhou, 310007, China; State Grid Shaoxing Power Supply Company, Shaoxing, 312000, China","Chen, X., State Grid Zhejiang Electric Power Co., Ltd., Hangzhou, 310007, China; Liu, L., State Grid Shaoxing Power Supply Company, Shaoxing, 312000, China; Zhen, W., State Grid Zhejiang Electric Power Co., Ltd., Hangzhou, 310007, China; Lang, J., State Grid Shaoxing Power Supply Company, Shaoxing, 312000, China; Le, Q., State Grid Shaoxing Power Supply Company, Shaoxing, 312000, China; Sun, K., State Grid Zhejiang Electric Power Co., Ltd., Hangzhou, 310007, China","The access of photovoltaic (PV) power to the distribution network will affect the power flow and voltage distribution of the distribution network. A large number of PV accesses may cause the voltage fluctuation or even the voltage exceeding, which will affect the safety and operation reliability of the power grid. In view of the voltage exceeding caused by PV access, the influence of energy storage system on PV capacity in distribution network is studied in this paper. First, a distributed PV consumption model is established based on the constraints of voltage and power flow. Secondly, the influence of adding energy storage system on the capacity of distributed PV is analyzed. Finally, the maximum PV access capacity before and after adding energy storage is solved by trial method. Taking IEEE 30 node distribution system as a simulation example, the reasons for limiting the increase of PV capacity of each node are analyzed. The simulation results show that the energy storage system can effectively improve the capacity of distributed PV and avoid the occurrence of voltage exceeding. © 2018 Published under licence by IOP Publishing Ltd.",,"Electric load flow; Electric power transmission networks; Energy storage; Photovoltaic cells; Pollution control; Consumption modeling; Energy storage systems; Operation reliability; Photovoltaic power; Simulation example; Voltage distribution; Voltage exceeding; Voltage fluctuations; Data storage equipment",Conference Paper,"Final","",Scopus,2-s2.0-85059635545
