Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Rasool A., Yan X., Rasool H., Guo H.","56441223300;56021578900;56441702200;57206166075;","Resilient Power Sharing through Adaptive Configurations of Coordinated VSGs",2018,"2018 IEEE Electrical Power and Energy Conference, EPEC 2018",,,"8598426","","",,2,"10.1109/EPEC.2018.8598426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061939572&doi=10.1109%2fEPEC.2018.8598426&partnerID=40&md5=0a2e0659940ce04ee7ee13b4d2dfcdc5","School of Electrical and Electronics Engineering, North China Electric Power University, Beijing, China; Electrical Engineering Department, North China Electric Power University, Baoding, China; Electrical Engineering Department, National Univ. of Comp. Emerging Science-FAST, Islamabad, Pakistan; Technology Management Department, Goldwind Science and Technology Co. Ltd., Beijing, China","Rasool, A., School of Electrical and Electronics Engineering, North China Electric Power University, Beijing, China; Yan, X., Electrical Engineering Department, North China Electric Power University, Baoding, China; Rasool, H., Electrical Engineering Department, National Univ. of Comp. Emerging Science-FAST, Islamabad, Pakistan; Guo, H., Technology Management Department, Goldwind Science and Technology Co. Ltd., Beijing, China","The coordination of multiple VSGs connected in parallel to form a microgrid is the main concern nowadays. In this paper, the relation between the two VSGs is formed; one is operating as a source, whereas other as a load. This correlation defines the maximum power that can be delivered to the VSG controlled energy storage system (ESS), the influence of a load (static), and the effect of contingency (dynamic) on both VSGs. Furthermore, a unique control is presented to draw the constant maximum power from renewable energy source (RES) by interlinking it with the stable parallel-VSG; without compromising the ability of transient stability to dampen any disturbance. The results are illustrated through power and angular frequency graphs. © 2018 IEEE.","coordination; droop control; Energy storage control; VSG","Energy storage; Angular frequencies; coordination; Droop control; Energy storage systems; Power sharing; Renewable energy source; Storage control; Through power; Renewable energy resources",Conference Paper,"Final","",Scopus,2-s2.0-85061939572
[No author name available],[No author id available],"2018 IEEE Electrical Power and Energy Conference, EPEC 2018",2018,"2018 IEEE Electrical Power and Energy Conference, EPEC 2018",,,,"","",636,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061893331&partnerID=40&md5=bebf9ab3567503f04af4c7891cd46338",,"","The proceedings contain 104 papers. The topics discussed include: Operative factors affecting energy balancing and speed of equalization in battery storage system; a power mismatch elimination strategy for an MMC-based pv system in unbalanced grids; geometric optimization of switched reluctance motors using an invasive weed method; investigation of price-feature selection algorithms for the day-ahead electricity markets; evaluation of parametric statistical models for wind speed probability density estimation; fault-observability enhancement in distribution networks using power quality monitors; increasing renewable energy penetration through strategic deployment of IoT devices; calculation of power transformer losses by finite element method; and implementation and testing of a hybrid protection scheme for active distribution network.",,,Conference Review,"Final","",Scopus,2-s2.0-85061893331
"Seema, Singh B.","41762537000;7405638726;","PV-Hydro-Battery Based Standalone Microgrid for Rural Electrification",2018,"2018 5th IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering, UPCON 2018",,,"8597005","","",,1,"10.1109/UPCON.2018.8597005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061673245&doi=10.1109%2fUPCON.2018.8597005&partnerID=40&md5=7ec1faa4c4198f50a0c9007667e3dd74",,"Seema; Singh, B.","This paper presents an implementation of a standalone single stage PV-hydro-battery based microgrid (MG) to meet the need of electrical energy in remote locations with renewable energy sources (RES). The SEIG (Self-Excited Induction Generator) based hydro and single stage solar PV (Photovoltaic) array with an energy storage, are used for electrification and for supplying the uninterruptible power to the critical loads. The proposed MG consists of only single VSC (Voltage Source Converter) and a bidirectional DC-DC converter (BDDC) for power management in standalone MG. The BDDC manages the storage battery charging and discharging currents and extracts the peak power from the solar PV array as well. The proposed control of VSC is based on the adaptive filter, which belongs to the family of LMS (Least Mean Square) and LMF (Least Mean of Fourth Order) algorithms. This control is able to provide load levelling, power management, harmonics mitigation, load balancing, and reactive power compensation. The efficacy of proposed single stage PV-hydro-battery based MG with an adantive control is assessed throuzh exnerimental results. © 2018 IEEE.","BDDC; Hydro; LMF; MG; Power Quality; solar PV array; Storage battery","Adaptive filtering; Adaptive filters; Asynchronous generators; Balancing; DC-DC converters; Electric inverters; Electric power measurement; Electric power supplies to apparatus; Electric utilities; Magnesium; Photovoltaic cells; Power management; Power quality; Reactive power; Renewable energy resources; Rural areas; Secondary batteries; Solar power generation; BDDC; Bidirectional DC-DC converters; Hydro; Reactive power compensation; Self excited induction generators; Solar PV arrays; Storage battery; VSC (voltage source converter); Battery storage",Conference Paper,"Final","",Scopus,2-s2.0-85061673245
"Reddy M.S., Singh J.G.","57206254907;37462123800;","Optimal Scheduling of Customers' Demand based upon Power Availability and its Price in Smart Grid",2018,"2018 5th IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering, UPCON 2018",,,"8596803","","",,3,"10.1109/UPCON.2018.8596803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061666882&doi=10.1109%2fUPCON.2018.8596803&partnerID=40&md5=d716402a2e4d4ecc8c803848df157142","Department of Energy, Environment and Climate Change, SERD, Asian Institute of Technology, Klong Luang, Pathumthani, 12120, Thailand","Reddy, M.S., Department of Energy, Environment and Climate Change, SERD, Asian Institute of Technology, Klong Luang, Pathumthani, 12120, Thailand; Singh, J.G., Department of Energy, Environment and Climate Change, SERD, Asian Institute of Technology, Klong Luang, Pathumthani, 12120, Thailand","This study concentrates on modeling of customer load scheduling of delayable and non-delayable appliances. Considering a group of 20 customers with a Distribution Channel (DC) acts as an Aggregator, which are willing to participate in Demand response (DR) and in Energy Market (EM). Firstly, each customer load scheduling of appliances is done with Delayable Appliances and Non-Delayable Appliances using forecasted Day-Ahead Price, where Non-Delayable Appliance can reduce their power and Delayable Appliances can delay their operation time with in the time period limit set by the customer in a day. The cumulative load information goes to Distribution channel which re-adjusts again only Delayable Appliances. Distribution Channel adjustment is divided into two cases, viz., first with respect to available power and, second with respect to the price of power at that time. Some customers are having solar PV as a generation with battery storage. The scheduling of appliances is assumed as an optimization problem and solved through Genetic Algorithm Optimization (GAO). The results from Day-ahead and Hour-ahead scheduling can help in matching closely load for real-time consumption. This method has social benefits, which benefits the customer as well as utility. © 2018 IEEE.","Day-ahead Price; Demand Response; Distribution Channel; Energy Control System; Energy Market; Genetic Algorithm; Hour-ahead Price","Availability; Commerce; Electric power transmission networks; Genetic algorithms; Power control; Sales; Scheduling; Smart power grids; Day-ahead prices; Demand response; Distribution channel; Energy markets; Hour-ahead Price; Power markets",Conference Paper,"Final","",Scopus,2-s2.0-85061666882
"Zein A., Ghabech C., Karaki S.H.","55615125000;57205885152;7003281971;","Optimization of a Solar Photovoltaic Micro Grid for Electricity and Desalinated Water Production",2018,"2018 4th International Conference on Renewable Energies for Developing Countries, REDEC 2018",,,"8597815","","",,2,"10.1109/REDEC.2018.8597815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061548228&doi=10.1109%2fREDEC.2018.8597815&partnerID=40&md5=821f740639cbae6aae763e890d8b4dbb",,"Zein, A.; Ghabech, C.; Karaki, S.H.","The sizing and operation of a renewable energy system to produce electricity and desalinated water for a self-sustained (isolated) community is presented and discussed in this paper. It is carried out using an algorithm based on ordinal optimization (OO) for sizing and dynamic programming (DP) for operation. DP is used to simulate and find the optimal operation strategy of the system for a given set of different system components' sizes and loads. OO is an efficient method to search the design space and assess alternative designs and rank them initially using a simple model. The top-S designs are then identified and re-assessed using an accurate model to obtain a set of »good enough» solutions from which the best, with a given alignment probability, is identified. A system composed of a photo-voltaic (PV) generator, a battery storage system, a diesel generator, and a reverse osmosis system is proposed. Solar power being intermittent, a variable operation of the reverse osmosis system, in conjunction with a water storage tank, is proposed as a flexible load that can lead to higher energy efficiencies. Modeling of the power components is presented and the design results for different component prices and fuel costs are presented and discussed. © 2018 IEEE.","Dynamic Programming; Ordinal Optimization; Reverse Osmosis","Costs; Developing countries; Electric power generation; Energy efficiency; Reverse osmosis; Solar energy; Solar power generation; Water filtration; Alternative designs; Battery storage system; Optimal operation strategy; Ordinal optimization; Renewable energy systems; Reverse osmosis systems; Solar photovoltaics; Water storage tanks; Dynamic programming",Conference Paper,"Final","",Scopus,2-s2.0-85061548228
"Salame G., Frem E., Albona E., Bou-Mosleh C., Rahme P.","57205879347;57205880631;57205888044;8308541600;25638680600;","A Point-Absorber-Based Wave Energy Converter for Power Production in Lebanon: Renewable Energy",2018,"2018 4th International Conference on Renewable Energies for Developing Countries, REDEC 2018",,,"8598003","","",,1,"10.1109/REDEC.2018.8598003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061547193&doi=10.1109%2fREDEC.2018.8598003&partnerID=40&md5=c066fe896f459e8729b5e19e7f9daba0","Mechanical Engineering Dept., Faculty of Engineering, Notre Dame University-Louaize (NDU), Zouk Mosbeh, Lebanon; Mechanical Engineering Dept., Faculty of Engineering, Lebanese University, Roumieh, Lebanon","Salame, G., Mechanical Engineering Dept., Faculty of Engineering, Notre Dame University-Louaize (NDU), Zouk Mosbeh, Lebanon; Frem, E., Mechanical Engineering Dept., Faculty of Engineering, Notre Dame University-Louaize (NDU), Zouk Mosbeh, Lebanon; Albona, E., Mechanical Engineering Dept., Faculty of Engineering, Notre Dame University-Louaize (NDU), Zouk Mosbeh, Lebanon; Bou-Mosleh, C., Mechanical Engineering Dept., Faculty of Engineering, Notre Dame University-Louaize (NDU), Zouk Mosbeh, Lebanon; Rahme, P., Mechanical Engineering Dept., Faculty of Engineering, Lebanese University, Roumieh, Lebanon","In recent years, renewable energy systems have become a necessity especially in developing countries, due to global warming which is caused by the continuous burning of fossil fuels to provide energy. In this work, the potential of harvesting wave energy to produce electrical power on the Lebanese shore is investigated. As such, a compact wave-harvesting device was built. This device is based on a point absorber, which uses the heaving motion of the waves to pump sea water to a storage tank located at a reasonably higher elevation. The water will then flow due to gravity to a lower level where it will be used to operate a hydroelectric turbine and consequently produce electricity. The different components of the system as well as the operation process are detailed. A prototype was built and successfully tested near shore for ordinary weather conditions. The test results will be summarized along with the potential improvements that can be applied to the system. © 2018 IEEE.","Forecasting; Point Absorber; Renewable Energy; Wave Energy Converters; Wave Power","Developing countries; Electric power generation; Forecasting; Fossil fuels; Global warming; Seawater; Wave power; Electrical power; Harvesting devices; Operation process; Point absorber; Power production; Renewable energies; Renewable energy systems; Wave energy converters; Wave energy conversion",Conference Paper,"Final","",Scopus,2-s2.0-85061547193
"Hmadi M., Mourtada A., Daou R.Z.","57205876417;55601654900;7003560002;","Integrating a High Solar Combi-Plus System using PCM Storage in a Smart Network: KSA Case Study",2018,"2018 4th International Conference on Renewable Energies for Developing Countries, REDEC 2018",,,"8598126","","",,1,"10.1109/REDEC.2018.8598126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061534812&doi=10.1109%2fREDEC.2018.8598126&partnerID=40&md5=6d0801f54b506f83081b1c93d89d15cf","Mechanical Engineering Department, Faculty of Engineering, Saint Joseph University, Beirut, 1107 2050, Lebanon; Renewable Energy Engineering, Lebanese University, Beirut, 2806, Lebanon; Renewable Energy Engineering, Saint Joseph University, Beirut, 1107 2050, Lebanon","Hmadi, M., Mechanical Engineering Department, Faculty of Engineering, Saint Joseph University, Beirut, 1107 2050, Lebanon; Mourtada, A., Renewable Energy Engineering, Lebanese University, Beirut, 2806, Lebanon; Daou, R.Z., Renewable Energy Engineering, Saint Joseph University, Beirut, 1107 2050, Lebanon","© The thermal and electrical consumption baselines were hourly simulated using the »Design Builder» Program, and then entered to the calculator to find the system's optimized collectors and storage sizes.A feasibility study comparison shows that »The All-Centralized» is better than »The Semi-Centralized» configuration for integrating this system in a smart network for a group of 100 villas located in Riyadh KSA. Finally, applying a demand response scenario increases the system's reliability through its ability in serving up to 7 % more of villas with the same installed smart network.This study optimizes the performance and integration of a high solar combi-plus (HSC+) system in large scale smart network, aided with a phase change material (PCM) in providing the thermal loads of cooling, heating, and domestic hot water for a group of buildings all over the year without the use of any other auxiliary source of energy. The mathematical models of the system's components including the evacuated tube heat pipe solar collectors, the PCM, the hot water driven lithium bromide absorption chiller, the heating system, and the domestic hot water tank were coupled in a fully programed calculator developed using »Visual Basic. © 2018 IEEE.","High Solar Combi Plus System; Large Scale Smart Network; phase change material energy storage; solar cooling; solar heating","Architectural design; Developing countries; Economic analysis; Heat pipes; Hot water distribution systems; Lithium bromide; Mathematical instruments; Phase change materials; Solar heating; Visual BASIC; Water; Water absorption; Water tanks; Absorption chillers; Domestic hot water tank; Electrical consumption; Feasibility studies; Heat-pipe solar collectors; High Solar Combi Plus System; SMART network; Solar cooling; Storage (materials)",Conference Paper,"Final","",Scopus,2-s2.0-85061534812
"Beih O., Chakra S.A.","57205890448;57190337383;","Phase Change Materials in a Domestic Solar Hot Water Storage Tank of the Lebanese Market",2018,"2018 4th International Conference on Renewable Energies for Developing Countries, REDEC 2018",,,"8597796","","",,2,"10.1109/REDEC.2018.8597796","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061532925&doi=10.1109%2fREDEC.2018.8597796&partnerID=40&md5=252573914202bf1b6be0fb85c74cd7ee","Lebanese University and Saint Joseph University, Beirut, Lebanon","Beih, O., Lebanese University and Saint Joseph University, Beirut, Lebanon; Chakra, S.A., Lebanese University and Saint Joseph University, Beirut, Lebanon","The availability of some kinds of renewable energy resources is un-continuous, for example the solar collectors can only produce heat when the sun is shining. Thermal Energy Storage (TES) is crucial to match between the intermittent solar heat supply and the heat demand. In this paper, a Phase Change Material (PCM) is integrated in the Domestic Solar Hot Water Storage Tank (DSHWST) as a Latent Heat Storage (LHT). Based on the application requirements in Lebanon, a suitable PCM is selected. While this PCM solidifies, it releases its heat and keeps the water inside the DSHWST warmer than 55 °C along 10 hours. The needed mass of PCM was calculated and two types of containers were investigated: the tubes and the spheres. As well as, the comparison between DSHWST integrated with PCM (DSHWST-PCM) and the Conventional Domestic Solar Hot Water Storage Tank (CDSHWST) is introduced, in order to examine the performance of PCM heating against that with an Electrical Resistance (ER). Features are expressed in terms of system payback and CO 2 emission. Due to the issue of electrical power availability in Lebanon, the PCM integrated in The DSHWST has the following two advantages: yearly, reducing the primary electricity power by about 6.5 MWh and get rid of about 5.5 tons of CO 2 . © 2018 IEEE.","Hot Water Storage Tank; Lebanon; Phase Change Material; Thermal Energy Storage","Carbon dioxide; Developing countries; Electric energy storage; Electric resistance; Heat pump systems; Heat storage; Renewable energy resources; Storage (materials); Tanks (containers); Thermal energy; Water; Application requirements; CO2 emissions; Electrical power; Electrical resistances; Hot water storage tanks; Lebanon; Solar heat supply; Solar hot water; Phase change materials",Conference Paper,"Final","",Scopus,2-s2.0-85061532925
"Liu B., Liu R., Liu Z., Zhao L.","57205736996;7404552678;57201597846;57141253900;","An Efficient Implementation of LDPC Decoders on ARM Processors",2018,"IEEE Workshop on Signal Processing Systems, SiPS: Design and Implementation","2018-October",,"8598307","287","291",,,"10.1109/SiPS.2018.8598307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061373576&doi=10.1109%2fSiPS.2018.8598307&partnerID=40&md5=b8c2c6aee8e0a45c374558a4a053a23c","School of Electrical and Information Engineering, BeiHang University, Beijing, China","Liu, B., School of Electrical and Information Engineering, BeiHang University, Beijing, China; Liu, R., School of Electrical and Information Engineering, BeiHang University, Beijing, China; Liu, Z., School of Electrical and Information Engineering, BeiHang University, Beijing, China; Zhao, L., School of Electrical and Information Engineering, BeiHang University, Beijing, China","In this paper, we present an ARM based decoder for Low Density Parity Check (LDPC) codes. To maximize the efficiency of the parallel execution and fully utilize the ARM processors' capacity, instruction-level parallelism optimizations are applied. Compression storage and efficient data prefetching optimizing methods are used to enhance the memory cache efficiency. The experiments are carried out on NVIDIA Jetson K1 platform. Our decoder can achieve 1.85 times speed up compared with the related work. And the decoder has better energy efficiency comparing to the decoders on x86-CPU and GPU. © 2018 IEEE.",,"Decoding; Digital storage; Energy efficiency; Forward error correction; Parallel processing systems; Signal processing; Silicon compounds; Cache efficiency; Compression storages; Data pre-fetching; Efficient implementation; Instruction level parallelism; Low-density parity-check (LDPC) codes; Parallel executions; Related works; ARM processors",Conference Paper,"Final","",Scopus,2-s2.0-85061373576
"Kriz T., Nespor D.","37063578500;37063424600;","A Numerical Analysis of Capacitors for On-Chip Energy Storage",2018,"Progress in Electromagnetics Research Symposium","2018-August",,"8598027","1166","1171",,,"10.23919/PIERS.2018.8598027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060954079&doi=10.23919%2fPIERS.2018.8598027&partnerID=40&md5=2d9274a14ed68fd55f06d9fa49d55821","Department of Theoretical and Experimental Electrical Engineering, Brno University of Technology, Technicka 12, Brno, 616 00, Czech Republic","Kriz, T., Department of Theoretical and Experimental Electrical Engineering, Brno University of Technology, Technicka 12, Brno, 616 00, Czech Republic; Nespor, D., Department of Theoretical and Experimental Electrical Engineering, Brno University of Technology, Technicka 12, Brno, 616 00, Czech Republic","The paper characterizes a numerical model of a condenser segment. The basic, or reference, model of the condenser structure is configured with a planar circular upper electrode. To increase the structure's capacity, we set up a 3D model of a hexagonal segment having an internal cylindrical opening for the electrode. In the numerical models, we examine the overall influence exerted by both the various materials forming the dielectric layer and the layer's thickness on the eventual capacity of the structure. The impact of the aspect ratio (the diameter and depth of the electrode) upon the resulting capacity of the condenser segment is investigated too to outline the problem comprehensively. The report also compares and evaluates the results obtained from the numerical models. © 2018 The Institute of Electronics, Information and Communication Engineers (IEICE).",,"Aspect ratio; Dielectric materials; Electrodes; Dielectric layer; Hexagonal segments; On chips; Numerical models",Conference Paper,"Final","",Scopus,2-s2.0-85060954079
