Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Novosel T., Ćosić B., Pukšec T., Krajačić G., Duić N., Mathiesen B.V., Lund H., Mustafa M.","56108035000;36650274500;37028748800;15923200600;57207605988;23489760200;7103197620;57192126454;","Integration of renewables and reverse osmosis desalination - Case study for the Jordanian energy system with a high share of wind and photovoltaics",2014,"Energy","92","Part 3",,"270","278",,53,"10.1016/j.energy.2015.06.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992284684&doi=10.1016%2fj.energy.2015.06.057&partnerID=40&md5=292a87bad54a24584ddadd8af9397e7b","Faculty of Mechanical Engineering and Naval Architecture, Department of Energy, Power Engineering and Environment, University of Zagreb, Zagreb, Croatia; Department of Development and Planning, Aalborg University, Denmark; Department of Mechanical Engineering, Hashemite University, Zarqa, Jordan","Novosel, T., Faculty of Mechanical Engineering and Naval Architecture, Department of Energy, Power Engineering and Environment, University of Zagreb, Zagreb, Croatia; Ćosić, B., Faculty of Mechanical Engineering and Naval Architecture, Department of Energy, Power Engineering and Environment, University of Zagreb, Zagreb, Croatia; Pukšec, T., Faculty of Mechanical Engineering and Naval Architecture, Department of Energy, Power Engineering and Environment, University of Zagreb, Zagreb, Croatia; Krajačić, G., Faculty of Mechanical Engineering and Naval Architecture, Department of Energy, Power Engineering and Environment, University of Zagreb, Zagreb, Croatia; Duić, N., Faculty of Mechanical Engineering and Naval Architecture, Department of Energy, Power Engineering and Environment, University of Zagreb, Zagreb, Croatia; Mathiesen, B.V., Department of Development and Planning, Aalborg University, Denmark; Lund, H., Department of Development and Planning, Aalborg University, Denmark; Mustafa, M., Department of Mechanical Engineering, Hashemite University, Zarqa, Jordan","Jordan is a country faced with several environmental and energy related issues. It is the Worlds' fourth most water deprived country with a water consumption of only 145 m3 per capita annually, less than a third of the established severe water poverty line. Jordan is also a country rich in wind and solar potential but practically no utilization with 99% of the produced electricity coming from imported fossil fuels resulting in high CO2 emissions and a potential security of supply issue. The utilization of reverse osmosis desalination in a combination with brine operated pump storage units and wind and (PV) photovoltaic plants can tackle both issues. The desalination plants can produce the much needed water and act as a flexible demand to increase the penetration of intermittent renewables supported by the brine operated pump storage units. This paper presents six scenarios for the development of the Jordanian energy system until the year 2050. The results have shown that the demonstrated configuration can increase the share of intermittent renewables in the production of electricity up to 76% resulting in a high reduction of fuel consumption, CO2 emissions and costs. These analyses have been performed using the EnergyPLAN advanced energy system analyses tool. © 2015 Elsevier Ltd. All rights reserved.","EnergyPLAN; Jordan; Renewable energy; Reverse osmosis desalination","Desalination; Renewable energy resources; Reverse osmosis; Advanced energy systems; EnergyPLAN; Integration of renewables; Intermittent renewables; Jordan; Renewable energies; Reverse osmosis desalination; Wind and solar potentials; Electric power generation; brine; carbon dioxide; cost analysis; desalination; electricity; energy planning; energy resource; equipment; fossil fuel; operations technology; photovoltaic system; renewable resource; reverse osmosis; Jordan",Article,"Final","",Scopus,2-s2.0-84992284684
"Minarik D., Horak B., Moldrik P., Slanina Z.","55906714700;23392597000;24768171500;56770884700;","An experimental study of laboratory hybrid power system with the hydrogen technologies",2014,"Advances in Electrical and Electronic Engineering","12","5",,"518","528",,18,"10.15598/aeee.v12i5.1132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920124534&doi=10.15598%2faeee.v12i5.1132&partnerID=40&md5=884ed8b2bffe9a5c6192b0248d428b8a","Centre ENET—Research Centre of Energy Units for Utilization of Non Traditional Energy Sources, VSB–Technical University of Ostrava, 17. listopadu 15, Ostrava, 708 33, Czech Republic; Department of Cybernetics and Biomedical Engineering, VSB–Technical University of Ostrava, 17. listopadu 15, Ostrava, 708 33, Czech Republic","Minarik, D., Centre ENET—Research Centre of Energy Units for Utilization of Non Traditional Energy Sources, VSB–Technical University of Ostrava, 17. listopadu 15, Ostrava, 708 33, Czech Republic; Horak, B., Department of Cybernetics and Biomedical Engineering, VSB–Technical University of Ostrava, 17. listopadu 15, Ostrava, 708 33, Czech Republic; Moldrik, P., Centre ENET—Research Centre of Energy Units for Utilization of Non Traditional Energy Sources, VSB–Technical University of Ostrava, 17. listopadu 15, Ostrava, 708 33, Czech Republic; Slanina, Z., Department of Cybernetics and Biomedical Engineering, VSB–Technical University of Ostrava, 17. listopadu 15, Ostrava, 708 33, Czech Republic","This paper presents very small laboratory hybrid photovoltaic-hydrogen power system. The system was primarily assembled to verify the operability of the control algorithms and practical deployment of available commercial hydrogen technologies that are directly usable for storage of electricity produced from renewable energy sources in a small island system. This energetic system was installed and tested in Laboratory of fuel cells that is located in the university campus of VSB–Technical University of Ostrava. The energetic system consists of several basic components: a photovoltaic field, accumulator’s bank, water commercial electrolyzer and compact fuel cell system. The weather conditions recorded in two different weeks as model weather and solar conditions are used as case studies to test the energetic system and the results for two different cases are compared each other. The results show and illustrate selected behaviour curves of the power system and also average energy storage efficiency for accumulation subsystem based on hydrogen technologies or at the energetic system embedded components. On the basis of real measurement and its evaluation the ideal parameters of the photovoltaic field were calculated as well as the hydrogen technologies for supposed purpose and the power requirements. © 2014 ADVANCES IN ELECTRICAL AND ELECTRONIC ENGINEERING.","Efficiency; Electrolysis; Energy conversion; Energy storage; Fuel cells; Hybrid power system; Hydrogen storage; Photovoltaic; Renewable energy sources",,Article,"Final","",Scopus,2-s2.0-84920124534
"Armstrong E., Osiak M., Geaney H., Glynn C., O'Dwyer C.","55571108100;55569559100;33867593600;46961010500;8645982400;","2D and 3D vanadium oxide inverse opals and hollow sphere arrays",2014,"CrystEngComm","16","47",,"10804","10815",,28,"10.1039/c4ce01797h","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910152761&doi=10.1039%2fc4ce01797h&partnerID=40&md5=c15fca44fc99337e9efe021d7a3f3757","Department of Chemistry, University College Cork, Cork, Ireland, and Micro & Nanoelectronics Centre, Tyndall National Institute, Lee Maltings, Cork, Ireland","Armstrong, E., Department of Chemistry, University College Cork, Cork, Ireland, and Micro & Nanoelectronics Centre, Tyndall National Institute, Lee Maltings, Cork, Ireland; Osiak, M., Department of Chemistry, University College Cork, Cork, Ireland, and Micro & Nanoelectronics Centre, Tyndall National Institute, Lee Maltings, Cork, Ireland; Geaney, H., Department of Chemistry, University College Cork, Cork, Ireland, and Micro & Nanoelectronics Centre, Tyndall National Institute, Lee Maltings, Cork, Ireland; Glynn, C., Department of Chemistry, University College Cork, Cork, Ireland, and Micro & Nanoelectronics Centre, Tyndall National Institute, Lee Maltings, Cork, Ireland; O'Dwyer, C., Department of Chemistry, University College Cork, Cork, Ireland, and Micro & Nanoelectronics Centre, Tyndall National Institute, Lee Maltings, Cork, Ireland","High quality 2D and 3D inverse opals and hollow sphere arrays of vanadium oxide are grown on conductive substrates from colloidal polymer sphere templates formed by electrophoretic deposition or surfactant-assisted dip-coating. Inverse opals (IOs) are formed using variants of solution drop-casting, N2-gun assisted infiltration and high-rate (200 mm min-1) iterative dip-coating methods. Through Raman scattering, transmission electron microscopy and optical diffraction, we show how the oxide phase, crystallinity and structure are inter-related and controlled. Opal template removal steps are demonstrated to determine the morphology, crystallinity and phase of the resulting 2D and 3D IO structures. The ability to form high quality 2D IOs is also demonstrated using UV Ozone removal of PMMA spheres. Rapid hydrolysis of the alkoxide precursor allows the formation of 2D arrays of crystalline hollow spheres of V2O5 by utilizing over-filling during iterative dip-coating. The methods and crystallinity control allow 2D and 3D hierarchically structured templates and inverse opal vanadium oxides directly on conductive surfaces. This can be extended to a wide range of other functional porous materials for energy storage and batteries, electrocatalysis, sensing, solar cell materials and diffractive optical coatings. © The Royal Society of Chemistry 2014.",,,Article,"Final","",Scopus,2-s2.0-84910152761
"Gelman D., Shvartsev B., Ein-Eli Y.","56031558100;55874863800;7005503352;","Aluminum-air battery based on an ionic liquid electrolyte",2014,"Journal of Materials Chemistry A","2","47",,"20237","20242",,91,"10.1039/c4ta04721d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910140757&doi=10.1039%2fc4ta04721d&partnerID=40&md5=2a3cffeb8a86b559f9908bd0d1e08eb9","Nancy and Stephen Grand Technion Energy Program, Technion-Israel Institute of Technology, Haifa, 3200003, Israel; Department of Materials Science and Engineering, Technion-Israel Institute of Technology, Haifa, 3200003, Israel","Gelman, D., Nancy and Stephen Grand Technion Energy Program, Technion-Israel Institute of Technology, Haifa, 3200003, Israel, Department of Materials Science and Engineering, Technion-Israel Institute of Technology, Haifa, 3200003, Israel; Shvartsev, B., Department of Materials Science and Engineering, Technion-Israel Institute of Technology, Haifa, 3200003, Israel; Ein-Eli, Y., Nancy and Stephen Grand Technion Energy Program, Technion-Israel Institute of Technology, Haifa, 3200003, Israel, Department of Materials Science and Engineering, Technion-Israel Institute of Technology, Haifa, 3200003, Israel","Metal-air batteries, and particularly aluminum-air (Al-air) batteries, draw a major research interest nowadays due to their high theoretical energy content of Al (gravimetric and volumetric). Nevertheless, the implementation of Al-air batteries as a sustainable energy storage device is hampered by severe hurdles. Al anode high corrosion rate in aqueous alkaline solution is of major concern in terms of Al usage and safety. In non-aqueous electrolytes adverse Al surface activation substantially limits any power output. This study presents a novel non-aqueous Al-air battery. This battery utilizes 1-ethyl-3-methylimidazolium oligo-fluoro-hydrogenate (EMIm(HF)2.3F) room temperature ionic liquid (RTIL). Al-air batteries can sustain current densities up to 1.5 mA cm-2, producing capacities above 140 mA h cm-2, thus utilizing above 70% of the theoretical Al capacity. This is equivalent to an outstanding energy densities of 2300 W h kg-1 and 6200 W h L-1. We detected Al2O3 at the air electrode as the battery discharge product of the oxygen reduction coupled with Al ions migrated to the air electrode. © The Royal Society of Chemistry 2014.",,"Electric batteries; Electric discharges; Electrodes; Electrolytes; Electrolytic reduction; Ionic liquids; Liquids; Metal drawing; Primary batteries; Aqueous alkaline solutions; Battery discharge; Ionic liquid electrolytes; Non-aqueous electrolytes; Research interests; Room temperature ionic liquids; Surface activation; Sustainable energy; Aluminum",Article,"Final","",Scopus,2-s2.0-84910140757
"Kasatov D., Kuznetsov A., Makarov A., Shchudlo I., Sorokin I., Taskaev S.","37072525200;7401696778;9533142400;55960723000;7006047184;55886288000;","Proton beam of 2MeV 1.6mA on a tandem accelerator with vacuum insulation",2014,"Journal of Instrumentation","9","12","P12016","","",,15,"10.1088/1748-0221/9/12/P12016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947218778&doi=10.1088%2f1748-0221%2f9%2f12%2fP12016&partnerID=40&md5=1f3ff85675ab017ba8bc12435ff15052","Budker Institute of Nuclear Physics SB RAS, 11Lavrentiev avenue, Novosibirsk, 630090, Russian Federation; Novosibirsk State University, 2 Pirogov str., Novosibirsk, 630090, Russian Federation","Kasatov, D., Budker Institute of Nuclear Physics SB RAS, 11Lavrentiev avenue, Novosibirsk, 630090, Russian Federation, Novosibirsk State University, 2 Pirogov str., Novosibirsk, 630090, Russian Federation; Kuznetsov, A., Budker Institute of Nuclear Physics SB RAS, 11Lavrentiev avenue, Novosibirsk, 630090, Russian Federation; Makarov, A., Budker Institute of Nuclear Physics SB RAS, 11Lavrentiev avenue, Novosibirsk, 630090, Russian Federation; Shchudlo, I., Budker Institute of Nuclear Physics SB RAS, 11Lavrentiev avenue, Novosibirsk, 630090, Russian Federation; Sorokin, I., Budker Institute of Nuclear Physics SB RAS, 11Lavrentiev avenue, Novosibirsk, 630090, Russian Federation; Taskaev, S., Budker Institute of Nuclear Physics SB RAS, 11Lavrentiev avenue, Novosibirsk, 630090, Russian Federation, Novosibirsk State University, 2 Pirogov str., Novosibirsk, 630090, Russian Federation","A source of epithermal neutrons based on a tandem accelerator with vacuum insulation for boron neutron capture therapy of malignant tumors was proposed and constructed. Stationary proton beam with 2MeV energy, 1.6 mA current, 0.1% energy monochromaticity and 0.5% current stability has just been obtained. © 2014 IOP Publishing Ltd and Sissa Medialab srl.","Accelerator applications; Instrumentation for hadron therapy; Instrumentation for particle accelerators and storage rings - low energy (linear accelerators, cyclotrons, electrostatic accelerators); Neutron sources","Electron emission; Electrostatic accelerators; Neutron sources; Particle accelerators; Proton beams; Accelerator applications; Boron neutron capture therapy; Current stability; Epithermal neutron; Hadron therapy; Instrumentation for particle accelerators and storage rings - low energy (linear accelerators, cyclotrons, electrostatic accelerators); Tandem accelerators; Vacuum Insulation; Acceleration",Article,"Final","",Scopus,2-s2.0-84947218778
"Gogotsi Y., Guldi D., McCreery R., Hu C.-C., Merlet C., Béguin F., Hardwick L., Frackowiak E., Macpherson J., Forse A., Chen G.Z., Holt K., Dryfe R., Kurig H., Sharma S., Unwin P.R., Rabbow T., Yu W., Qiu F., Juarez F., Sole C., Dyatkin B., Stevenson K., Cao Y., Cousens N., Noofeli A.","7007093973;7006253024;35551415400;7404571017;36601119500;7103413255;56262789000;7004542065;35588656900;55681438300;57200595823;7005668268;7003652771;16239073200;57198534976;7005581161;49964389200;36244790800;7103177158;25229049700;56437411000;54980790900;7103176053;56755536200;54381335800;56437666800;","Carbon electrodes for energy storage: General discussion",2014,"Faraday Discussions","172",,,"239","260",,7,"10.1039/C4FD90026J","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914703287&doi=10.1039%2fC4FD90026J&partnerID=40&md5=add57006c9f05eda41356c478401dbce",,"Gogotsi, Y.; Guldi, D.; McCreery, R.; Hu, C.-C.; Merlet, C.; Béguin, F.; Hardwick, L.; Frackowiak, E.; Macpherson, J.; Forse, A.; Chen, G.Z.; Holt, K.; Dryfe, R.; Kurig, H.; Sharma, S.; Unwin, P.R.; Rabbow, T.; Yu, W.; Qiu, F.; Juarez, F.; Sole, C.; Dyatkin, B.; Stevenson, K.; Cao, Y.; Cousens, N.; Noofeli, A.",[No abstract available],,,Note,"Final","",Scopus,2-s2.0-84914703287
"Pousinho H.M.I., Silva H., Mendes V.M.F., Collares-Pereira M., Pereira Cabrita C.","55981109200;26531837900;55138675600;7006161294;25122445000;","Self-scheduling for energy and spinning reserve of wind/CSP plants by a MILP approach",2014,"Energy","78",,,"524","534",,49,"10.1016/j.energy.2014.10.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920777999&doi=10.1016%2fj.energy.2014.10.039&partnerID=40&md5=9246bd0d787c92c757b91e5bb68d9f79","Department of Physics, University of Évora, R. Romão Ramalho, Évora, 7002-554, Portugal; IDMEC/LAETA, Instituto Superior Técnico, Av. Rovisco Pais, Lisbon, 1049-001, Portugal; Department of Electrical Engineering and Automation, Instituto Superior de Engenharia de Lisboa, R. Conselheiro Emídio Navarro, Lisbon, 1950-062, Portugal; CISE, University of Beira Interior, R. Fonte do Lameiro, Covilhã, 6201-001, Portugal","Pousinho, H.M.I., Department of Physics, University of Évora, R. Romão Ramalho, Évora, 7002-554, Portugal, IDMEC/LAETA, Instituto Superior Técnico, Av. Rovisco Pais, Lisbon, 1049-001, Portugal; Silva, H., Department of Electrical Engineering and Automation, Instituto Superior de Engenharia de Lisboa, R. Conselheiro Emídio Navarro, Lisbon, 1950-062, Portugal; Mendes, V.M.F., Department of Physics, University of Évora, R. Romão Ramalho, Évora, 7002-554, Portugal, Department of Electrical Engineering and Automation, Instituto Superior de Engenharia de Lisboa, R. Conselheiro Emídio Navarro, Lisbon, 1950-062, Portugal; Collares-Pereira, M., Department of Physics, University of Évora, R. Romão Ramalho, Évora, 7002-554, Portugal; Pereira Cabrita, C., CISE, University of Beira Interior, R. Fonte do Lameiro, Covilhã, 6201-001, Portugal","This paper is on the self-scheduling for a power producer taking part in day-ahead joint energy and spinning reserve markets and aiming at a short-term coordination of wind power plants with concentrated solar power plants having thermal energy storage. The short-term coordination is formulated as a mixed-integer linear programming problem given as the maximization of profit subjected to technical operation constraints, including the ones related to a transmission line. Probability density functions are used to model the variability of the hourly wind speed and the solar irradiation in regard to a negative correlation. Case studies based on an Iberian Peninsula wind and concentrated solar power plants are presented, providing the optimal energy and spinning reserve for the short-term self-scheduling in order to unveil the coordination benefits and synergies between wind and solar resources. Results and sensitivity analysis are in favour of the coordination, showing an increase on profit, allowing for spinning reserve, reducing the need for curtailment, increasing the transmission line capacity factor. © 2014 Elsevier Ltd.","Mixed-integer linear programming; Spinning reserve; Transmission constraints; Wind/CSP self-scheduling","Electric lines; Heat storage; Integer programming; Power markets; Probability density function; Profitability; Sensitivity analysis; Solar energy; Solar power plants; Transmission line theory; Wind; Wind effects; Wind power; Concentrated solar power; Mixed integer linear programming; Mixed integer linear programming problems; Self-scheduling; Spinning reserves; Technical operations; Transmission constraint; Transmission line capacity; Scheduling; energy efficiency; linearity; market system; numerical model; operations technology; power plant; radiation balance; solar power; wind velocity; Iberian Peninsula",Article,"Final","",Scopus,2-s2.0-84920777999
"Cormos C.-C.","15071572300;","Economic evaluations of coal-based combustion and gasification power plants with post-combustion CO2 capture using calcium looping cycle",2014,"Energy","78",,,"665","673",,76,"10.1016/j.energy.2014.10.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920747617&doi=10.1016%2fj.energy.2014.10.054&partnerID=40&md5=20b2b7e78b5f6bc58f7ce024e139b0eb","Babes - Bolyai University, Faculty of Chemistry and Chemical Engineering, 11 Arany Janos Street, Cluj-Napoca, RO-400028, Romania","Cormos, C.-C., Babes - Bolyai University, Faculty of Chemistry and Chemical Engineering, 11 Arany Janos Street, Cluj-Napoca, RO-400028, Romania","Coal-based power generation sector is facing important changes to implement energy efficient carbon capture technologies to comply with emission reduction targets for transition to low carbon economy. This paper assesses CaL (Calcium Looping) as one of the innovative carbon capture options able to deliver low energy and cost penalties. The work evaluates how the integration of post-combustion calcium looping influences the economics of power plants providing up-dated techno-economic indicators. Coal-based combustion plants operated in both sub- and super-critical steam conditions were evaluated, as well as coal gasification plant using an oxygen-blown entrained-flow gasifier. As benchmark options used to quantify the carbon capture energy and cost penalties, the same power generation technologies were evaluated without CCS (Carbon capture and storage). The power plant concepts investigated in the paper generates around 545-560MW net power with at least 90% carbon capture rate. Introduction of CaL technology for CO2 capture results in a 24-42% increase of specific capital investment, the O&amp;M costs are increasing with 24-30% and the electricity cost with 39-48% (all compared to non-CCS cases). As the techno-economic results suggest, CaL has good application potential in combustion-based power generation. © 2014 Elsevier Ltd.","Calcium looping; CCS (Carbon capture and storage); Coal-based power generation; Economic evaluations; Gasification and combustion","Calcium; Carbon; Carbon dioxide; Coal; Coal combustion; Coal gasification plants; Coal storage; Combustion; Costs; Economic analysis; Economics; Emission control; Energy efficiency; Fossil fuel power plants; Gas generators; Gasification; Investments; Renewable energy resources; Calcium looping; CCS(carbon capture and storage); Coal based power generation; Economic evaluations; Emission reduction targets; Entrained flow gasifiers; Power generation technology; Sub- and super-critical; Carbon capture; calcium; capital; carbon dioxide; carbon sequestration; coal; combustion; cost-benefit analysis; investment; power generation; power plant",Article,"Final","",Scopus,2-s2.0-84920747617
"Agcam E., Akyildiz A., Evrendilek G.A.","55826957800;55913335200;55664718800;","Effects of PEF and heat pasteurization on PME activity in orange juice with regard to a new inactivation kinetic model",2014,"Food Chemistry","165",,,"70","76",,22,"10.1016/j.foodchem.2014.05.097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902338379&doi=10.1016%2fj.foodchem.2014.05.097&partnerID=40&md5=9acb4f3422760bb0b0e33c31960b5b36","Department of Food Engineering, Faculty of Agriculture, Cukurova University, Balcali, Adana, Turkey; Department of Food Engineering, Abant Izzet Baysal University, Golkoy Campus, Bolu, Turkey","Agcam, E., Department of Food Engineering, Faculty of Agriculture, Cukurova University, Balcali, Adana, Turkey; Akyildiz, A., Department of Food Engineering, Faculty of Agriculture, Cukurova University, Balcali, Adana, Turkey; Evrendilek, G.A., Department of Food Engineering, Abant Izzet Baysal University, Golkoy Campus, Bolu, Turkey","The inactivation kinetics of pectin methyl esterase (PME) during the shelf life (4 °C-180 days) of freshly squeezed orange juice samples processed by both pulsed electric fields (PEF) and heat pasteurization (HP) was evaluated in the study. The PME inactivation level after the PEF (25.26 kV/cm-1206.2 μs) and HP (90°C-20 s) treatments were 93.8% and 95.2%, respectively. The PME activity of PEF-processed samples decreased or did not change, while that of HP samples increased during storage (p &lt; 0.01). A kinetic model was developed expressing PME inactivation as a function of the PEF treatment conditions, and this enabled the estimation of the reaction rate constant (587.8-2375.4 s -1), and the time required for a 90% reduction (De, 3917.7-969.5 s). Quantification of the increase in PEF energy to ensure a ten-fold reduction in De (ze, 63.7 J), activation electric fields (-921.2 kV cm-1mol-1), and electrical activation energy (12.9 kJ mol-1) was also carried out. Consequently, PEF processing was very effective for the inactivation of PME and for providing stability of orange juice during storage. © 2014 Published by Elsevier Ltd.","Inactivation kinetics; Orange juice; Pectin methyl esterase (PME); Pulsed electric fields (PEF); Shelf-life","Activation energy; Electric fields; Esters; Kinetic parameters; Kinetic theory; Pasteurization; Rate constants; Inactivation kinetics; Orange juice; Pectin methyl esterase; Pulsed electric field; Shelf life; Fruit juices; pectinesterase; carboxylesterase; pectinesterase; article; electric conductivity; enzyme inactivation; heat pasteurization; kinetics; orange juice; pasteurization; pulsed electric field; shelf life; temperature; analysis; beverage; chemistry; food handling; heat; pasteurization; procedures; sweet orange; Beverages; Carboxylic Ester Hydrolases; Citrus sinensis; Food Handling; Hot Temperature; Pasteurization",Article,"Final","",Scopus,2-s2.0-84902338379
"Ayyildiz T.K., Kurtuncu M., Kulakci H., Celik S.","56363072600;57188559153;57204354865;57205893720;","Factors affecting the prevalence of obesity among primary school students in Turkey",2014,"Iranian Red Crescent Medical Journal","16","12","e17785","","",7,2,"10.5812/ircmj.17785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920272899&doi=10.5812%2fircmj.17785&partnerID=40&md5=8a70102dc3e5b74393eda1ed16e09f79","Department of Pediatric Nursing, Bulent Ecevit University, Zonguldak, Turkey; Department of Nursing, Bulent Ecevit University, Zonguldak, Turkey","Ayyildiz, T.K., Department of Pediatric Nursing, Bulent Ecevit University, Zonguldak, Turkey; Kurtuncu, M., Department of Pediatric Nursing, Bulent Ecevit University, Zonguldak, Turkey; Kulakci, H., Department of Nursing, Bulent Ecevit University, Zonguldak, Turkey; Celik, S., Department of Nursing, Bulent Ecevit University, Zonguldak, Turkey","Background: Obesity is an energy metabolism disorder which results in the excessive storage of fat and may also lead to physical and psychological problems. Since the 1980s, obesity has drastically increased across all age and socio-economic groups around the world.Objectives: The purpose of the study was to investigate the risk factors affecting obesity in students in the age group of 6-15 years.Patients and Methods: This was a population-based cross-sectional study on 868 students in Bahçelievler elementary school in Zonguldak, Turkey from March to April in 2010. Data was collected using demographic questionary forms and weight-length measurements.Results: The median age was 10.3 ± 2.1; 47.6% of the children were female and 52.4% of them were male. About 70.2% of the students consumed fast food. It was identified that 67.1% of the students in the 6-10-year age group and 32.9% in 11-15-year age group were obese (P = 0.000). The obesity prevalence of children with one or two siblings was higher than the ones with more than two siblings (P = 0.001).Conclusions: The study concluded that there were certain criteria related to development of obesity during a specific period of childhood and taking certain precautions could be effective in preventing it. © 2014, Iranian Red Crescent Medical Journal.","Body mass index; Children; Health behavior; Obesity","adolescent; Article; child; cross-sectional study; eating habit; fast food; female; food intake; human; major clinical study; male; obesity; preschool child; prevalence; questionnaire; school child; student; Turkey (republic)",Article,"Final","",Scopus,2-s2.0-84920272899
