Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Giudicotti L., Bassan M., Sardella A., Perdon E.","6602594439;36881721900;23016809400;23016471900;","Short recovery time, multianode, microchannel plate photomultiplier for plasma diagnostics",1989,"Proceedings of SPIE - The International Society for Optical Engineering","1158",,,"173","182",,6,"10.1117/12.962541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041706686&doi=10.1117%2f12.962541&partnerID=40&md5=d72f40c5aa35c2b4798b42da27fcc83e","Dipartimento d’Ingegneria Elettrica, Università di Padova, Via Gradenigo 6/A, Padova, 35131, Italy; Istituto Gas Ionizzati, Associazione EURATOM-ENEA-CNR, Corso Stati Uniti 4, Padova, 35020, Italy","Giudicotti, L., Dipartimento d’Ingegneria Elettrica, Università di Padova, Via Gradenigo 6/A, Padova, 35131, Italy; Bassan, M., Istituto Gas Ionizzati, Associazione EURATOM-ENEA-CNR, Corso Stati Uniti 4, Padova, 35020, Italy; Sardella, A., Istituto Gas Ionizzati, Associazione EURATOM-ENEA-CNR, Corso Stati Uniti 4, Padova, 35020, Italy; Perdon, E., Istituto Gas Ionizzati, Associazione EURATOM-ENEA-CNR, Corso Stati Uniti 4, Padova, 35020, Italy","A multianode MCP photomultiplier with a recovery time two orders of magnitude shorter than in conventional MCP devices has been developed for plasma diagnostics by laser scattering. The detector has an S20 photocathode, a low resistivity Z-plate electron multiplier and a 10 × 10 square array anode configuration. The Z-plate has a diameter of 25 mm, a resistance of 8.8 MΩ (at 20 °C) and is made of MCPs rated for operation at a DC strip current density in excess of 100 µA/cm2. Once inside the vacuum tube the Z-plate must be operated with pulsed high voltage, to avoid overheating. For this reason this PMT is suitable for the detection of fast bursts of light pulses, occurring at a repetition rate sufficiently low to permit the heat dissipation between successive bursts. The thermal behaviour of the detector has been investigated. First the thermal coefficient of the resistance was measured giving a value of -6.00 ± 0.04 × 104 Ω/°C (around 20 °C); then the temperature increase of the Z-plate due to a single high voltage square pulse was measured as a function of the pulse energy. The heat capacity and the thermal time constant were found to be 0. 93 J/°C and 175 s respectively. The PMT electrical behaviour has also been studied in pulse current mode. At 900 V/plate and with 25 ns FWHM input light pulses, the maximum output charge density was found to be 8.2 × 10-10 C/cm2 in linear regime and 4.9 × 10-9 C/cm2in saturated gain mode. The Z-plate recovers from the maximum linear pulse in about 50 µs. © 1989 SPIE.",,"Electron multipliers; HVDC power transmission; Laser diagnostics; Light transmission; Photomultipliers; Plasma diagnostics; Pulse repetition rate; Specific heat; Micro channel plate; Orders of magnitude; Pulsed high voltage; Short recovery time; Temperature increase; Thermal behaviours; Thermal coefficients; Thermal time constants; Image storage tubes",Conference Paper,"Final","",Scopus,2-s2.0-0041706686
"Yamazaki T.","7403740688;","Activities on free electron laser in Japan",1989,"Proceedings of SPIE - The International Society for Optical Engineering","1133",,,"62","69",,4,"10.1117/12.961600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961289220&doi=10.1117%2f12.961600&partnerID=40&md5=7baca08ca5b0bfca4fd6773d30c88d89","Electrotechnical Laboratory, 1-4 Umezon, Tsukuba City, Ibaraki, 305, Japan","Yamazaki, T., Electrotechnical Laboratory, 1-4 Umezon, Tsukuba City, Ibaraki, 305, Japan","Outline is presented of activities on FEL in Japan. In the Compton regime, two projects with storage rings are going on. At ETL, studies on three major elements (accelerator, FEL device, optical cavity) at about 585nm are carried out with a TOK and a 220-MeV beam. At UVSOR of Inst. for Molecul. Sci., studies are being made at 488nm with a 500-MeV beam. Gain measurements with external lasers are being tried at both laboratories. A spontaneous emis-sion has been observed with an RF linac under a collaboration of The Univ. of Tokyo and Jpn. Atom. Energy Res. Inst. (JAERI). In the Raman regime, two programs are in progress. Studies with an induction linac, and an electromagnetic wiggler using a CO2 laser are going on at ILE of Osaka Univ. At The Inst. of Phys. and Chem. Res., a cold REB has been developed, and FEL experiments are being carried out with it. Many other FEL projects are proposed. A 25-MeV superconducting linac for FEL is under construction at JAERI. A 35-MeV double-sided microtron for FEL study is near completion at Nihon Univ. Two RF linacs of The Univ. of Tokyo and The ISIR of Osaka Univ. are being modified for FEL experiments. Con-struction of an RF linac is proposed at Tokyo Inst. of Tech. An X-band single-stage FEL is under construction at Nat. Lab. for High Energy Phys. A circular FEL is in preparation at The Inst. of Space and Astronaut. Sci. An undulator has been constructed at Mitsubishi Electric Co., and the magnetic field has been measured. A Smith-Purcell type FEL is studied at Tohoku Univ. A high-gain FEL at a by-pass section of a ring being proposed at Kyushu Univ. is in the stage of design work. © 1989 SPIE.",,"Free electron lasers; Linear accelerators; Wigglers; Double sided; External lasers; Major elements; Mitsubishi electrics; Optical cavities; Raman regime; Smith-Purcell; Superconducting linac; Electrons",Conference Paper,"Final","",Scopus,2-s2.0-84961289220
"Thorn C.E., Giordano G., Kistner O.C., Matone G., Sandorfi A.M., Schaerf C., Whisnant C.S.","7007046397;57190707470;6701753687;6601996196;6701487853;7004113987;7004313151;","The legs electron spectrometer for tagging backscattered photons",1989,"Nuclear Inst. and Methods in Physics Research, A","285","3",,"447","458",,38,"10.1016/0168-9002(89)90216-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024922250&doi=10.1016%2f0168-9002%2889%2990216-7&partnerID=40&md5=18a43994921fe938bc4111fb7ac85258","Physics Department, Brookhaven National Laboratory, Upton, NY 11973, United States; INFN, Laboratori Nazionali di Frascati, Frascati, Italy; Università di Roma, INFN, Sezione di Roma, Roma, Italy; University of South Carolina, Department of Physics and Astronomy, Columbia, SC, United States","Thorn, C.E., Physics Department, Brookhaven National Laboratory, Upton, NY 11973, United States; Giordano, G., INFN, Laboratori Nazionali di Frascati, Frascati, Italy; Kistner, O.C., Physics Department, Brookhaven National Laboratory, Upton, NY 11973, United States; Matone, G., Physics Department, Brookhaven National Laboratory, Upton, NY 11973, United States; Sandorfi, A.M., Physics Department, Brookhaven National Laboratory, Upton, NY 11973, United States; Schaerf, C., Università di Roma, INFN, Sezione di Roma, Roma, Italy; Whisnant, C.S., Physics Department, Brookhaven National Laboratory, Upton, NY 11973, United States, University of South Carolina, Department of Physics and Astronomy, Columbia, SC, United States","A magnetic spectrometer is described for tagging a gamma-ray beam produced by Compton backscattering laser light from the electron beam circulating in a storage ring. The spectrometer, as it is now installed, has a design energy resolution of 5.5 MeV, a dispersion of 2.8 MeV/cm, and a dynamic range of 160 MeV. The energy resolution is limited by the energy spread of the stored beam. If dispersion can be introduced into the laser-electron interaction straight section of the storage ring, the resolution can be improved to be as small as 1.5 MeV, depending on the value of this dispersion. Measured properties of the spectrometer are in substantial agreement with the design values. © 1989.",,"Gamma Rays; Photons--Measurements; Compton Scattering; Laser Electron Gamma Source; Magnetic Spectrometer; Spectrometers",Article,"Final","",Scopus,2-s2.0-0024922250
"Beauvais J., Galarneau P., Lessard R.A., Singh A., Knystautas E.J.","7005951725;6701457656;55302209900;55726453300;7004185028;","Optical recording characteristics of implanted tellurium films",1989,"Thin Solid Films","182","1-2",,"47","52",,5,"10.1016/0040-6090(89)90242-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024880085&doi=10.1016%2f0040-6090%2889%2990242-3&partnerID=40&md5=fcc666b9c3eb3716a8db56f3628f6854","Centre d'Optique Photonique et Laser (COPL), Université Laval, Que. G1K7P4, Canada; Centre de Recherches sur les Atomes et les Molécules (CRAM), Département de Physique, Université Laval, Que. G1K7P4, Canada","Beauvais, J., Centre d'Optique Photonique et Laser (COPL), Université Laval, Que. G1K7P4, Canada; Galarneau, P., Centre d'Optique Photonique et Laser (COPL), Université Laval, Que. G1K7P4, Canada; Lessard, R.A., Centre d'Optique Photonique et Laser (COPL), Université Laval, Que. G1K7P4, Canada; Singh, A., Centre de Recherches sur les Atomes et les Molécules (CRAM), Département de Physique, Université Laval, Que. G1K7P4, Canada; Knystautas, E.J., Centre de Recherches sur les Atomes et les Molécules (CRAM), Département de Physique, Université Laval, Que. G1K7P4, Canada","Tellurium films were vapour deposited on glass substrates held at room temperature and subsequently implanted with different ions. Optical recording parameters such as threshold writing energy and contrast ratio were evaluated. The experimental results indicate that the threshold writing energy is dependent on the type of implanted ion. © 1989.",,"Data Storage, Optical; Semiconducting Tellurium--Ion Implantation; Contrast Ratios; Optical Recording; Tellurium",Article,"Final","",Scopus,2-s2.0-0024880085
"Fabregas J., Abalde J., Herrero C.","57189312700;7003531088;7101623011;","Biochemical composition and growth of the marine microalga Dunaliella tertiolecta (Butcher) with different ammonium nitrogen concentrations as chloride, sulphate, nitrate and carbonate",1989,"Aquaculture","83","3-4",,"289","304",,34,"10.1016/0044-8486(89)90041-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38249025762&doi=10.1016%2f0044-8486%2889%2990041-0&partnerID=40&md5=ca3a0d0905b2c19b468f72314ef8a7d9","Laboratorio de Microbiologiá, Facultad de Farmacia, Universidad de Santiago, Spain","Fabregas, J., Laboratorio de Microbiologiá, Facultad de Farmacia, Universidad de Santiago, Spain; Abalde, J., Laboratorio de Microbiologiá, Facultad de Farmacia, Universidad de Santiago, Spain; Herrero, C., Laboratorio de Microbiologiá, Facultad de Farmacia, Universidad de Santiago, Spain","Cultures of the marine microalga Dunaliella tertiolecta were grown in ammonium chloride, sulphate, nitrate and carbonate at concentrations ranging from 0.25 to 16 mg.atom N/l. Cells were harvested in the stationary phase and cell density and biochemical composition determined. Biomass production at the end of the stationary phase, expressed as cell density, was affected by the concentration of ammonium-N in the medium but not by the ammonium compound used. Optimal growth conditions for obtaining maximum cell density, between 1.86×106 and 2.81×106 cells/ml, were 2, 4 and 8 mg.atom N/l. The compound and concentration of ammonium-N had little effect on the growth velocity of D. tertiolecta cultures in the logarithmic phase, with values of 0.35±0.06 doublings/day under all the conditions assayed. The ammonium compound and the concentration of nitrogen affected the concentration of different cellular constituents such as protein, carbohydrate, lipid and chlorophyll a, although these changes were not necessarily related to cell density in the culture. Protein, the most affected fraction, tended to increase with an increase in the nitrogen concentration for all the ammonium compounds used. Maximum protein/ml was obtained with ammonium carbonate at all the nitrogen concentrations used. Maximum protein/cell occurred at the higher nitrogen concentrations (16 and 32 mg/atom N/l) for all the ammonium compounds. Considering the optimum growth interval (2-8 mg.atom N/l), maximum protein/cell concentrations were also obtained in the cultures with ammonium carbonate. Carbohydrate and lipid concentrations varied less than protein concentration. Maximum values of carbohydrate/ml were also found in the ammonium carbonate cultures. Maximum lipid/cell concentrations occurred at the lowest nitrogen concentrations, in contrast to protein values. As a percentage of the total organic matter, protein increased and lipid decreased with the nitrogen concentration, whereas carbohydrate remained constant. Consequently, lipid seemed to be the storage product in this marine microalga. Gross energy values in the different cultures were a function of nitrogen concentration, maximum differences occurring in the ammonium carbonate cultures. The biochemical variability of this microalga must have a marked effect on its value as a source of single-cell protein, as chemicals or as feed in mariculture. © 1989.",,,Article,"Final","",Scopus,2-s2.0-38249025762
"Weber M.J.","16020979100;","The search for solid state fusion lasers",1989,"Proceedings of SPIE - The International Society for Optical Engineering","1182",,,"200","209",,,"10.1117/12.981473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958485568&doi=10.1117%2f12.981473&partnerID=40&md5=42a57c1b2943d754edd2ef2e92b63736","Lawrence Llvermore National Laboratory, University of California, Llvermore, CA, 94550, United States","Weber, M.J., Lawrence Llvermore National Laboratory, University of California, Llvermore, CA, 94550, United States","Inertial confinement fusion (ICF) research puts severe demands on the laser driver. In recent years large, multibeam Nd:glass lasers have provided a flexible experimental tool for exploring fusion target physics because of their high powers, variable pulse length and shape, wavelength flexibility using harmonic generation, and adjustable focus. Advances in solid-state laser technology indicate that (1) Nd:glass lasers can be scaled up to provide a single-pulse, multi-megajoule, high-gain laboratory microfusion facility, and (2) gas-cooled slab amplifiers with laser diode pump sources are viable candidates for an efficient, high repetition rate, megawatt driver for an ICF reactor. In both applications, requirements for energy storage and energy extraction drastically limit the choice of lasing media. Nonlinear optical effects and optical damage are additional design constraints. New laser architectures applicable to ICF drivers and possible laser materials, both crystals and glasses, are surveyed. © 1989, SPIE.",,"Diode amplifiers; Glass; Glass lasers; Optical pumping; Pulse repetition rate; Design constraints; Energy extraction; High repetition rate; Laser architecture; Laser diode pump; Nonlinear optical effects; Solid-state laser technologies; Wavelength flexibility; Solid state lasers",Conference Paper,"Final","",Scopus,2-s2.0-84958485568
"Krishnamurthy M., Jacobson D., Ponnappan R., Johnson J.","7005321430;7201872516;56043687600;55494689900;","High temperature corrosion analysis of Inconel 617® thermal energy storage capsules",1989,"Journal of Materials Engineering","11","4",,"283","290",,4,"10.1007/BF02834138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649154071&doi=10.1007%2fBF02834138&partnerID=40&md5=a896d389157a18a8fd21c15d38050688","Chemical, Bio, and Materials Engineering, Arizona State University, Tempe, 85287, AZ, United States; Universal Energy Systems, Inc., Dayton, 45432, OH, United States; Air Force Wright Aeronautical Laboratories, WPAFB, 45433, OH, United States","Krishnamurthy, M., Chemical, Bio, and Materials Engineering, Arizona State University, Tempe, 85287, AZ, United States; Jacobson, D., Chemical, Bio, and Materials Engineering, Arizona State University, Tempe, 85287, AZ, United States; Ponnappan, R., Universal Energy Systems, Inc., Dayton, 45432, OH, United States; Johnson, J., Air Force Wright Aeronautical Laboratories, WPAFB, 45433, OH, United States","The corrosion degradation of three Inconel 617 Alloy Thermal Energy Storage capsules filled with eutectic fluoride salts LiF-MgF2-KF, LiF-MgF2-NaF and LiF-MgF2 were analyzed. The ultrahigh purity fluoride salts were previously sealed inside the Inconel capsules under controlled processing conditions and thermally cycled in vacuum over a temperature differential of 200 K near 1000 K for 10,000 hr. It was determined that the microstructural degradation is minimal but some aluminum from the alloy may have been displaced into the salt. Comparisons are made with previously reported equilibrium calculations and a semiquantitative diffusion model is presented to support the possibility of diffusion control over the corrosion. The results indicate that Inconel 617 may be a suitable material for fluoride salts in thermal energy storage applications. © 1989 Springer-Verlag New York Inc.",,,Article,"Final","",Scopus,2-s2.0-51649154071
"Nicolaides C.A.","7006482000;","Chemically bound excited clusters",1989,"Journal of Molecular Structure: THEOCHEM","202","C",,"285","290",,1,"10.1016/0166-1280(89)87024-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45249130989&doi=10.1016%2f0166-1280%2889%2987024-1&partnerID=40&md5=18a6513c03b2bd71f524732862ab4a50","Theoretical and Physical Chemistry Institute, National Hellenic Research Foundation, 48, Vas. Constantinou Ave, Athens, 116 35, Greece","Nicolaides, C.A., Theoretical and Physical Chemistry Institute, National Hellenic Research Foundation, 48, Vas. Constantinou Ave, Athens, 116 35, Greece","According to the conventional understanding of their electronic structure, polyatomic clusters of ""non-reactive"" closed shell molecular fragments have been considered as undergoing exclusively van der Waals bonding, even when excited. Since 1983, new results and proposals have been presented regarding such clusters. These refer to the existence of chemical bonding in excited states, caused by charge transfer and overlap effects in unusual geometries. Directly related to these developments is the study of He + H2* collisions and of fluorescence quenching of the H2 B1∑u+ state by the noble gases. It is reasonable to expect that there exist a number of such situations and that they may play an important role in the storage and distribution of energy in the molecular, liquid or solid state. In this short report, I review a portion of our published work on the existence and properties of chemically bound excited clusters (CBEC) - either free or embedded in ionic crystals. © 1989.",,,Article,"Final","",Scopus,2-s2.0-45249130989
"Pei Y.J., Wang D.F., He D.H.","7202306617;56102977000;7403049117;","200-MeV LINAC - Injector of storage ring for HESYRL",1989,"Review of Scientific Instruments","60","7",,"1701","1704",,3,"10.1063/1.1140932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4143064099&doi=10.1063%2f1.1140932&partnerID=40&md5=6af7465bd59f86b2117de91983d15a0c","Hefei National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei, Anhui, China","Pei, Y.J., Hefei National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei, Anhui, China; Wang, D.F., Hefei National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei, Anhui, China; He, D.H., Hefei National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei, Anhui, China","The 200-MeV electron linac at the Hefei National Synchrotron Radiation Laboratory (HESYRL) is described. It is not only an injector of the 800-MeV storage ring, but an electron accelerator used for nuclear physics experiments and some other applications as well. The main design parameters and measuring results of the LINAC are given. The linac is a travelling wave structure, operating at a frequency of 2856 MHz, constant impedance, in a 2/3π mode. Its total length is about 35 m. Five klystrons are used as rf power; each klystron will provide 15 MW. In November 1987, the machine was successfully commissioned and typical operating parameters are 220 MeV, and 50 mA with an energy spread of ±0.8%.",,,Article,"Final","",Scopus,2-s2.0-4143064099
"Coisson R.","7003344498;","Perspectives on the use of very long undulators in high-energy storage rings (invited)",1989,"Review of Scientific Instruments","60","7",,"1426","1428",,2,"10.1063/1.1140956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549104030&doi=10.1063%2f1.1140956&partnerID=40&md5=27487ee61eac39233f2793685c5d16bf","Dipartimento di Fisica, Universita' di Parma, 43100 Parma, Italy","Coisson, R., Dipartimento di Fisica, Universita' di Parma, 43100 Parma, Italy","A few electron storage rings exist (and possibly could be available in the future), with energy >10 GeV and with straight sections of the order of 100 m on which very long undulators could be installed. The exceptionally low emittance that these machines can reach when run at relatively low energies would allow highly degenerate radiation to be produced in the soft and medium x-ray range, with applications to biological imaging near the C and N K edges, holography, and nonlinear optics down to a few angstroms, pumping of soft x-ray ion lasers, picosecond or femtosecond resolution spectroscopy, etc.",,,Article,"Final","",Scopus,2-s2.0-36549104030
