Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Skrinsky A.N.","56216533400;","Elementary particle physics activity at the Budker institute of nuclear physics",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","494","1-3",,"1","10",,1,"10.1016/S0168-9002(02)01438-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037153437&doi=10.1016%2fS0168-9002%2802%2901438-9&partnerID=40&md5=eb45e8b4a319623c8d81c3779f5a1564","Budker Institute of Nuclear Physics, Siberian Branch, Russian Academy of Sciences, Novosibirsk, Russian Federation","Skrinsky, A.N., Budker Institute of Nuclear Physics, Siberian Branch, Russian Academy of Sciences, Novosibirsk, Russian Federation","The activities of the Budker Institute of Nuclear physics in the field of elementary particle physics were reviewed. The experimental results on electron-positron annihilation using VEPP-2 collider were presented. The invention, experimental and theoretical development of the electron cooling method was also discussed.","Accelerator; CMD-2; e+e--collider; KEDR; SND","Colliding beam accelerators; Electron beams; Elementary particles; High energy physics; Polarization; Research and development management; Storage rings; Electron-positron annihilation; Nuclear physics",Conference Paper,"Final","",Scopus,2-s2.0-0037153437
[No author name available],[No author id available],"Nuclear instruments and methods in physics research, section A: Aceelerators, spectrometers, detectors and associated",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","494","1-3",,"","",565,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037153403&partnerID=40&md5=041594bee34ff3776df2c85c1f3c138a",,"","The proceedings contain 87 papers from the conference on Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated. Topics discussed include: options and implications for ep experiments at HERA and beyond; the performance of the CDF luminosity monitor; the luminosity measurement at the Belle detector; overview of silicon detectors and physics of multi-GEM structures.",,"Cerenkov counters; Colliding beam accelerators; Electron scattering; Electrons; High energy physics; Linear accelerators; Magnetic fields; Monte Carlo methods; Particle beam bunching; Particle detectors; Photons; Polarization; Positrons; Solenoids; Storage rings; Superconducting devices; EiRev; Electron cooling method; Hadron colliders; Luminosity; Luminosity systems; Particle collisions; Nuclear physics",Conference Review,"Final","",Scopus,2-s2.0-0037153403
"Stuik R., Scholze F., Tümmler J., Bijkerk F.","6602564527;56765523100;6602117157;7003352574;","Absolute calibration of a multilayer-based XUV diagnostic",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","492","1-2",,"305","316",,47,"10.1016/S0168-9002(02)01350-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037063849&doi=10.1016%2fS0168-9002%2802%2901350-5&partnerID=40&md5=54a1de80961522210c565da8531c928a","FOM Institute for Plasma Physics Rijnhuizen, P.O. Box 1207, 3430 BE Nieuwegein, Netherlands; Physikalisch-Technische Bundesanstalt (PTB), Abbestr. 2-12, 10587 Berlin, Germany","Stuik, R., FOM Institute for Plasma Physics Rijnhuizen, P.O. Box 1207, 3430 BE Nieuwegein, Netherlands; Scholze, F., Physikalisch-Technische Bundesanstalt (PTB), Abbestr. 2-12, 10587 Berlin, Germany; Tümmler, J., Physikalisch-Technische Bundesanstalt (PTB), Abbestr. 2-12, 10587 Berlin, Germany; Bijkerk, F., FOM Institute for Plasma Physics Rijnhuizen, P.O. Box 1207, 3430 BE Nieuwegein, Netherlands","A portable, universal narrowband XUV diagnostic suitable for calibration of various XUV light sources, was built, tested and fully calibrated. The diagnostic allows measurement of the absolute XUV energy and average power in two selected wavelength bands, at 11.4 and 13.4 nm. In addition, the pulse-to-pulse and long-term XUV stability of the source can be assessed, as well as the contamination of multilayer XUV optics exposed to the source. This paper describes the full calibration procedure: all optical elements were calibrated at the wavelength of operation by Physikalisch-Technische Bundesanstalt at the storage ring Bessy II, a full analysis of geometrical factors was done, and the influence of the spectral emissivity of the source on the calibration was analyzed in detail. The calibration was performed both for the centroid wavelength as for the full bandwidth of the diagnostic. The total uncertainty in the absolute calibration allowed measurement of source characteristics with an uncertainty of less than 5%, and a shot-to-shot repeatability to less than 2%. The uncertainty was mainly determined by external factors like background gas distribution and spectral source characteristics. Examples of application to a laser plasma and discharge plasma XUV source are given. © 2002 Elsevier Science B.V. All rights reserved.","Absolute calibration; XUV source characterization; XUV source diagnostics","Bandwidth; Calibration; Laser produced plasmas; Light sources; Spectrum analysis; Storage rings; Ultraviolet radiation; Optical elements; Diagnostic radiography",Article,"Final","",Scopus,2-s2.0-0037063849
"Bosch R.A.","7102263481;","Focusing infrared edge and synchrotron radiation with a large numerical aperture",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","492","1-2",,"284","298",,8,"10.1016/S0168-9002(02)01233-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037063848&doi=10.1016%2fS0168-9002%2802%2901233-0&partnerID=40&md5=f217fe54f16088328e006081d59b950c","Synchrotron Radiation Center (SRC), University of Wisconsin-Madison, 3731 Schneider Drive, Stoughton, WI 53589-3097, United States","Bosch, R.A., Synchrotron Radiation Center (SRC), University of Wisconsin-Madison, 3731 Schneider Drive, Stoughton, WI 53589-3097, United States","For a large numerical aperture, the focusing of long-wavelength edge and synchrotron radiation from an electron is modeled. The central obscuration of Schwarzschild optics is also considered. For a numerical aperture of 0.65, typical of an infrared microscope, the maximum energy density of the focused electric field is reduced by ∼50%, compared to paraxial focusing calculations that do not consider a central obscuration. With a large numerical aperture, some light rays strike the focal plane at grazing incidence, producing longitudinally polarized radiation. For a numerical aperture of one, focused edge and synchrotron radiation produce similar spots of longitudinally polarized radiation, whose diameter is about one-half wavelength. The small size and large radiation field of these spots may be useful in experiments that require localized radiation with polarization perpendicular to the sample surface. © 2002 Elsevier Science B.V. All rights reserved.","Edge radiation; Electron storage ring; Infrared radiation; Radial polarization; Synchrotron radiation; Transition radiation","Electric fields; Electron optics; Infrared radiation; Light polarization; Optical microscopy; Synchrotron radiation; Edge radiations; Infrared microscopes; Storage rings",Article,"Final","",Scopus,2-s2.0-0037063848
"Lindgren L.-J.","16555562900;","Pulse-stretcher upgrade",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","492","1-2",,"299","304",,8,"10.1016/S0168-9002(02)01282-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037063847&doi=10.1016%2fS0168-9002%2802%2901282-2&partnerID=40&md5=e9855f3cdfcf08c21bb3b782db273634","MAX-Lab, Lund University, P.O. Box 118, S-221 00 Lund, Sweden","Lindgren, L.-J., MAX-Lab, Lund University, P.O. Box 118, S-221 00 Lund, Sweden","A new 250 MeV energy electron pulse-stretcher mode is designed where the MAX I ring is injected from a new linac system (Nucl. Instr. and Meth. A 490 (2002) 592). For the new slow extraction, we will try to achieve a lower emittance in the extraction plane by using a different extraction method. Injection and slow extraction are simulated. © 2002 Elsevier Science B.V. All rights reserved.","Accelerator; Extraction; Injection; Storage ring","Computer simulation; Electron energy levels; Energy dissipation; Particle beam injection; Pulse stretchers; Storage rings",Article,"Final","",Scopus,2-s2.0-0037063847
"Baechler S., Kardjilov N., Dierick M., Jolie J., Kühne G., Lehmann E., Materna T.","6602955109;8360555800;6701768592;7005846347;7006034809;24531108200;7003463450;","New features in cold neutron radiography and tomography - Part I: Thinner scintillators and a neutron velocity selector to improve the spatial resolution",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","491","3",,"481","491",,39,"10.1016/S0168-9002(02)01238-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036788068&doi=10.1016%2fS0168-9002%2802%2901238-X&partnerID=40&md5=8ff209e8fa83e89f435dd7b2406a177d","Physics Department, University of Fribourg, CH-1700 Fribourg, Switzerland; Paul Scherrer Institute, CH-5232 Villigen, Switzerland; Fakultät für Physik E21, Technische Universität München, D-85747 Garching, Germany; Vakgroep Subatomaire en Stralingsfysica, University of Gent, B-9000 Gent, Belgium; Institut für Kernphysik, Universität zu Köln, D-50937 Köln, Germany","Baechler, S., Physics Department, University of Fribourg, CH-1700 Fribourg, Switzerland, Paul Scherrer Institute, CH-5232 Villigen, Switzerland; Kardjilov, N., Fakultät für Physik E21, Technische Universität München, D-85747 Garching, Germany; Dierick, M., Vakgroep Subatomaire en Stralingsfysica, University of Gent, B-9000 Gent, Belgium; Jolie, J., Institut für Kernphysik, Universität zu Köln, D-50937 Köln, Germany; Kühne, G., Paul Scherrer Institute, CH-5232 Villigen, Switzerland; Lehmann, E., Paul Scherrer Institute, CH-5232 Villigen, Switzerland; Materna, T., Institut für Kernphysik, Universität zu Köln, D-50937 Köln, Germany","The tomography setup developed at the PGA facility of the Swiss spallation source SINQ has provided encouraging results in the field of cold neutron imaging. Performances of the detection system based on a CCD camera and a converter screen have been recently improved using 6LiF/ZnS:Ag scintillators with different thickness. Indeed, reducing the layer of the scintillator improved considerably the spatial resolution while keeping a reasonable efficiency. Furthermore, a neutron velocity selector was temporarily added to the setup to perform radiography and tomography experiments with monochromatic neutron beams. Basic properties of transmitted beams were studied to assess the applicability of this device in neutron imaging. Of interest was the enhancement of the L/D-ratio by selecting neutron beams of short wavelengths. Cold neutron tomography demonstrated to be a useful technique in various spheres of activity, such as aerospatial industry or radioactive waste storage. Various applications of the neutron velocity selector are described in the second part, namely, New features in cold neutron radiography and tomography - Part II: Applied energy-selective neutron radiography and tomography. © 2002 Elsevier Science B.V. All rights reserved.","Cold neutron radiography; Computed tomography; Energy-selective neutron radiography; Neutron scintillator; Neutron velocity selector","Charge coupled devices; Computerized tomography; Neutron beams; Neutron radiography; Radioactive waste storage; Neutron velocity selectors; Scintillation counters",Article,"Final","",Scopus,2-s2.0-0036788068
"Bartolini R., Dattoli G., Giannessi L., Marsi M., Mezi L., Migliorati M., Trovo M., Walker R.P.","8351169200;35570898500;8393132300;7004155149;8084650500;7003416843;9738721400;7404928298;","Interplay between electron beam instabilities and storage ring FEL dynamics",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","491","3",,"507","511",,2,"10.1016/S0168-9002(02)01237-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036788016&doi=10.1016%2fS0168-9002%2802%2901237-8&partnerID=40&md5=fb891e98d55c9f66d4cc0278bc723ce6","ENEA, Dipartimento Innovazione, Centro Ricerche Frascati, C.P. 65, Rome 00044 Frascati, Italy; Sincrotrone Trieste, Area Science Park, 34012 Trieste, Italy; Università degli Studi di Roma la Sapienza, Dipartimento di Energetica, Via A. Scarpa, 14-00161 Rome, Italy","Bartolini, R., ENEA, Dipartimento Innovazione, Centro Ricerche Frascati, C.P. 65, Rome 00044 Frascati, Italy; Dattoli, G., ENEA, Dipartimento Innovazione, Centro Ricerche Frascati, C.P. 65, Rome 00044 Frascati, Italy; Giannessi, L., ENEA, Dipartimento Innovazione, Centro Ricerche Frascati, C.P. 65, Rome 00044 Frascati, Italy; Marsi, M., Sincrotrone Trieste, Area Science Park, 34012 Trieste, Italy; Mezi, L., ENEA, Dipartimento Innovazione, Centro Ricerche Frascati, C.P. 65, Rome 00044 Frascati, Italy; Migliorati, M., Università degli Studi di Roma la Sapienza, Dipartimento di Energetica, Via A. Scarpa, 14-00161 Rome, Italy; Trovo, M., Sincrotrone Trieste, Area Science Park, 34012 Trieste, Italy; Walker, R.P., Sincrotrone Trieste, Area Science Park, 34012 Trieste, Italy","The interaction between electron beam instabilities and storage ring free electron laser (FEL) dynamics was studied. The energy spread was found to be independent of the current and was equal to the natural energy spread. It was found that the experimental and the theoretical results were in agreement with each other.",,"Electron beams; Free electron lasers; Microwaves; Switching; Microwave instability; Storage rings",Article,"Final","",Scopus,2-s2.0-0036788016
"Rauch H.","7102822461;","Pumping option for ultra-cold neutron sources",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","491","3",,"478","480",,5,"10.1016/S0168-9002(02)01236-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036787190&doi=10.1016%2fS0168-9002%2802%2901236-6&partnerID=40&md5=e83f8ff23322379201d4f85a9ace04a5","Atominstitut der Österreichischen Universitäten, Stadionallee 2, Vienna, 1020 Wien, Austria","Rauch, H., Atominstitut der Österreichischen Universitäten, Stadionallee 2, Vienna, 1020 Wien, Austria","A new shutter operation for advanced ultra-cold neutron (UCN) sources at pulsed spallation sources is proposed which results in a remarkable intensity gain. It uses the pulse structure of the source and fills the storage vessel up to a density related to the peak intensity of the source and not only to the average intensity. For the AUSTRON neutron spallation project this results in UCN densities up to 105 cm-3 which is about 3-4 orders of magnitudes larger than that of existing sources. © 2002 Elsevier Science B.V. All rights reserved.","Spallation sources; Ultra-cold neutrons","Computer simulation; Kinetic energy; Magnetic field effects; Monte Carlo methods; Neutron sources; Spallation sources; Nuclear instrumentation",Article,"Final","",Scopus,2-s2.0-0036787190
"Yamamoto A., Makida Y., Tanaka K., Krienen F., Roberts B.L, Brown H.N, Bunce G., Danby G.T, G-Perdekamp M., Hseuh H., Jia L., Lee Y.Y., Mapes M., Meng W., Morse W., Pai C., Prigl R., Sampson W., Sandberg J., Suenaga M., Tallerico T., Toldo F., Woodle K., Green M.A, Itoh I., Otsuka H., Saito Y., Ozawa T., Tachiya Y., Tanaka H., Grossmann A., Jungmann K., Zu Putlitz G., Deng H., Dhawan S., Hughes V., Kawall D., Pretz J., Redin S., Sichtermann E., Steinmetz A.","55485017600;57192398193;55741481400;6603961411;7402979478;56311776500;7005210446;22991628600;15752548500;7004699632;7201394744;8094610100;55885229200;55865133100;7006031896;7102490687;6701602019;7102201247;7101828352;7101669206;6701416270;7801421320;6603387212;35371673500;7006608648;7201501915;55466448400;57206561463;15753107500;57225908984;57213892586;56274844600;7004453438;57199361832;22966418400;35394682300;6701846157;55613240955;6701865151;34573484200;57218613322;","The superconducting inflector for the BNL g-2 experiment",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","491","1-2",,"23","40",,36,"10.1016/S0168-9002(02)01232-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037151836&doi=10.1016%2fS0168-9002%2802%2901232-9&partnerID=40&md5=37b117473e11078a94ba4c0f5c5020ac","KEK, High Energy Accelerator Research Organization, Tsukuba, Ibaraki 305-0801, Japan; Boston University, Boston, MA 02215, United States; Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Lawrence Berkeley Laboratory, Berkeley, CA 94720, United States; Nippon Steel Co., Futtsu City, Chiba Pref. 293-8511, Japan; Tokin Co. Sendai City, Miyagi Pref. 982-8510, Japan; Universität Heidelberg, 69120 Heidelberg, Germany; Yale University, New Haven, CT 06511, United States; Tel.: +1-631-344-2120, United States","Yamamoto, A., KEK, High Energy Accelerator Research Organization, Tsukuba, Ibaraki 305-0801, Japan; Makida, Y., KEK, High Energy Accelerator Research Organization, Tsukuba, Ibaraki 305-0801, Japan; Tanaka, K., KEK, High Energy Accelerator Research Organization, Tsukuba, Ibaraki 305-0801, Japan; Krienen, F., Boston University, Boston, MA 02215, United States; Roberts, B.L, Boston University, Boston, MA 02215, United States; Brown, H.N, Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Bunce, G., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Danby, G.T, Brookhaven National Laboratory, Upton, NY 11973-5000, United States; G-Perdekamp, M., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Hseuh, H., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Jia, L., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Lee, Y.Y., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Mapes, M., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Meng, W., Brookhaven National Laboratory, Upton, NY 11973-5000, United States, Tel.: +1-631-344-2120, United States; Morse, W., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Pai, C., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Prigl, R., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Sampson, W., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Sandberg, J., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Suenaga, M., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Tallerico, T., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Toldo, F., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Woodle, K., Brookhaven National Laboratory, Upton, NY 11973-5000, United States; Green, M.A, Lawrence Berkeley Laboratory, Berkeley, CA 94720, United States; Itoh, I., Nippon Steel Co., Futtsu City, Chiba Pref. 293-8511, Japan; Otsuka, H., Nippon Steel Co., Futtsu City, Chiba Pref. 293-8511, Japan; Saito, Y., Tokin Co. Sendai City, Miyagi Pref. 982-8510, Japan; Ozawa, T., Tokin Co. Sendai City, Miyagi Pref. 982-8510, Japan; Tachiya, Y., Tokin Co. Sendai City, Miyagi Pref. 982-8510, Japan; Tanaka, H., Tokin Co. Sendai City, Miyagi Pref. 982-8510, Japan; Grossmann, A., Universität Heidelberg, 69120 Heidelberg, Germany; Jungmann, K., Universität Heidelberg, 69120 Heidelberg, Germany; Zu Putlitz, G., Universität Heidelberg, 69120 Heidelberg, Germany; Deng, H., Yale University, New Haven, CT 06511, United States; Dhawan, S., Yale University, New Haven, CT 06511, United States; Hughes, V., Yale University, New Haven, CT 06511, United States; Kawall, D., Yale University, New Haven, CT 06511, United States; Pretz, J., Yale University, New Haven, CT 06511, United States; Redin, S., Yale University, New Haven, CT 06511, United States; Sichtermann, E., Yale University, New Haven, CT 06511, United States; Steinmetz, A., Yale University, New Haven, CT 06511, United States","The muon g-2 experiment at Brookhaven National Laboratory (BNL) has the goal of determining the muon anomalous magnetic moment, aμ(=(g-2)/2), to the very high precision of 0.35 parts per million and thus requires a storage ring magnet with great stability and homogeneity. A super-ferric storage ring has been constructed in which the field is to be known to 0.1 ppm. In addition, a new type of air core superconducting inflector has been developed and constructed, which successfully serves as the injection magnet. The injection magnet cancels the storage ring field, 1.5 T, seen by the entering muon beam very close to the storage ring aperture. At the same time, it gives negligible influence to the knowledge of the uniform main magnetic field in the muon storage region located at just 23 mm away from the beam channel. This was accomplished using a new double cosine theta design for the magnetic field which traps most of the return field, and then surrounding the magnet with a special superconducting sheet which traps the remaining return field. The magnet is operated using a warm-to-cold cryogenic cycle which avoids affecting the precision field of the storage ring. This article describes the design, research development, fabrication process, and final performance of this new type of superconducting magnet. © 2002 Elsevier Science B.V. All rights reserved.","Accelerator magnet; Applied superconductivity; Magnetic flux shielding; Muon g-2; Superconducting magnet","Superconducting inflectors; Magnetic field effects; Magnetic flux; Magnetic moments; Storage rings; Superconducting magnets; High energy physics",Article,"Final","",Scopus,2-s2.0-0037151836
"Gao J.","57089350300;","On the single bunch longitudinal collective effects in electron storage rings",2002,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","491","1-2",,"1","8",,8,"10.1016/S0168-9002(02)01131-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037151828&doi=10.1016%2fS0168-9002%2802%2901131-2&partnerID=40&md5=3706257078b191cdd4152317f04c8d3f","Laboratoire de l'Accélérateur Linéaire IN2P3-CNRS, Université de Paris-Sud, B.P. 34, 91898 Orsay Cedex, France","Gao, J., Laboratoire de l'Accélérateur Linéaire IN2P3-CNRS, Université de Paris-Sud, B.P. 34, 91898 Orsay Cedex, France","After giving an analytical expression for the single bunch short range wake potential of a storage ring, we have discussed separately the roles of linear and nonlinear terms of the Taylor expansion of the wake potential on the bunch longitudinal motion. The equations describing bunch lengthening and increase in energy spread are established. Applications to different operating machines are made. © 2002 Elsevier Science B.V. All rights reserved.","Bunch lengthening; Electron storage ring; Single bunch instability","Differential equations; Electric currents; Electric impedance; Electrons; Frequencies; Bunch lengthening; Electron storage links; Storage rings",Article,"Final","",Scopus,2-s2.0-0037151828
