Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Luo X.J., Fong K.F.","57190532152;13309504900;","Development of multi-supply-multi-demand control strategy for combined cooling, heating and power system primed with solid oxide fuel cell-gas turbine",2017,"Energy Conversion and Management","154",,,"538","561",,34,"10.1016/j.enconman.2017.11.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035120630&doi=10.1016%2fj.enconman.2017.11.032&partnerID=40&md5=807adf460c472f388f4bbe10d79e7187","Department of Architecture and Civil Engineering, College of Science and Engineering, City University of Hong Kong, Hong Kong; Division of Building Science and Technology, College of Science and Engineering, City University of Hong Kong, Hong Kong","Luo, X.J., Department of Architecture and Civil Engineering, College of Science and Engineering, City University of Hong Kong, Hong Kong; Fong, K.F., Division of Building Science and Technology, College of Science and Engineering, City University of Hong Kong, Hong Kong","Combined cooling, heating and power (CCHP) system with the prime mover set of solid oxide fuel cell-gas turbine (SOFC-GT) would feature with high electrical efficiency, but contain the highly coupled equipment units for cooling, heating and electricity supplies. Due to such complex nature of multiple supplies and demands, the previously developed control strategies were not suitable, and it is a challenge to develop an appropriate control strategy for the SOFC-GT CCHP system. Therefore, a new approach, called multi-supply-multi-demand (MSMD) control strategy, is proposed in this paper. The MSMD control includes two core algorithms: rolling optimization (RO) and feedback correction (FC). RO is used to determine the operation of energy supply equipment units based on the forecasting weather and loading information of the next 24 h. FC is applied for continual mitigation in case any difference between the actual and predicted energy demands. In the SOFC-GT CCHP system with energy storages for building application, the effectiveness of the MSMD control strategy was tested. It was found that RO could determine the operating schedules of the related equipment units at lower primary energy consumption than the conventional mean, while FC could effectively rectify the prediction errors incurred from the real-time loading conditions. © 2017 Elsevier Ltd","Combined cooling; Feedback correction; Heating and power; Multi-supply-multi-demand; Rolling optimization; Solid oxide fuel cell-gas turbine","Combustion; Cooling; Energy utilization; Equipment; Feedback; Fuel cells; Gas turbines; Heating; Weather forecasting; Combined cooling; Feed-back correction; Heating and power; Multi-supply-multi-demand; Rolling optimization; Solid oxide fuel cells (SOFC)",Article,"Final","",Scopus,2-s2.0-85035120630
"Soha T., Munkácsy B., Harmat Á., Csontos C., Horváth G., Tamás L., Csüllög G., Daróczi H., Sáfián F., Szabó M.","57197767677;10046171000;40161380100;57197766802;57205947844;57195037301;56892864400;57197775304;56062464500;55389913700;","GIS-based assessment of the opportunities for small-scale pumped hydro energy storage in middle-mountain areas focusing on artificial landscape features",2017,"Energy","141",,,"1363","1373",,12,"10.1016/j.energy.2017.11.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034655834&doi=10.1016%2fj.energy.2017.11.051&partnerID=40&md5=4569d344215bdcad74da4739121faab1","Eötvös Loránd University, Hungary","Soha, T., Eötvös Loránd University, Hungary; Munkácsy, B., Eötvös Loránd University, Hungary; Harmat, Á., Eötvös Loránd University, Hungary; Csontos, C., Eötvös Loránd University, Hungary; Horváth, G., Eötvös Loránd University, Hungary; Tamás, L., Eötvös Loránd University, Hungary; Csüllög, G., Eötvös Loránd University, Hungary; Daróczi, H., Eötvös Loránd University, Hungary; Sáfián, F., Eötvös Loránd University, Hungary; Szabó, M., Eötvös Loránd University, Hungary","Damaged landscapes caused by mining are common in middle-mountain areas in Europe. At the same time, they can be considered not only challenges but also opportunities in terms of land use and energy management. Middle-mountain water reservoirs could be also used as new elements of a sustainable and flexible energy system. However, until now – as far as the authors know – no research examined the possibility of pumped hydroelectric energy storage for areas with the above-mentioned characteristics. The aim of this paper is to fill this gap with developing an adaptable, geographical information system-based methodology and implement it in a study area where the previously mentioned conditions are highly observable. In the course of the work, three different model versions were mapped. With applying the methodology in a sample area covering 1324 km2, the analysis leads to the conclusion that at least 1590 MWh and at most 1700 MWh worth of electricity could be stored theoretically in the total of 15 upper reservoirs. The average reservoir surface could be 7.85 ha, which is a rather low value considering existing pumped storage practices, which would greatly facilitate integrating the new bodies of water into the landscape and natural ecosystems. © 2017 Elsevier Ltd","GIS; Intermittent energy sources; Middle-mountain areas; Small-scale pumped-hydro energy storage; Storage potential; Surface recultivation","Electric energy storage; Land use; Landforms; Reservoirs (water); Intermittent energy source; Middle mountains; Pumped-hydro energy storages; Recultivation; Storage potential; Geographic information systems; electricity generation; energy resource; GIS; hydroelectric power; land use change; mining; mountain region; reservoir; storage; Europe",Article,"Final","",Scopus,2-s2.0-85034655834
"Belović M., Torbica A., Pajić-Lijaković I., Mastilović J.","56545663000;18438486600;15770023500;16304687600;","Development of low calorie jams with increased content of natural dietary fibre made from tomato pomace",2017,"Food Chemistry","237",,,"1226","1233",,25,"10.1016/j.foodchem.2017.06.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021863984&doi=10.1016%2fj.foodchem.2017.06.045&partnerID=40&md5=584226454cddb349b9ca04e7649802c6","University of Novi Sad, Institute of Food Technology, Bul. cara Lazara 1, Novi Sad, 21000, Serbia; University of Belgrade, Faculty of Technology and Metallurgy, Karnegijeva 4, Belgrade, 11120, Serbia","Belović, M., University of Novi Sad, Institute of Food Technology, Bul. cara Lazara 1, Novi Sad, 21000, Serbia; Torbica, A., University of Novi Sad, Institute of Food Technology, Bul. cara Lazara 1, Novi Sad, 21000, Serbia; Pajić-Lijaković, I., University of Belgrade, Faculty of Technology and Metallurgy, Karnegijeva 4, Belgrade, 11120, Serbia; Mastilović, J., University of Novi Sad, Institute of Food Technology, Bul. cara Lazara 1, Novi Sad, 21000, Serbia","In this study, four jam formulations were developed, starting with the basic formulation (Jam 1) containing sucrose and without added pectin. Sucrose was partially (50%) replaced by stevioside in formulations of Jam 2 and 3, while in Jam 4 sucrose was completely replaced by fructose and stevioside, making this formulation suitable for diabetic patients. Jam formulations 1 and 2, prepared without added pectin, were thermally stable in the temperature range of 25–90 °C, which indicate their potential use as fruit fillings. Jam formulations 3 and 4 were assessed by the sensory panel as more spreadable since tomato pomace particles are incorporated in pectin network which acts as a lubricant. Jam formulations were characterized by a lower total carbohydrate content (17.23–43.81%) and lower energy value (87.1–193.7 kcal/100 g) when compared to commercial products. Tomato pomace jams contained 15–20 times more dietary fibre than commercial apricot jam. © 2017 Elsevier Ltd","Dietary fibre; Jam; Rheology; Sweeteners; Texture; Tomato pomace","Rheology; Sugar (sucrose); Textures; Basic formulation; Commercial products; Diabetic patient; Dietary fibre; Sweeteners; Temperature range; Tomato pomaces; Total carbohydrates; Fruits; carbohydrate; fructose; pectin; stevioside; sucrose; apricot; Article; calorie; carbohydrate analysis; comparative study; diabetes mellitus; diabetic patient; dietary fiber; food processing; food storage; fruit; human; jam; low calory diet; temperature; thermostability; tomato; caloric intake; dietary fiber; fruit; preserved food; Dietary Fiber; Energy Intake; Food, Preserved; Fruit; Humans; Lycopersicon esculentum; Sucrose",Article,"Final","",Scopus,2-s2.0-85021863984
"Zevenhoven R., Virtanen M.","6603993312;57194022712;","CO2 mineral sequestration integrated with water-gas shift reaction",2017,"Energy","141",,,"2484","2489",,5,"10.1016/j.energy.2017.04.143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018329529&doi=10.1016%2fj.energy.2017.04.143&partnerID=40&md5=6e813d2100ad4e90832036f9dac9af5b","Åbo Akademi University, Thermal and Flow Engineering Laboratory, Piispankatu 8, Turku, 20500, Finland","Zevenhoven, R., Åbo Akademi University, Thermal and Flow Engineering Laboratory, Piispankatu 8, Turku, 20500, Finland; Virtanen, M., Åbo Akademi University, Thermal and Flow Engineering Laboratory, Piispankatu 8, Turku, 20500, Finland","Mineralisation of CO2 using magnesium silicate rock offers a large carbon and storage (CCS) potential with documented advantages compared to underground storage of pure CO2. Work in Finland has resulted in what is referred to as “the ÅA route”, involving stepwise carbonation of serpentinite rock. Magnesium is extracted and converted into magnesium hydroxide (Mg(OH)2), which is carbonated in a pressurised fluidised bed (PFB) reactor at elevated pressure and temperature. The combined operation of a water-shift reaction and carbonation of Mg(OH)2 is addressed in this paper for (coal) gasification syngas and, in more detail, blast furnace top gas. Water produced during the carbonation step can drive the water-gas shift reaction. HSC and Aspen Plus are used for thermodynamic equilibrium product gas and solid products composition analysis. Optimal process conditions appear to be 400–450 °C, at a pressure of 40 bar or higher, for acceptable degrees of conversion. This is partly the result of the water-gas shift reaction equilibrium moving to the CO side at higher temperatures, besides increased calcination of Mg(OH)2 to much less reactive MgO. An energy requirement assessment for blast furnace top gas processing shows that power input requirements may be more than compensated for by waste heat. © 2017 Elsevier Ltd","CO2 sequestration; Magnesium silicate; Mineralisation; Water-gas shift reaction","Blast furnaces; Carbon dioxide; Carbonation; Chemical shift; Fluidized beds; Gases; Magnesia; Magnesite; Mineralogy; Oxide minerals; Silicate minerals; Waste heat; CO2 sequestration; Composition analysis; Magnesium silicates; Mineral sequestration; Mineralisation; Thermodynamic equilibria; Water gas shift (WGS) reaction; Water shift reaction; Water gas shift; carbon dioxide; carbon sequestration; carbonate rock; chemical reaction; high temperature; mineralization; pressure effect; serpentine; temperature effect; underground storage; Finland",Article,"Final","",Scopus,2-s2.0-85018329529
"Mbungu N.T., Naidoo R., Bansal R.C., Bipath M.","57194551425;8876868000;56022618100;56548844900;","Optimisation of grid connected hybrid photovoltaic-wind-battery system using model predictive control design",2017,"IET Renewable Power Generation","11","14",,"1760","1768",,46,"10.1049/iet-rpg.2017.0381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037693414&doi=10.1049%2fiet-rpg.2017.0381&partnerID=40&md5=868fbe5d1f2171ad97b1b3629bb25b17","Department of Electrical, Electronics and Computer Engineering, University of Pretoria, South Africa; SANEDI: Smart Grids, Johannesberg, South Africa","Mbungu, N.T., Department of Electrical, Electronics and Computer Engineering, University of Pretoria, South Africa; Naidoo, R., Department of Electrical, Electronics and Computer Engineering, University of Pretoria, South Africa; Bansal, R.C., Department of Electrical, Electronics and Computer Engineering, University of Pretoria, South Africa; Bipath, M., SANEDI: Smart Grids, Johannesberg, South Africa","This study explores optimisation of the hybrid power system in the smart grid framework, in conjunction with the model predictive control (MPC) design. This study also creates a strategy that can maximise the use of renewable energy, e.g. photovoltaic, the wind turbine with battery storage and minimise the utilisation of the utility grid for electricity usage in the industry. This is devised by modelling a discrete state-space model of the hybrid power system for a given industry application. The system design is implemented within a real-time electricity pricing environment that is integrated with renewable energy to optimally meet the demand according to a specific performance of the consumer. The emphasis of this approach is on its capacity to supply optimal power to the demand side by selecting the appropriate source; and its robustness against uncertainties. The results show that MPC design for hybrid power system not only optimises the energy flow but also improves the overall process of energy management. It was also observed that the optimal solution minimises the delay cost of energy demand from the utility grid according to a given reference from the consumer for the specified tuning parameter values of the performance index. © 2017 The Institution of Engineering and Technology.",,"Electric batteries; Electric power transmission networks; Energy management; Model predictive control; Predictive control systems; Smart power grids; State space methods; Wind turbines; Discrete state space; Electricity pricing; Hybrid power systems; Industry applications; Performance indices; Renewable energies; Use of renewable energies; Wind-battery systems; Electric power system control",Article,"Final","",Scopus,2-s2.0-85037693414
"Buzaglo M., Ruse E., Levy I., Nadiv R., Reuveni G., Shtein M., Regev O.","55608042000;56437584200;57193492266;55845805000;57199645784;55079284700;7006498282;","Top-Down, Scalable Graphene Sheets Production: It Is All about the Precipitate",2017,"Chemistry of Materials","29","23",,"9998","10006",,24,"10.1021/acs.chemmater.7b03428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038215209&doi=10.1021%2facs.chemmater.7b03428&partnerID=40&md5=5e23c4d764982848635c6a31404c25cc","Department of Chemical Engineering, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel; Ilse Katz Institute for Nanoscale Science and Technology, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel; Department of Chemistry, Nuclear Research Center, Negev, Israel; Dotz Nano Limited, Tel-Aviv, 6438123, Israel","Buzaglo, M., Department of Chemical Engineering, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel; Ruse, E., Ilse Katz Institute for Nanoscale Science and Technology, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel; Levy, I., Department of Chemical Engineering, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel; Nadiv, R., Department of Chemical Engineering, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel; Reuveni, G., Department of Chemical Engineering, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel; Shtein, M., Department of Chemistry, Nuclear Research Center, Negev, Israel; Regev, O., Department of Chemical Engineering, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel, Dotz Nano Limited, Tel-Aviv, 6438123, Israel","Graphene production has been widely explored and developed in the past decade. Most research has aimed at developing scalable, environmentally friendly and cheap procedures to produce defect-free graphene that can be used in a variety of applications such as mechanical properties enhancement and energy storage. Top-down graphene production approaches (from graphite) in liquid, which include high-shear mixing and sonication, were recently scaled up. Nevertheless, their production yields have remained low (<5%) due to the need for stabilization of the graphene in dispersion (supernatant), while the precipitate has usually not been considered as graphene product. In this study, we focus on the liquid-based approach of sonication, from lab to industrial scale, in an attempt to improve the graphene yield. Unlike previous studies, we explore and characterize the product both in the supernatant and in the precipitate. We found that above a certain critical energy all graphite flakes were exfoliated into graphene sheets in an exfoliation-fragmentation mechanism described by a thermogravimetric signature. Remarkably, we discovered that other top-down approaches, namely, shear mixing and ball milling, have similar thermogravimetric signatures, indicating not only that they proceed by the same mechanism but also that they are capable of the same high yield, findings that fundamentally challenge existing knowledge about liquid-based methods of graphene production. © 2017 American Chemical Society.",,"Ball milling; Graphite; Liquids; Mixing; Fragmentation mechanism; High-shear mixing; Industrial scale; Mechanical properties enhancements; Production approach; Production yield; Thermo-gravimetric; Top down approaches; Graphene",Article,"Final","",Scopus,2-s2.0-85038215209
"Walid E., Thomas N., Eoin O., Gerard D.","57191199394;6507501773;21934676300;14123121400;","Trust security mechanism for maritime wireless sensor networks",2017,"Concurrency and Computation: Practice and Experience","29","23","e3945","","",,5,"10.1002/cpe.3945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987859211&doi=10.1002%2fcpe.3945&partnerID=40&md5=617c0f2aec322295a5802cc43202ce17","Optical Fibre Sensors Research Centre, Mobile & Marine Robotics Research Centre, Department of Electronic and Computer Engineering, University of Limerick, Limerick, Ireland","Walid, E., Optical Fibre Sensors Research Centre, Mobile & Marine Robotics Research Centre, Department of Electronic and Computer Engineering, University of Limerick, Limerick, Ireland; Thomas, N., Optical Fibre Sensors Research Centre, Mobile & Marine Robotics Research Centre, Department of Electronic and Computer Engineering, University of Limerick, Limerick, Ireland; Eoin, O., Optical Fibre Sensors Research Centre, Mobile & Marine Robotics Research Centre, Department of Electronic and Computer Engineering, University of Limerick, Limerick, Ireland; Gerard, D., Optical Fibre Sensors Research Centre, Mobile & Marine Robotics Research Centre, Department of Electronic and Computer Engineering, University of Limerick, Limerick, Ireland","To obtain a strong security system based on wireless sensor networks (WSNs), cryptographic-based protocols are desired. Generally, the use of strong security mechanisms demand intensive use of limited resource, particularly memory storage and energy to provide defense services against malicious attacks. Risks detection in WSNs rely upon the behavior of every single sensor node in the system, and in the case of abnormal node behavior, the system protects the travelling packets on the network via a high level of security mechanisms such as a trusted key management algorithm. In this paper, we compare existing schemes and present a new hybrid security scheme suitable for maritime coastal environment–based WSNs. This scheme tackles the issues of memory storage of encryption keys based on a trusted node configuration, called a leader node, which works as a trusted third party for both the node joining and the node revoke processes. This security mechanism is implemented and tested in real time on a Waspmote sensor testbed platform. Copyright © 2016 John Wiley & Sons, Ltd. Copyright © 2016 John Wiley & Sons, Ltd.","hybrid security scheme; maritime coastal monitoring; security mechanism; trust; WSN","Copyrights; Cryptography; Network protocols; Sensor nodes; Storage as a service (STaaS); Coastal environments; Coastal monitoring; Hybrid securities; Security mechanism; Test-bed platform; trust; Trusted third parties; Wireless sensor network (WSNs); Network security",Conference Paper,"Final","",Scopus,2-s2.0-84987859211
"The Lancet","56213072600;","Far from universal access to electricity",2017,"The Lancet","390","10111",,"2414","",,,"10.1016/S0140-6736(17)33098-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035310170&doi=10.1016%2fS0140-6736%2817%2933098-2&partnerID=40&md5=5ec7ef16883787130ae9bd56b2c76ba1",,"The Lancet",[No abstract available],,"vaccine; air pollution; carbon footprint; cooking; developed country; Editorial; electricity; energy consumption; food processing; food storage; health care access; health care policy; health education; heating; household; human; illumination; medical procedures; non profit organization; priority journal; refrigeration; renewable energy; rural area; scale up; social security; solar energy; sustainable development; time; developing country; power supply; Developing Countries; Electric Power Supplies; Humans",Editorial,"Final","",Scopus,2-s2.0-85035310170
"Badawy M.E.I., Saad A.-F.S.A., Tayeb E.-S.H.M., Mohammed S.A., Abd-Elnabi A.D.","8983100200;57196457727;57196451157;57196457812;57196452489;","Optimization and characterization of the formation of oil-in-water diazinon nanoemulsions: Modeling and influence of the oil phase, surfactant and sonication",2017,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes","52","12",,"896","911",,20,"10.1080/03601234.2017.1362941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033381415&doi=10.1080%2f03601234.2017.1362941&partnerID=40&md5=84ac74b285c437b397a677c1364d8e51","Faculty of Agriculture, Department of Pesticide Chemistry and Technology, Alexandria University, Alexandria, Egypt; Faculty of Agriculture (Saba Basha), Plant Protection Department, Alexandria University, Alexandria, Egypt; Plant Protection Research Institute, Agriculture Research Center, Giza, Egypt; Plant Protection Research Institute, El-Nubaria Research Station, El-Nubaria, Agriculture Research Center, Egypt","Badawy, M.E.I., Faculty of Agriculture, Department of Pesticide Chemistry and Technology, Alexandria University, Alexandria, Egypt; Saad, A.-F.S.A., Faculty of Agriculture (Saba Basha), Plant Protection Department, Alexandria University, Alexandria, Egypt; Tayeb, E.-S.H.M., Faculty of Agriculture (Saba Basha), Plant Protection Department, Alexandria University, Alexandria, Egypt; Mohammed, S.A., Plant Protection Research Institute, Agriculture Research Center, Giza, Egypt; Abd-Elnabi, A.D., Plant Protection Research Institute, El-Nubaria Research Station, El-Nubaria, Agriculture Research Center, Egypt","Nanoemulsions are particularly suitable as a platform in the development of delivery systems for lipophilic functional agents. Current research describes the formation of oil-in-water (O/W) diazinon nanoemulsions using synthetic and natural additives by adopting a high-energy (ultrasound) emulsification method. The diazinon nanoemulsions were spontaneously formed by adding dropwise a mixture of diazinon, solvent and co-solvent in an aqueous solution containing a surfactant (tween or lecithin) with continuous stirring. The nanoemulsions were then formed by ultra-sonication. The effects of three levels of active ingredient, solvent, co-solvent, surfactant, sonication time and sonication cycle and power were performed by Minitab software to design the experiment. Effects of these factors on droplet size, polydispersity index (PDI), viscosity and pH of nanoemulsions were investigated. The results of the modeling showed that the experimental data could be adequately adapted in a second-order polynomial model with a multiple regression coefficient r2 of 0.821 for the prediction of particle size, PDI and viscosity. The long-term and thermodynamic stability of the prepared nanoemulsions were tested. The droplet size and morphology of the nanoemulsions were measured by dynamic light scattering (DLS) and transmission electron microscopy (TEM). On this basis, a water-insoluble insecticide diazinon was incorporated into 26 optimized nanoemulsion systems to demonstrate potential applications in pest control. The results of DLS and TEM measurements showed that most of prepared nanoemulsions had an almost monodisperse droplet size distribution (PDI &lt; 200 nm). Incorporation of diazinon had no significant effect on the size and stability of the nanoemulsions and the formulated nanoemulsion remained stable after four months of storage. © 2017 Taylor & Francis Group, LLC.","Diazinon; droplet size; modeling; oil in water; pesticide nanoemulsion; ultrasonic emulsification","Digital storage; Drops; Dynamic light scattering; Emulsification; High resolution transmission electron microscopy; Light scattering; Models; Particle size; Polydispersity; Solutions; Solvents; Surface active agents; Thermodynamic stability; Transmission electron microscopy; Viscosity; Diazinon; Droplet sizes; Nanoemulsion; Oil-in-water; Ultrasonic emulsification; Sonication; additive; aqueous solution; diazinon; droplet; emulsion; experimental study; functional role; oil spill; optimization; performance assessment; solvent; surfactant; thermodynamics; ultrasonics; viscosity; dimpylate; nanocomposite; phosphatidylcholine; solvent; surfactant; water; chemical model; chemistry; emulsion; particle size; pH; photon correlation spectroscopy; thermodynamics; transmission electron microscopy; ultrasound; Diazinon; Dynamic Light Scattering; Emulsions; Hydrogen-Ion Concentration; Lecithins; Microscopy, Electron, Transmission; Models, Chemical; Nanocomposites; Particle Size; Solvents; Sonication; Surface-Active Agents; Thermodynamics; Water",Article,"Final","",Scopus,2-s2.0-85033381415
"Tewo R.K., Maree J.P., Ruto S., Rutto H.L., Koech L.K.","57196151602;7005892690;57196153955;36471140400;56427938900;","The gypsum reduction process and its validation using the Mintek Pyrosim model",2017,"Chemical Engineering Communications","204","12",,"1412","1419",,3,"10.1080/00986445.2017.1365064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032027956&doi=10.1080%2f00986445.2017.1365064&partnerID=40&md5=c6277c69f2eced653dd1ab51205335a8","Department of Chemical and Metallurgical Engineering, Faculty of Engineering and Technology, Vaal University of Technology, Vanderbijlpark, South Africa; Department of Chemical and Metallurgical Engineering, Faculty of Engineering and the Built Environment, Tshwane University of Technology, Pretoria, South Africa","Tewo, R.K., Department of Chemical and Metallurgical Engineering, Faculty of Engineering and Technology, Vaal University of Technology, Vanderbijlpark, South Africa; Maree, J.P., Department of Chemical and Metallurgical Engineering, Faculty of Engineering and the Built Environment, Tshwane University of Technology, Pretoria, South Africa; Ruto, S., Department of Chemical and Metallurgical Engineering, Faculty of Engineering and the Built Environment, Tshwane University of Technology, Pretoria, South Africa; Rutto, H.L., Department of Chemical and Metallurgical Engineering, Faculty of Engineering and the Built Environment, Tshwane University of Technology, Pretoria, South Africa; Koech, L.K., Department of Chemical and Metallurgical Engineering, Faculty of Engineering and Technology, Vaal University of Technology, Vanderbijlpark, South Africa","Waste gypsum is produced as a by-product from the fertilizer, mining industries, and acid mine water neutralization using calcium carbonate and/or lime and desalination processes using reverse osmosis and ion-exchange processes, resulting in environmental and storage problems. The purpose of the study was to establish optimum operating conditions for the recovery of valuable products, e.g., sulfur and precipitated calcium carbonate, from waste gypsum, hence, offer an attractive solution to the gypsum waste problem. The paper presents results on thermal studies of waste gypsum in a tube furnace and its validation using the Mintek Pyrosim model. Gypsum was homogeneously mixed with coal and the reduction experiments conducted. The following findings were made: (i) reduction of waste gypsum is an endothermic reaction since, ΔH values were greater than 0 (ΔH > 0) when the reduction temperature was increased from 25 to 1200°C, (ii) energy requirement is dependent on temperature and gypsum to coal ratio. Gypsum to calcium sulfide conversion of 83.5 and 83.8% was obtained at the optimum temperature range of 1100–1200°C and gypsum to calcium sulfide conversion of 85.4% was obtained at the optimum coal to gypsum mole ratio of 2.1:1, (iii) excess coal gave a lower conversion, and (iv) the predicted data using Mintek Pyrosim were found to be similar to the experimental data. © 2017 Taylor & Francis.","Calcium sulfide; coal; gypsum; Pyrosim Mintek","Calcium carbonate; Coal; Desalination; Digital storage; Groundwater; Ion exchange; Lime; Sulfur compounds; Calcium sulfide; Endothermic reactions; Engineering communications; Ion exchange process; Optimum operating conditions; Precipitated calcium carbonate; Pyrosim Mintek; Reduction temperatures; Gypsum",Article,"Final","",Scopus,2-s2.0-85032027956
