Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Chowdhury R.","57221536263;","Impact of Battery Energy Storage System on Frequency of Islanded Microgrid",2019,"ICIET 2019 - 2nd International Conference on Innovation in Engineering and Technology",,,"9290559","","",,,"10.1109/ICIET48527.2019.9290559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099399283&doi=10.1109%2fICIET48527.2019.9290559&partnerID=40&md5=0579406407f6f087bdc14bcfd3013372","Ahsanullah University of Science and Technology, Department of Electrical and Electronic Engineering, Dhaka, 1208, Bangladesh","Chowdhury, R., Ahsanullah University of Science and Technology, Department of Electrical and Electronic Engineering, Dhaka, 1208, Bangladesh","Microgrid has become an important concept in global power system in recent years. A large amount of generated power is lost in transmission due to lack of proper utilization. Microgrid helps to reduce power losses and it makes the power system stable and reliable. Frequency control is very essential phenomenon for maintaining the stability of power system. A small frequency problem can create severe effect in whole power system like blackouts. From simulated results, the impact of battery energy storage system on frequency of islanded microgrid can be discussed. © 2019 IEEE.","Battery Energy Storage System (BESS); Energy Storage System; Microgrid","Electric batteries; Engineering research; Microgrids; Small power plants; Battery energy storage systems; Islanded microgrid; Large amounts; Micro grid; Power-losses; Simulated results; Stability of power system; Battery storage",Conference Paper,"Final","",Scopus,2-s2.0-85099399283
[No author name available],[No author id available],"XV International Russian-Chinese Symposium ""New Materials and Technologies""",2019,"Journal of Physics: Conference Series","1347","1",,"","",827,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077883824&partnerID=40&md5=48aa350d854f31ee25b7c31396bc977c",,"","The proceedings contain 130 papers. The topics discussed include: surface modification for creation of functional materials in molten salts and their application from cryogenic to ultrahigh temperatures; construction of the renewable energy eco-system: strategic distributions along the chain of 'photovoltaics-energy storage electric vehicles'; thermodynamics of oxygen solutions in the Fe-Co-Cr melts containing silicon, titanium, and aluminum; calculation and analysis of the features temperature behavior of the electrical conductivity semiconductors GeTe and SnTe near structural phase transition TC; and effect of rare earth element content on high cycle fatigue property of titanium alloys.",,,Conference Review,"Final","",Scopus,2-s2.0-85077883824
[No author name available],[No author id available],"SPM-2019-RCWDFM Joint International Conference",2019,"IOP Conference Series: Materials Science and Engineering","699","1",,"","",339,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078320053&partnerID=40&md5=bbafaffc80c88772825253c1bc084f7e",,"","The proceedings contain 58 papers. The topics discussed include: analyze the proportion of volcanic ash of sinabung volcano at the most optimum to get the compressive strength and tensile strength of concrete; colorless, heat resistant polyimide films derived from 2,3,3',4'-biphenyltetracarboxylic dianhydride; numerical study on melting process of phase change material as thermal energy storage; preparation of TAT tri-layer insulating film on automotive glass using magnetron sputtering method; atomic force microscopy of titanium oxide nanostructures with forming-free resistive switching; microscopy investigation of conical and layered nanowires; and study of structure-property relationship in steels based on analysis of EBSD data.",,,Conference Review,"Final","",Scopus,2-s2.0-85078320053
[No author name available],[No author id available],"International Scientific Conference ""Construction and Architecture: Theory and Practice for the Innovation Development"", CATPID 2019",2019,"E3S Web of Conferences","138",,,"","",473,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077078207&partnerID=40&md5=6fe490a32cae043cda0086406d42e470",,"","The proceedings contain 63 papers. The topics discussed include: numerical simulation of complex tubular joints of Beijing new airport terminal C type column; major repair and reconstruction of the historical housing development in Saint Petersburg; optimal operation of a hybrid-energy microgrid with energy storage system; reconstruction of the protective barrier on the highways in the Republic of North Macedonia pursuant to the MKS en1317 standard; current issue of hydrotechnical structures calculation; and applications of distributed opto-electronic sensing technologies in geotechnical engineering monitoring.",,,Conference Review,"Final","",Scopus,2-s2.0-85077078207
[No author name available],[No author id available],"14th Research and Development in Power Engineering, RDPE 2019",2019,"E3S Web of Conferences","137",,,"","",326,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077067861&partnerID=40&md5=d27ba4d5b346172be097a76ad7b092fe",,"","The proceedings contain 52 papers. The topics discussed include: the analysis of a velox-type CHP plant for various gaseous fuels; reverse engineering methodology as a way of steam turbine blades designing for Loviisa nuclear power; identification of the liquid mass fraction content in the wet steam; experimental and numerical analysis of the biomass innovativ solar pyrolysis process; analysis of a micro oxy gas turbine for variable oxidizer and fuel parameters; the cost-effectiveness of an energy storage system using hydrogen and underground gas storage; and experimental and numerical tip leakage flow visualization in the LP turbine labyrinth seal.",,,Conference Review,"Final","",Scopus,2-s2.0-85077067861
"Huang W., Zhang L.","57215090012;8258288700;","An Improved Protocol Based on Directed Diffusion Routing Protocol with Network Coding",2019,"PervasiveHealth: Pervasive Computing Technologies for Healthcare",,,,"159","162",,2,"10.1145/3375998.3376030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079901366&doi=10.1145%2f3375998.3376030&partnerID=40&md5=7de99c10c8ff8343234147116c664417","College of Telecommunication and Information Engineering, NJUPT, Nanjing, China; Jiangsu Provincial Engineering Research Center of Telecommunications and Network Technology, Nanjing, China","Huang, W., College of Telecommunication and Information Engineering, NJUPT, Nanjing, China; Zhang, L., Jiangsu Provincial Engineering Research Center of Telecommunications and Network Technology, Nanjing, China","The emergence of network coding technology is not too early. This technology emerged in the information field in recent years. It is a data storage technology that combines routing and coding to improve transmission efficiency by additionally encoding data at intermediate nodes[1]. This kind of new technology is able to enhance data throughput, cut down node energy consumption, and achieve energy balance by utilizing the inherent spatial diversity and data redundancy features of WSN. Routing protocol is an important technology in the design of wireless sensor networks. Aiming at the traditional directed diffusion routing protocol (DD), this paper analyzes the problem that the original protocol costs too much in energy and time, and proposes an efficient and energysaving improved directed diffusion routing protocol NC-DD (Network Coding-DD). This protocol solves the problem of excessive energy consumption when the node works caused by a improper forwarding strategy in the original protocol. Experiments show that the NC-DD protocol model can effectively enhance data throughput and cut down time and energy overhead. © 2019 ACM.","Energy consumption; Interest diffusion; NC-DD model; Random linear network coding","Diffusion; Digital storage; Energy utilization; Internet protocols; Linear networks; Network routing; Power management (telecommunication); Routing protocols; Sensor nodes; Coding technology; D-D modeling; Data storage technology; Directed diffusion; Forwarding strategies; Random Linear Network Coding; Spatial diversity; Transmission efficiency; Network coding",Conference Paper,"Final","",Scopus,2-s2.0-85079901366
"Costa L.C., Teixeira S.S., Graça M.","24757762600;55252974200;8675500500;","Structural, morphologic and dielectric properties of sodium ferrites",2019,"AIP Conference Proceedings","2196",,"020008","","",,,"10.1063/1.5140281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076888011&doi=10.1063%2f1.5140281&partnerID=40&md5=6f9420bb248a777c7477f9da9f537f75","I3N, Physics Department, University of Aveiro, Aveiro, 3810-193, Portugal","Costa, L.C., I3N, Physics Department, University of Aveiro, Aveiro, 3810-193, Portugal; Teixeira, S.S., I3N, Physics Department, University of Aveiro, Aveiro, 3810-193, Portugal; Graça, M., I3N, Physics Department, University of Aveiro, Aveiro, 3810-193, Portugal","Sodium ferrites powders were prepared by the sol-gel method. Discs were then prepared by molding, and different temperature treatments were done, between 400 and 1100°C, to densify the samples and to form the desired crystalline phases. Structural analysis was carried out using X-Ray diffraction, and morphologic studies using scanning electron microscopy. Impedance spectroscopy was used to the electrical characterization, in the frequency range from 100 Hz to 1 MHz, and temperatures between 100 and 400 K. From the point of view of dielectric relaxation, the modulus formalism was used, and several relaxation processes were identified. The sample with heat treatment of 1100°C presents the best results for energy storage, with a dielectric constant of 818, at 1 kHz and 300 K, with low losses. This is due to the increase of the dimensions of the grains. © 2019 Author(s).",,,Conference Paper,"Final","",Scopus,2-s2.0-85076888011
"Koutsouvelis D., Vokas G.A.","57212472708;56039763200;","Lithium batteries: Storage applications and methods to improve efficiency",2019,"AIP Conference Proceedings","2190",,"020071","","",,,"10.1063/1.5138557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076786443&doi=10.1063%2f1.5138557&partnerID=40&md5=a42bb163e4e4ea1734c35e6201ae76f6","Department of Electrical and Electronics Engineering, Faculty of Engineering, University of West Attica, Building Z, Campus 2, Athens, GR: 12244, Greece","Koutsouvelis, D., Department of Electrical and Electronics Engineering, Faculty of Engineering, University of West Attica, Building Z, Campus 2, Athens, GR: 12244, Greece; Vokas, G.A., Department of Electrical and Electronics Engineering, Faculty of Engineering, University of West Attica, Building Z, Campus 2, Athens, GR: 12244, Greece","Industrialization, overpopulation, rapid evolution and the human need to increase our living standards often have a negative impact on our environment. Novel ideas and optimized methods must be used not only to halt this negative impact but also to reverse it. One method to do this is by harvesting renewable energy and when not consumed, storing it for use when required. This paper presents a review, focused on energy storage with Lithium batteries and their penetration in the military sector. Applications of use are, from grid connected and autonomous systems with energy storage, microgrids, hybrid and electric vehicles to portable tools or even entertainment equipment. Lithium batteries provide an efficient means of storage but still require improvement. This paper shall also review literature that addresses up to date methods that improve efficiency and their positive impact on Lithium battery life expectancy. © 2019 Author(s).",,,Conference Paper,"Final","",Scopus,2-s2.0-85076786443
"Tzelepis S., Kavadias K.A.","57212477182;6603007899;","Theoretical simulation model of a proton exchange membrane fuel cell",2019,"AIP Conference Proceedings","2190",,"020052","","",,1,"10.1063/1.5138538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076780804&doi=10.1063%2f1.5138538&partnerID=40&md5=c69600373de9d8ab767c4f5dfb8ee587","Laboratory of Soft Energy Applications and Environmental Protection, Department of Mechanical Engineering, University of West Attica, Campus 2, 250, Thivon and P. Ralli Str., Egaleo-Athens, GR12201, Greece","Tzelepis, S., Laboratory of Soft Energy Applications and Environmental Protection, Department of Mechanical Engineering, University of West Attica, Campus 2, 250, Thivon and P. Ralli Str., Egaleo-Athens, GR12201, Greece; Kavadias, K.A., Laboratory of Soft Energy Applications and Environmental Protection, Department of Mechanical Engineering, University of West Attica, Campus 2, 250, Thivon and P. Ralli Str., Egaleo-Athens, GR12201, Greece","Current trends in the energy production sector call for alternative energy production methods with a high focus on renewable energy sources. Most of the countries in the world, and especially the developed countries, fund research towards distributed generation and zero energy balance communities. In order to eliminate the consumption of fossil fuels, a crucial role is taken by hydrogen as a fuel, as, if it is produced from renewable energy sources, it could contribute in substituting the fossil fuels used in transport or building's thermal energy sectors. Moreover, it is well known that electrolysis-fuel cells can also be used as a storage medium in autonomous renewable energy systems. In this case, fuel cells need to be carefully sized in order to optimize the storage system both in energy and economic aspects. In this respect, a theoretical model was developed, able to simulate at any time step the operation of a Proton Exchange Membrane Fuel Cell, by using as input data the technical specifications of the cell and the hydrogen flow. The developed model is based on theoretical, experimental and semi-empirical models in order to provide a flexible algorithm in terms of fuel cell sizing. The model is validated with an existing fuel cell experimental system (Nexa 1200) at different hydrogen flow profiles. The results showed high precision which verifies the reliability of the proposed model for using it in optimization procedures. © 2019 Author(s).",,,Conference Paper,"Final","",Scopus,2-s2.0-85076780804
"Sourek B., Matuska T., Zmrhal V.","15057002000;15056304700;24400439900;","Design and demonstration of autonomous sorption unit for extraction of water from air",2019,"AIP Conference Proceedings","2190",,"020100","","",,,"10.1063/1.5138586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076763853&doi=10.1063%2f1.5138586&partnerID=40&md5=479cb2bf60013777230809c713b3a191","Czech Technical University in Prague, UCEEB, Trinecka 1024, Bustehrad, 273 43, Czech Republic; Czech Technical University in Prague, Faculty of Mechanical Engineering, Technicka 4, Prague 6, 160 09, Czech Republic","Sourek, B., Czech Technical University in Prague, UCEEB, Trinecka 1024, Bustehrad, 273 43, Czech Republic; Matuska, T., Czech Technical University in Prague, UCEEB, Trinecka 1024, Bustehrad, 273 43, Czech Republic; Zmrhal, V., Czech Technical University in Prague, Faculty of Mechanical Engineering, Technicka 4, Prague 6, 160 09, Czech Republic","An experimental system for extraction of water from ambient air has been proposed for hot and dry desert conditions. The energetically autonomous system is based on sorption unit with nominal flow 2000 m3/h of process air and 1000 m3/h for regeneration air, PV modules (20 m2), unglazed photovoltaic-thermal collectors (77 m2) for electricity production and night radiative cooling and solar thermal collectors (22 m2) for heat production. Water storage tanks (3 x 1 m3) of heat and cold are complemented by batteries (30 kWh) to balance electric production and load. The system has been designed and built as two containers: production container with sorption unit and energy container with storage of energy harvested by solar roof to establish an autonomous operation with no need for external inputs. Autonomous operation of the system produces about 100 l/day in extreme desert conditions in yearly average according to simulations. The experimental system is being tested and monitored in Sweihan (UAE) in desert conditions to get knowledge on system operation in real environment. © 2019 Author(s).",,,Conference Paper,"Final","",Scopus,2-s2.0-85076763853
