Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Olsen R., Leirvik K.N., Kvamme B., Kuznetsova T.","56579700500;56766179700;7003710110;7202572156;","Effects of Sodium Chloride on Acidic Nanoscale Pores between Steel and Cement",2016,"Journal of Physical Chemistry C","120","51",,"29264","29271",,7,"10.1021/acs.jpcc.6b10043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027330343&doi=10.1021%2facs.jpcc.6b10043&partnerID=40&md5=583df8c9eaeaa317db05f93c4ec62755","Department of Physics and Technology, University of Bergen, Allégaten 55, Bergen, 5007, Norway","Olsen, R., Department of Physics and Technology, University of Bergen, Allégaten 55, Bergen, 5007, Norway; Leirvik, K.N., Department of Physics and Technology, University of Bergen, Allégaten 55, Bergen, 5007, Norway; Kvamme, B., Department of Physics and Technology, University of Bergen, Allégaten 55, Bergen, 5007, Norway; Kuznetsova, T., Department of Physics and Technology, University of Bergen, Allégaten 55, Bergen, 5007, Norway","Carbon capture and storage is an attractive method of reducing carbon dioxide release to the atmosphere. One possibility is to inject carbon dioxide into underground aquifers. Injection wells consist of steel casings supported by cement (or plugged by cement, if abandoned), which contains large quantities of calcium oxide that can react with carbon dioxide to form calcium carbonate. Cement also contains various other clay materials similar to calcium carbonate. Pores between steel and cement make an ideal environment for corrosion due to saltwater and even more so due to the acidic environment, which may reach pH < 3, depending on temperature and pressure. Thus, surfaces of the pores transform into calcium carbonate and iron oxide, potentially reducing the integrity of the wells. Sodium and chloride ions will arrange in distinct layers reaching approximately one nanometer outside the surface and will interact with the acidic environment. To properly understand how adsorbed sodium chloride affects corrosion processes at the nanoscale we employed molecular dynamics simulations, where effects on adsorption free energies and density profiles were investigated. It was found that water densities within one nanometer from the surfaces were reduced as a consequence of adsorbed sodium chloride, thus lowering the absolute value of water adsorption free energy. Furthermore, even small amounts of hydronium and bicarbonate could alter the qualitative behavior of sodium and chloride density profiles. However, the strongest effects of adsorbed sodium and chloride ions were seen on free energies of hydronium and bicarbonate. Absolute values of adsorption free energies, as well as desorption free energy barriers, decreased at both surfaces for positive ionic species and increased for negative ionic species, suggesting that the primary mechanism was of an electrostatic nature. It was found that all major changes in free energy, due to adsorbed sodium chloride, were caused by interactions with the first layer of adsorbed sodium and the first layer of adsorbed chloride. © 2016 American Chemical Society.",,"Abandoned wells; Adsorption; Aquifers; Calcium carbonate; Carbon capture; Carbon dioxide; Carbonation; Cements; Free energy; Hydrogeology; Injection (oil wells); Ions; Iron oxides; Lime; Molecular dynamics; Nanotechnology; Seawater corrosion; Sodium chloride; Acidic environment; Adsorption free energy; Corrosion process; Molecular dynamics simulations; Primary mechanism; Qualitative behavior; Temperature and pressures; Water adsorption; Steel corrosion",Article,"Final","",Scopus,2-s2.0-85027330343
"Luya L.E.R., Gan P.C., Pedrasa M.A.A.","57193016796;57193014338;31767602800;","Simulation platform for supply deficient microgrids",2016,"IEEE PES Innovative Smart Grid Technologies Conference Europe",,,"7796551","1171","1176",,1,"10.1109/ISGT-Asia.2016.7796551","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010064981&doi=10.1109%2fISGT-Asia.2016.7796551&partnerID=40&md5=621344fe65da3e52e45d68cb64fa1727","Electrical and Electronics Engineering Institute, University of the Philippines-Diliman, Quezon City, Philippines","Luya, L.E.R., Electrical and Electronics Engineering Institute, University of the Philippines-Diliman, Quezon City, Philippines; Gan, P.C., Electrical and Electronics Engineering Institute, University of the Philippines-Diliman, Quezon City, Philippines; Pedrasa, M.A.A., Electrical and Electronics Engineering Institute, University of the Philippines-Diliman, Quezon City, Philippines","Supply deficiency is a common problem in the Philippines especially in places where connecting to the main grid is not possible, and implementing a standalone microgrid is the proposed solution. However, due to the intermittent output of some renewable distributed generations (DG), it is desired to have a modeling tool that can forecast possible outcomes and effects of these distributed resources to the network. This paper presents a software tool that can perform a one-year simulation of a microgrid with any combination of solar PV, wind, run-of-river hydropower, biomass, diesel or gasoline generator, and battery storage. It can compute and display hourly, daily, monthly-average and monthly-total data of energy supplied by the DG, energy consumed by the load, expected frequency and duration of supply interruptions, and expected energy not supplied. In essence, the tool can help in observing patterns and determining the effects of a DG mix with a given load demand which can be used for designing supply deficient microgrids. © 2016 IEEE.",,"Computer software; Digital storage; Electric power transmission networks; Smart power grids; Battery storage; Distributed resources; Expected energy not supplied; Modeling tool; Renewable distributed generations; Run of rivers; Simulation platform; Supply interruption; Computer aided software engineering",Conference Paper,"Final","",Scopus,2-s2.0-85010064981
"Usaratniwart E., Sirisukprasert S.","57193015086;6603655290;","Adaptive enhanced linear exponential smoothing technique to mitigate photovoltaic power fluctuation",2016,"IEEE PES Innovative Smart Grid Technologies Conference Europe",,,"7796472","712","717",,4,"10.1109/ISGT-Asia.2016.7796472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010042091&doi=10.1109%2fISGT-Asia.2016.7796472&partnerID=40&md5=c4f94f8a887cfebfc772c27316a90cbf","Kasetsart Applied Power Electronics Laboratory, Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand","Usaratniwart, E., Kasetsart Applied Power Electronics Laboratory, Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand; Sirisukprasert, S., Kasetsart Applied Power Electronics Laboratory, Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand","A new smoothing technique named 'Adaptive enhanced linear exponential smoothing (AELES)' is proposed to be utilized in energy storage systems to mitigate fluctuated power from PV distributed generations. The injected power to grid can effectively smooth out by the proposed technique, while the required energy capacity of utilized energy storage devices can be further reduced. AELES can achieve this advantage, because it can dramatically reduce the associated phase delay in its algorithm. To verify the performance of the proposed strategy, a measured PV profile is chosen to be smoothen with the proposed AELES. The key simulation results indicate that AELES accomplish better performance in both shorten phase delay and faster processing time. © 2016 IEEE.","Energy storage; Photovoltaic; Power fluctuation; Power smoothing; Smart grid","Electric power transmission networks; Energy storage; Grid computing; Photovoltaic cells; Steel beams and girders; Energy storage systems; Exponential smoothing; Photovoltaic; Photovoltaic power fluctuations; Power fluctuations; Power smoothing; Smart grid; Smoothing techniques; Smart power grids",Conference Paper,"Final","",Scopus,2-s2.0-85010042091
"Uslu U., Zhang B., Pillai J.R., Chaudhary S.K., Bak-Jensen B., Diaz De Cerio Mendaza I.","57193016371;57213832323;36651483000;57195375347;6602910266;56454389300;","Participation of flexible loads in load frequency control to support high wind penetration",2016,"IEEE PES Innovative Smart Grid Technologies Conference Europe",,,"7796426","442","447",,4,"10.1109/ISGT-Asia.2016.7796426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010038555&doi=10.1109%2fISGT-Asia.2016.7796426&partnerID=40&md5=0508c0dafcbbe656b3fb17c2bc09e29a","Department of Energy Technology, Aalborg University, Denmark; Energinet.dk, Denmark","Uslu, U., Department of Energy Technology, Aalborg University, Denmark; Zhang, B., Department of Energy Technology, Aalborg University, Denmark; Pillai, J.R., Department of Energy Technology, Aalborg University, Denmark; Chaudhary, S.K., Department of Energy Technology, Aalborg University, Denmark; Bak-Jensen, B., Department of Energy Technology, Aalborg University, Denmark; Diaz De Cerio Mendaza, I., Energinet.dk, Denmark","The increasing amount of fluctuating wind power penetration in power systems presents many challenges to its operation and control. The new wind power plants are replacing many of the conventional large power plants that ensure power balancing and ancillary services for stable and reliable operation of the grid. Therefore, new solutions for power balancing reserves have to be explored and utilized by the grid utilities. To meet these challenges, large sizable loads like alkaline electrolysers, heat pumps and electric vehicles which are gaining popularity can provide system support to the grid through their inherent flexibility and energy storage characteristics. This paper investigates the possibilities and potential of such flexible loads to participate in power system frequency regulation in a wind dominated power system. The results show that these consumption units provide better performance for balancing the power than the conventional generation reserves. © 2016 IEEE.","electric vehicles; electrolysers; heat pumps; load frequency control; wind power","Electric control equipment; Electric frequency control; Electric load management; Electric machine control; Electric vehicles; Heat pump systems; Press load control; Smart power grids; Wind power; Alkaline electrolysers; Conventional generation; Electrolysers; Energy storage characteristics; Fluctuating wind power; Heat pumps; Load-frequency control; Power system frequencies; Electric power transmission networks",Conference Paper,"Final","",Scopus,2-s2.0-85010038555
[No author name available],[No author id available],"IEEE PES Innovative Smart Grid Technologies Conference Europe",2016,"IEEE PES Innovative Smart Grid Technologies Conference Europe",,,,"","",1264,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010022754&partnerID=40&md5=1767e58cbe8d922126731286cd53f167",,"","The proceedings contain 209 papers. The topics discussed include: short-term wind power prediction based on intrinsic time-scale decomposition and LS-SVM; fuzzy logic control of energy storage system in microgrid operation; distribution network control scheme for power flow regulation at the interconnection point between transmission and distribution system; surrogate model based optimization of unbalanced three-phase distribution system for power loss reduction and voltage profile improvement; LMP decomposition with three-phase DCOPF for distribution system; comparisons of PI and PR current controllers based flux weakening to limit DC-link capacitor overvoltage in PMSG based wind energy system; comparative analysis of optimal allocation for different wind distributed generation models using stochastic approach; low-voltage ride-through capability of cascaded H-bridge multilevel converters for large-scale photovoltaic power plants; equipment loading and voltage unbalance in the distribution network with distributed PVs; geospatial approaches to design of wind power transmission networks and operation of microgrids; and sustainable energy supply using renewable sources supported by storage technology.",,,Conference Review,"Final","",Scopus,2-s2.0-85010022754
"Seitl C., Messner C., Popp H., Kathan J.","56028820700;57215907023;55307976000;36699695300;","Emulation of a high voltage home storage battery system using a power hardware-in-the-loop approach",2016,"IECON Proceedings (Industrial Electronics Conference)",,,"7794104","6705","6710",,6,"10.1109/IECON.2016.7794104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010073649&doi=10.1109%2fIECON.2016.7794104&partnerID=40&md5=8240caabcd7385fb286dda3c83ee2cd7","AIT Austrian Institute of Technology, Vienna, Austria","Seitl, C., AIT Austrian Institute of Technology, Vienna, Austria; Messner, C., AIT Austrian Institute of Technology, Vienna, Austria; Popp, H., AIT Austrian Institute of Technology, Vienna, Austria; Kathan, J., AIT Austrian Institute of Technology, Vienna, Austria","Battery energy storage systems (BESS) will play an important role in the smart grid of the future with a high penetration of renewable energies. Emulating the battery system decreases time effort and enhance reproducibility of BESS testing. In this work a battery emulator for a lithium-ion home storage battery system is implemented using a power hardware-in-the-loop approach with a real time simulation system and a bidirectional power amplifier. The setup includes simulating the physical behavior of the battery, the battery management system as well as the communication with the attached converter. The validation with an equivalent real battery shows that the developed system is well suited for the emulation of a battery system including the communications. © 2016 IEEE.",,,Conference Paper,"Final","",Scopus,2-s2.0-85010073649
"Nefedov E., Vyatkin V.","7004451355;23092497000;","Evaluating benefits of collaborative intelligent batteries in SmartGrid",2016,"IECON Proceedings (Industrial Electronics Conference)",,,"7793864","5265","5270",,3,"10.1109/IECON.2016.7793864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010069508&doi=10.1109%2fIECON.2016.7793864&partnerID=40&md5=db4d2b4757e8151b8efce41d84d971b2","Dept. of Electrical Engineering and Automation, Aalto University, Helsinki, Finland","Nefedov, E., Dept. of Electrical Engineering and Automation, Aalto University, Helsinki, Finland; Vyatkin, V., Dept. of Electrical Engineering and Automation, Aalto University, Helsinki, Finland","The paper prototypes one enabler of the Internet of Energy that is autonomous collaborative energy storage devices. The case study investigates an intelligent parking lot of electric vehicles, using them as home energy storages. The vehicles implement decentralized battery coordination, where batteries exchange their State of Charge data along with getting online information on price and electricity demand. The study proposes a decentralised cooperation mechanism for the electric vehicles, which assumes mutual access to the energy stored in every battery in order to reduce the costs for everyone. The effect of such cooperation is evaluated under assumption of random presence of vehicles at the parking lot. The results demonstrated feasible costs reduction under different parking lot occupancy scenarios for every member of such a proposed collaborative society. © 2016 IEEE.","Cloud-based management; Decentralized batteries cordination; Energy management; Intelligent battery; Plug and play",,Conference Paper,"Final","",Scopus,2-s2.0-85010069508
"Cichy M., Beigelböck B., Eder K., Judex F.","55644769700;57193013928;57188722526;24828972100;","Demand response of large residential buildings - A case study from 'Seestadt Aspern'",2016,"IECON Proceedings (Industrial Electronics Conference)",,,"7793518","3936","3941",,1,"10.1109/IECON.2016.7793518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010066632&doi=10.1109%2fIECON.2016.7793518&partnerID=40&md5=ddcf83d953fe7bae6859a748b2eba588","Energy Department, AIT Austrian Institute of Technology, Vienna, Austria","Cichy, M., Energy Department, AIT Austrian Institute of Technology, Vienna, Austria; Beigelböck, B., Energy Department, AIT Austrian Institute of Technology, Vienna, Austria; Eder, K., Energy Department, AIT Austrian Institute of Technology, Vienna, Austria; Judex, F., Energy Department, AIT Austrian Institute of Technology, Vienna, Austria","To provide evidence for the suitability of demand response using large scale buildings, several demonstration building were built in the 'Seestadt Aspern' development area in Vienna, Austria. In case of a residential building, the building heating and domestic hot water system was specifically designed to support demand response with a multitude of different sources, namely thermal, photovoltaic and hybrid solar collectors as well as several heat pumps using ground water, waste air and ground. Hot water tanks and a long-term ground storage are available as well. A simulation study was performed to get a first estimation for the demand response potential of the building, using a model that will further be used to test actual controls and also verify demand response. This paper discusses on the one hand the simulation of the residential building and its energy systems, on the other hand the demand response realized in the simulation experiments, which was able to lower energy costs by as much as 13.5 percent. © 2016 IEEE.","Building Simulation; Demand-Response; HVAC Simulation; Power-to-Heat",,Conference Paper,"Final","",Scopus,2-s2.0-85010066632
"Sirouspour S.","10739850200;","Optimal scheduling of a storage device in a grid-connected microgrid using stochastic chance-constraint optimization",2016,"IECON Proceedings (Industrial Electronics Conference)",,,"7793476","2100","2105",,1,"10.1109/IECON.2016.7793476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010065625&doi=10.1109%2fIECON.2016.7793476&partnerID=40&md5=43bc96d7b2b9c9221742d07da9380721",,"Sirouspour, S.","This paper is concerned with off-line optimal control of an energy storage device in a grid-connected microgrid with the objective of minimizing the user electricity cost. The electricity prices and the microgrid net electricity demand, i.e. the difference between load any renewable generation, are assumed to be subject to uncertainties with known probabilistic distributions. A stochastic chance constraint optimization problem is formulated and solved off-line to determine optimal charge/discharge scheduling of the storage device. The objective function of the optimization problem is the expected value of the electricity cost and its constraints are of both deterministic and probabilistic nature. Deterministic convex nonlinear optimization formulations are derived which are equivalent to the original stochastic optimization problem, for two cases of uncertainties with normal and uniform distributions. These equivalent problems can be effectively solved using standard optimization algorithms to obtain an exact solution. Simulation results demonstrate the effectiveness of the proposed energy storage control methodology. © 2016 IEEE.",,,Conference Paper,"Final","",Scopus,2-s2.0-85010065625
"Kosenko R., Chub A., Blinov A.","56337141600;55948556100;43760944600;","Full-soft-switching high step-up bidirectional isolated current-fed push-pull DC-DC converter for battery energy storage applications",2016,"IECON Proceedings (Industrial Electronics Conference)",,,"7794014","6548","6553",,8,"10.1109/IECON.2016.7794014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010065003&doi=10.1109%2fIECON.2016.7794014&partnerID=40&md5=0fe4d638d31237c9d2f8b184367f2adf","Department of Electrical Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Biomedical Radioelectronic Apparatus and Systems, Chernihiv National University of Technology, Chernihiv, Ukraine","Kosenko, R., Department of Electrical Engineering, Tallinn University of Technology, Tallinn, Estonia, Department of Biomedical Radioelectronic Apparatus and Systems, Chernihiv National University of Technology, Chernihiv, Ukraine; Chub, A., Department of Electrical Engineering, Tallinn University of Technology, Tallinn, Estonia; Blinov, A., Department of Electrical Engineering, Tallinn University of Technology, Tallinn, Estonia","This paper presents a novel bidirectional current-fed push-pull DC-DC converter topology with galvanic isolation. The control algorithm proposed enables full-soft-switching of all transistors in a wide range of input voltage and power with no requirement for snubbers or resonant switching. The converter features an active voltage doubler rectifier controlled by the switching sequence synchronous to that of the input-side switches. As a result, full-soft-switching operation at a fixed switching frequency is achieved. Operation principle for the energy transfer in both directions is described, followed by verification with a 300 W experimental prototype. The converter has considerably higher voltage step-up performance than traditional current-fed converters Experimental results obtained are in good agreement with the theoretical steady-state analysis. © 2016 IEEE.","Bidirectional converter; Current-fed DC-DC converter; Naturally clamped; Push-pull converter; Soft-switching; Switching control method; ZCS; ZVS",,Conference Paper,"Final","",Scopus,2-s2.0-85010065003
