Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"El-Eskandarany M.S., Al-Nasrallah E., Banyan M., Al-Ajmi F.","55665123400;57204765338;57203944494;57210626323;","Bulk nanocomposite MgH2/10 wt% (8 Nb2O5/2 Ni) solid-hydrogen storage system for fuel cell applications",2018,"International Journal of Hydrogen Energy","43","52",,"23382","23396",,14,"10.1016/j.ijhydene.2018.10.189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057014985&doi=10.1016%2fj.ijhydene.2018.10.189&partnerID=40&md5=b0725aa709e9536b33711eef9c5ec0de","Nanotechnology and Advanced Materials Program, Energy and Building Research Center, Kuwait Institute for Scientific Research, Safat 13109, Kuwait, Kuwait","El-Eskandarany, M.S., Nanotechnology and Advanced Materials Program, Energy and Building Research Center, Kuwait Institute for Scientific Research, Safat 13109, Kuwait, Kuwait; Al-Nasrallah, E., Nanotechnology and Advanced Materials Program, Energy and Building Research Center, Kuwait Institute for Scientific Research, Safat 13109, Kuwait, Kuwait; Banyan, M., Nanotechnology and Advanced Materials Program, Energy and Building Research Center, Kuwait Institute for Scientific Research, Safat 13109, Kuwait, Kuwait; Al-Ajmi, F., Nanotechnology and Advanced Materials Program, Energy and Building Research Center, Kuwait Institute for Scientific Research, Safat 13109, Kuwait, Kuwait","Hydrogen, which holds tremendous promise as a new clean energy option is considered as an efficient source of primary energy. Unluckily, hydrogen storage presents the most crucial difficulty restricting utilization of hydrogen energy for real applications. However, Mg metal is the best known cheap solid-state hydrogen storage media with high hydrogen capacity and operational cost effectiveness; it shows high thermal stability and poor hydrogenation/dehydrogenation kinetics. In the present work we have succeeded to prepare nanocrystalline MgH2 powders doped with a mixture of 8 wt% Nb2O5/2 wt% Ni nanocatalytic system. The synthesized nanocomposite powders possessed superior hydrogenation/dehydrogenation kinetics (2.6 min/3 min) at relatively low temperature (250 °C) with long cycle-life-time (400 h). The powders were consolidated into green-compacts, using cold pressing technique. The compacts were utilized as solid-state hydrogen source needed for charging a battery of a cell-phone device, using integrated Ti-tank/commercial proton-exchange membrane fuel cell system. © 2018 Hydrogen Energy Publications LLC","Catalysts; Gas-solid reaction; Kinetics; Powder consolidation; Reactive ball milling; Thermal stability","Ball milling; Catalysts; Cellular telephone systems; Charging (batteries); Cost effectiveness; Enzyme kinetics; Hydrogenation; Kinetics; Magnesium compounds; Mobile phones; Nanocomposites; Nanocrystals; Niobium oxide; Powder metals; Proton exchange membrane fuel cells (PEMFC); Reaction kinetics; Temperature; Thermodynamic stability; Cold-pressing techniques; Gas-solid reaction; High thermal stability; Nano-composite powders; Powder consolidations; Proton exchange membrane fuel cell systems; Reactive ball milling; Solid-state hydrogen storage; Hydrogen storage",Article,"Final","",Scopus,2-s2.0-85057014985
"Meroufel B., Belalem G.","54393506100;16834686300;","Optimization of checkpointing/recovery strategy in cloud computing with adaptive storage management",2018,"Concurrency and Computation: Practice and Experience","30","24","e4906","","",,4,"10.1002/cpe.4906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052846176&doi=10.1002%2fcpe.4906&partnerID=40&md5=3fc42f7869fa3ba10380ced616efc374","Department of Math and Computer Science, Faculty of Exact Sciences and Computer Science, University of Abdelhamid Ibn Badis of Mostaganem, Mostaganem, Algeria; Department of Computer Science, Faculty of Exact and Applied Sciences, University of Oran1 Ahmed Ben Bella, Oran, Algeria","Meroufel, B., Department of Math and Computer Science, Faculty of Exact Sciences and Computer Science, University of Abdelhamid Ibn Badis of Mostaganem, Mostaganem, Algeria, Department of Computer Science, Faculty of Exact and Applied Sciences, University of Oran1 Ahmed Ben Bella, Oran, Algeria; Belalem, G., Department of Computer Science, Faculty of Exact and Applied Sciences, University of Oran1 Ahmed Ben Bella, Oran, Algeria","Cloud Computing is a type of distributed system that is usually based on the services offered to the user based on SLA contract. In this case, the implementation of a fault-tolerant system that ensures the reliability and the services continuity becomes a major requirement. In this paper, we propose a fault tolerance strategy based on checkpointing and replication. Our approach uses a smart checkpoint infrastructure for cloud computing tasks. The checkpoints are stored in alternative already paid VMs. This allows resuming a task execution faster and cheaper after a node crash. Since checkpoints are distributed and replicated, our approach increases also the system reliability. The experimental results show the effectiveness of the proposed strategy in term of energy consumption, SLA (System Level Aggregation) violation, and reliability. © 2018 John Wiley & Sons, Ltd.","availability; checkpointing, replication, SLA; cloud computing; reliability; slots","Availability; Cloud computing; Distributed database systems; Energy utilization; Fault tolerance; Fault tolerant computer systems; Reliability; Check pointing; Distributed systems; Fault tolerant systems; Node crashes; slots; System levels; System reliability; Task executions; Storage management",Conference Paper,"Final","",Scopus,2-s2.0-85052846176
"Chatzigoulas A., Karathanou K., Dellis D., Cournia Z.","57205150452;56512208800;8840445900;8987210100;","NanoCrystal: A Web-Based Crystallographic Tool for the Construction of Nanoparticles Based on Their Crystal Habit",2018,"Journal of Chemical Information and Modeling","58","12",,"2380","2386",,9,"10.1021/acs.jcim.8b00269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058787638&doi=10.1021%2facs.jcim.8b00269&partnerID=40&md5=c53167aa23950d979ce0cd630fc1905a","Biomedical Research Foundation, Academy of Athens, 4 Soranou Ephessiou, Athens, 11527, Greece; Information Technologies in Medicine and Biology, Department of Informatics and Telecommunications, National and Kapodistrian University of Athens, Ilisia, Athens, 15784, Greece; Greek Research and Technology Network, S.A., 7 Kifissias Avenue, Athens, 11523, Greece","Chatzigoulas, A., Biomedical Research Foundation, Academy of Athens, 4 Soranou Ephessiou, Athens, 11527, Greece, Information Technologies in Medicine and Biology, Department of Informatics and Telecommunications, National and Kapodistrian University of Athens, Ilisia, Athens, 15784, Greece; Karathanou, K., Biomedical Research Foundation, Academy of Athens, 4 Soranou Ephessiou, Athens, 11527, Greece, Information Technologies in Medicine and Biology, Department of Informatics and Telecommunications, National and Kapodistrian University of Athens, Ilisia, Athens, 15784, Greece; Dellis, D., Greek Research and Technology Network, S.A., 7 Kifissias Avenue, Athens, 11523, Greece; Cournia, Z., Biomedical Research Foundation, Academy of Athens, 4 Soranou Ephessiou, Athens, 11527, Greece","Modeling of nanoparticles is an essential first step to assess their capacities for different uses such as energy storage and drug delivery. However, creating an initial starting conformation for modeling and simulation is tedious because every crystalline material grows with a different crystal habit. In this application note, we describe NanoCrystal, a novel web-based crystallographic tool that creates nanoparticle models from any crystal structure guided by their preferred equilibrium shape under standard conditions according to the Wulff morphology (crystal habit). Users can upload a cif file, define the Miller indices and their corresponding minimum surface energies according to the Wulff construction of a particular crystal, and specify the size of the nanocrystal. As a result, the nanoparticle is constructed and visualized, and the coordinates of the atoms are output to the user. NanoCrystal can be accessed at http://nanocrystal.vi-seem.edu/. © 2018 American Chemical Society.",,"Crystal structure; Crystalline materials; Morphology; Nanocrystals; Nanoparticles; Websites; Crystal habits; Equilibrium shape; Miller indices; Model and simulation; Standard conditions; Web based; Wulff construction; Drug delivery; nanoparticle; chemistry; conformation; crystallization; crystallography; Internet; procedures; software; surface property; Crystallization; Crystallography; Internet; Molecular Conformation; Nanoparticles; Software; Surface Properties",Article,"Final","",Scopus,2-s2.0-85058787638
"Guerrero-Avilés R., Orellana W.","57195345960;6701747167;","Hydrogen storage on cation-decorated biphenylene carbon and nitrogenated holey graphene",2018,"International Journal of Hydrogen Energy","43","51",,"22966","22975",,14,"10.1016/j.ijhydene.2018.10.165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056640010&doi=10.1016%2fj.ijhydene.2018.10.165&partnerID=40&md5=e727a25149ceab326ba8a62a6295661b","Departamento de Ciencias Físicas, Universidad Andres Bello, Sazié 2212, Santiago, 837-0136, Chile","Guerrero-Avilés, R., Departamento de Ciencias Físicas, Universidad Andres Bello, Sazié 2212, Santiago, 837-0136, Chile; Orellana, W., Departamento de Ciencias Físicas, Universidad Andres Bello, Sazié 2212, Santiago, 837-0136, Chile","Hydrogen storage on cation-decorated biphenylene carbon (BPC) and nitrogenated holey graphene (C2N) layered materials are addressed by dispersion-corrected density functional theory calculations. Maximum storage capacity and adsorption energy of a gas-phase H2 monolayer adsorbed on both sides of (Li+, Na+, Mg2+, Ca2+)-doped layers are investigated. We find that cations distribute homogeneously on BPC and C2N with a maximum densities of 1.9 and 1.7 ion/nm2, respectively. The H2 adsorption on cation-decorated BPC shows binding energies that vary from −0.14 to −0.26 eV/H2, depending on whether the cation is single or double charged, where the storage capacity are calculated to be around 10 wt%. Whereas, for cation-doped C2N, the H2 binding energies vary from −0.11 to −0.31 eV/H2, with storage capacity between 7.3 and 8.8 wt%. Our results suggest that cation-doped C2N is the most stable material, providing both reversibility and high capacity for hydrogen storage at operational conditions. © 2018 Hydrogen Energy Publications LLC","Biphenylene carbon; Cation functionalization; DFT calculations; Hydrogen storage; Nitrogenated holey graphene","Binding energy; Density functional theory; Graphene; Positive ions; Adsorption energies; Biphenylene; DFT calculation; Dispersion-corrected density functional; Functionalizations; Layered material; Operational conditions; Storage capacity; Hydrogen storage",Article,"Final","",Scopus,2-s2.0-85056640010
"Tonti N.E., Gassmann M.I., Pérez C.F.","57203453828;35965902600;56080565300;","First results of energy and mass exchange in a salt marsh on southeastern South America",2018,"Agricultural and Forest Meteorology","263",,,"59","68",,7,"10.1016/j.agrformet.2018.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051815084&doi=10.1016%2fj.agrformet.2018.08.001&partnerID=40&md5=00a893ed2c4810370f4453a70294e23b","Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Ciencias de la Atmósfera y los Océanos, Av. Intendente Güiraldes 2160, Piso 2, Pabellón 2, Cdad. Universitaria, Buenos Aires, CABA  C1428EHA, Argentina; CONICET, Av. Godoy Cruz 2290, Buenos Aires, CABA  C1425FQB, Argentina","Tonti, N.E., Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Ciencias de la Atmósfera y los Océanos, Av. Intendente Güiraldes 2160, Piso 2, Pabellón 2, Cdad. Universitaria, Buenos Aires, CABA  C1428EHA, Argentina, CONICET, Av. Godoy Cruz 2290, Buenos Aires, CABA  C1425FQB, Argentina; Gassmann, M.I., Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Ciencias de la Atmósfera y los Océanos, Av. Intendente Güiraldes 2160, Piso 2, Pabellón 2, Cdad. Universitaria, Buenos Aires, CABA  C1428EHA, Argentina, CONICET, Av. Godoy Cruz 2290, Buenos Aires, CABA  C1425FQB, Argentina; Pérez, C.F., Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Ciencias de la Atmósfera y los Océanos, Av. Intendente Güiraldes 2160, Piso 2, Pabellón 2, Cdad. Universitaria, Buenos Aires, CABA  C1428EHA, Argentina, CONICET, Av. Godoy Cruz 2290, Buenos Aires, CABA  C1425FQB, Argentina","Salt marshes are vulnerable ecosystems since they are found in locations often preferred for urban development. They produce a great amount of biomass, and also are of great interest because of the ecosystem services they provide from which carbon storage stands out. This work aims to study the energy and mass exchanged by a salt marsh located in southeastern Buenos Aires province (Argentina) and to characterize its net ecosystem production. A field campaign was carried out from February 2014 to March 2015. Sensible heat, water vapor (H2O) and carbon dioxide (CO2) fluxes were measured with eddy covariance technique at 6 m height over a Spartina densiflora canopy. Fifty five percent of the data were lost and 15% more were discarded due to low turbulence conditions. This gaps were filled with a combination of techniques (look-up tables and mean diurnal variations), which allowed the estimation of monthly mean net ecosystem exchange, gross primary production and ecosystem respiration. As in other marshes, the latent heat flux consumed more than 55% of the available energy of the system, reaching up to 85% after a large flood event. This flux systematically exceeds the values of sensible heat measured throughout the study period. Unlike other environments, this southern salt marsh behaved as a CO2 sink throughout the year. The net ecosystem production from March 2014 to February 2015 was approximately −10.5 t of CO2 ha−1 yr−1 which is greater than reported results for other wetlands. These preliminary results for a southern S. densiflora salt marsh are encouraging, although new field studies are under way to confirm their accuracy. © 2018 Elsevier B.V.","Argentina; Eddy covariance; Energy and mass fluxes; Net ecosystem exchange; Salt marsh","atmosphere-biosphere interaction; canopy exchange; carbon flux; eddy covariance; flooding; grass; latent heat flux; net primary production; saltmarsh; turbulence; water vapor; Argentina; Buenos Aires [Argentina]; South America; Spartina densiflora",Article,"Final","",Scopus,2-s2.0-85051815084
"Sørensen B.","57390485600;","On the fluctuating power generation of large wind energy converters, with and without storage facilities",2018,"Renewable Energy: Four Volume Set","3-4",,,"121","142",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121960316&partnerID=40&md5=6b5e7775d5839838a5da06d29a3dec66",,"Sørensen, B.",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85121960316
"Akram N., Zia K.M., Saeed M., Usman M., Saleem S.","55386245900;16835786300;57191104285;57212398669;57204012505;","Impact of macrodiols on the adhesion strength of polyurethane pressure-sensitive adhesives",2018,"Journal of Applied Polymer Science","135","45","46635","","",,10,"10.1002/app.46635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054094465&doi=10.1002%2fapp.46635&partnerID=40&md5=350a297a6a0557201aeb1045b34979f4","Department of Chemistry, Government College University, Faisalabad, 38030, Pakistan; Department of Chemistry, Quaid-i-Azam University, Islamabad, 45320, Pakistan","Akram, N., Department of Chemistry, Government College University, Faisalabad, 38030, Pakistan; Zia, K.M., Department of Chemistry, Government College University, Faisalabad, 38030, Pakistan; Saeed, M., Department of Chemistry, Government College University, Faisalabad, 38030, Pakistan; Usman, M., Department of Chemistry, Government College University, Faisalabad, 38030, Pakistan; Saleem, S., Department of Chemistry, Quaid-i-Azam University, Islamabad, 45320, Pakistan","In this study, we evaluated the influence of stiff and flexible contents on the adhesive characteristics of polyurethane (PU). This was achieved through the optimization of macrodiol contents in the PU composition, which developed soft segments. The composition of the polymer comprises of two different macrodiols: poly(propylene glycol) and hydroxyl-terminated polybutadiene with various molecular weights. 4,4′-Methylene bis(cyclohexyl isocyanate) was used to maximize the adhesion strength of the final product, which was evaluated with a texture analyzer. The hard-segment content (30%) positively affected the adhesive properties. The probe–tack showed a maximum adhesion energy of 147 J/cm2, and the 180° peel test showed a 15.67 N/25 mm peel force. The glass-transition temperature values obtained through differential scanning calorimetry were in good agreement with the theoretically calculated Flory temperature. The proportion of the loss tangent to the storage modulus showed an optimum value of 2.54 MPa−1. The accurate selection criteria of the macrodiol composition resulted in good PU pressure-sensitive adhesives. © 2018 Wiley Periodicals, Inc. J. Appl. Polym. Sci. 2018, 135, 46635. © 2018 Wiley Periodicals, Inc.","adhesives; mechanical properties; thermal properties","Adhesion; Adhesives; Bond strength (materials); Differential scanning calorimetry; Glass transition; Mechanical properties; Polybutadienes; Polyols; Polyurethanes; Thermodynamic properties; Adhesion energy; Adhesive properties; Flory temperature; Hydroxyl terminated polybutadienes; Poly(propylene glycol); Pressure sensitive adhesives; Selection criteria; Texture analyzers; Peeling",Article,"Final","",Scopus,2-s2.0-85054094465
"Bhatti K.A., Ahmed R., Khan M.I., Khan J.Z.A., Ali A., Siddique G., Latif A.","23048720500;57205866464;57188549874;57194421466;37012579400;55744051300;55205823300;","Comparison of the laser-induced plasma of different metal targets as X-rays sources in vacuum",2018,"Radiation Effects and Defects in Solids","173","11-12",,"921","928",,1,"10.1080/10420150.2018.1512998","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053341481&doi=10.1080%2f10420150.2018.1512998&partnerID=40&md5=faa15e89b3f6bf9a51b4470b59737a7e","Department of Physics, Laser and Optronics Centre, UET, Lahore, Pakistan; Department of Physics, The University of Lahore, Lahore, Pakistan; Department of Physics, UET, Lahore, Pakistan","Bhatti, K.A., Department of Physics, Laser and Optronics Centre, UET, Lahore, Pakistan; Ahmed, R., Department of Physics, Laser and Optronics Centre, UET, Lahore, Pakistan; Khan, M.I., Department of Physics, Laser and Optronics Centre, UET, Lahore, Pakistan, Department of Physics, The University of Lahore, Lahore, Pakistan; Khan, J.Z.A., Department of Physics, The University of Lahore, Lahore, Pakistan; Ali, A., Department of Physics, Laser and Optronics Centre, UET, Lahore, Pakistan; Siddique, G., Department of Physics, Laser and Optronics Centre, UET, Lahore, Pakistan; Latif, A., Department of Physics, UET, Lahore, Pakistan","Laser-induced plasma is a good source of X-rays. It has much importance in different fields such as industry and medical field. In the current work, Nd: YAG laser was irradiated on metal targets (Al, Cu, Ni, Zn, Sb and Pb) under vacuum 10−3 torr. Plasma plume is captured by the charged couple device. The emitted X-rays from plasma plume are detected by BPX-65 PIN photodiode through a proper biasing circuit and electrical signals are stored by digital storage oscilloscope (UNI-T UT2202C, 200 MHz). Energy was calculated from these electrical signals. The parameters of X-rays are strongly dependent on the atomic number. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Nd: YAG laser; plasma plume; vacuum; X-rays","Atoms; Cathode ray oscilloscopes; Digital storage; Laser produced plasmas; Neodymium lasers; Thermal plumes; Vacuum; Yttrium aluminum garnet; 52.38Dx; Atomic numbers; Biasing circuit; Electrical signal; Laser induced plasma; Medical fields; ND : YAG lasers; Plasma plumes; X rays",Article,"Final","",Scopus,2-s2.0-85053341481
"Urishev B.","8330856300;","Selection of Parameters of Pumped Storage Power Plants at Large Pumping Stations for Water Use",2018,"Applied Solar Energy (English translation of Geliotekhnika)","54","6",,"477","480",,4,"10.3103/S0003701X18060166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063043719&doi=10.3103%2fS0003701X18060166&partnerID=40&md5=1de9495f03ad4296bf9b7512dbf3cb25","Karshi Engineering-Economics Institute, Karshi, Uzbekistan","Urishev, B., Karshi Engineering-Economics Institute, Karshi, Uzbekistan","Abstract: Problems on how to choose operating parameters of pumped storage power plants at large pumping stations with the goal to decrease fuel and energy consumption are examined in the paper. © 2018, Allerton Press, Inc.","power; pressure; pumped storage power plants; pumping stations; schedule of daily loads; thermal power plants","Energy utilization; Pressure; Pumped storage power plants; Pumping plants; Pumps; Thermoelectric power plants; Large pumping stations; Operating parameters; power; Pumping stations; Thermal power plants; Water use; Fuel storage",Article,"Final","",Scopus,2-s2.0-85063043719
"Mukhammadiev M.M., Klichev S.I.","6506485192;7003780058;","Use of Pumped Storage Hydroelectric Power Plants in Uzbekistan",2018,"Applied Solar Energy (English translation of Geliotekhnika)","54","6",,"468","471",,5,"10.3103/S0003701X18060117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063037479&doi=10.3103%2fS0003701X18060117&partnerID=40&md5=c21b76256bbb4e725d0ac6ec8969cccf","Tashkent State Technical University, Tashkent, Uzbekistan","Mukhammadiev, M.M., Tashkent State Technical University, Tashkent, Uzbekistan; Klichev, S.I., Tashkent State Technical University, Tashkent, Uzbekistan","Abstract: This paper studies the features of construction of pumped storage hydroelectric power plants (PSHPPs) in Uzbekistan with consideration for the possibility of using them to cover the drops and peaks of loading, as well as the features of using the water resources in Uzbekistan—the priority provision of agricultural needs. The efficiency of creating pumped storage power plants at local waterways in a complex with solar and wind power plants is shown. © 2018, Allerton Press, Inc.","hydro potential; pumped storage power plant; solar and wind energy","Pumped storage power plants; Water resources; Wind power; hydro potential; Solar and wind energies; Solar and winds; Uzbekistan; Hydroelectric power",Article,"Final","",Scopus,2-s2.0-85063037479
