Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Head-Gordon M., Pople J.A., Frisch M.J.","7004976399;7004570825;7103226570;","MP2 energy evaluation by direct methods",1988,"Chemical Physics Letters","153","6",,"503","506",,2405,"10.1016/0009-2614(88)85250-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25044455217&doi=10.1016%2f0009-2614%2888%2985250-3&partnerID=40&md5=044fa977d1fb9ca4e816cd39c4fa23df","Department of Chemistry, Carnegie-Mellon University, Pittsburgh, PA 15213, United States; Multiflow Computer, Inc., 175 North Main Street, Branford, CT 06405, United States","Head-Gordon, M., Department of Chemistry, Carnegie-Mellon University, Pittsburgh, PA 15213, United States; Pople, J.A., Department of Chemistry, Carnegie-Mellon University, Pittsburgh, PA 15213, United States; Frisch, M.J., Multiflow Computer, Inc., 175 North Main Street, Branford, CT 06405, United States","An efficient algorithm is presented for evaluating the second-order Møller-Plesset (MP2) energy directly from two-electron integrals in the atomic orbital basis, i.e. the integrals are not stored. The floating point operation count and memory requirements are analyzed, and illustrative calculations are presented. This direct MP2 method should be useful for large molecule calculations, where, due to storage limitations, conventional disk-based MP2 procedures are often not feasible. © 1988.",,,Article,"Final","",Scopus,2-s2.0-25044455217
"Priedhorsky W.C., Bloch J.J., Smith B.W., Strobel K., Ulibarri M.","22972533500;7103094887;8869734000;57197054079;7003507996;","ALEXIS: An Ultrasoft X-Ray Monitor Experiment Using Miniature Satellite Technology",1988,"Proceedings of SPIE - The International Society for Optical Engineering","982",,,"188","209",,10,"10.1117/12.948716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956260863&doi=10.1117%2f12.948716&partnerID=40&md5=f8968ea5d1d560d734b7e9633ea09219","Los Alamos National Laboratory, United States; Sandia National Laboratory, United States; Space Sciences Laboratory/UC Berkeley, United States","Priedhorsky, W.C., Los Alamos National Laboratory, United States, Sandia National Laboratory, United States, Space Sciences Laboratory/UC Berkeley, United States; Bloch, J.J., Los Alamos National Laboratory, United States, Sandia National Laboratory, United States, Space Sciences Laboratory/UC Berkeley, United States; Smith, B.W., Los Alamos National Laboratory, United States, Space Sciences Laboratory/UC Berkeley, United States; Strobel, K., Los Alamos National Laboratory, United States; Ulibarri, M., Los Alamos National Laboratory, United States","Los Alamos and Sandia National Laboratories are, building an ultrasoft X-ray monitor experiment. This experiment, called ALEXIS (Array of Low-Energy X-Ray Imaging Sensors), consists of six compact normal-incidence telescopes. ALEXIS will operate in the 70 - 110 eV band. The ultrasoft X-ray/EUV band is nearly uncharted territory for astrophysics. ALEXIS, with its wide fields-of-view and well-defined wavelength bands, will complement the upcoming NASA Extreme Ultraviolet Explorer and ROSAT EUV Wide Field Camera, which are sensitive broadzband survey experiments. The program objectives of ALEXIS are to 1) demonstrate the feasibility of a wide field-of-view, normal incidence ultrasoft X-ray telescope system and 2) to determine ultrasoft X-ray backgrounds in the space environment. As a dividend, ALEXIS will pursue the following scientific objectives: 1) to map the diffuse background, with unprecedented angular resolution, in several emission line bands, 2) to perform a 3-color survey of point sources, 3) to search for transient phenomena in the ultrasoft X-ray band, and 4) to provide synoptic monitoring of variable ultrasoft X-ray sources such as cataclysmic variables and flare stars. The six ALEXIS telescopes are arranged in pairs to cover three 40° fields-of-view. During each spin of the satellite, ALEXIS will monitor more than half the sky. Each telescope consists of a layered synthetic microstructure (LSM) mirror, a curved microchannel plate detector, background-rejecting filters and magnets, and readout electronics. The mirrors will be tuned to 72 eV, 85 eV, and 95 or 107 eV bands, chosen to select and deselect interesting line features in the diffuse background. The geometric area of each ALEXIS telescope will be about 15 cm2. The telescopes employ spherical mirrors with the curved detector at prime focus and are limited by spherical aberration to a resolution of about 1°. Assuming nominal reflectivities, quantum efficiency, and filter transmission, the 5σ survey sensitivity will be about 2 × 10-3 photons cm-2 s-1 for line emission at the center of the bandpass. ALEXIS is designed to be flown on a small autonomous payload carrier (a minisat) that could be launched from either a Shuttle Get-Away-Special Can or from an expendable launch vehicle. The experiment weighs 100 pounds, draws 40 watts, and produces 10 kbps of data. It can be flown in any low Earth orbit. Onboard data storage allows operation and tracking from a single ground station at Los Alamos. © 1988 SPIE.",,"Aspherics; Astrophysics; Digital storage; Mirrors; NASA; Orbits; Surveys; Telescopes; Cataclysmic variables; Expendable launch vehicles; Extreme Ultraviolet; Sandia National Laboratories; Satellite technology; Scientific objectives; Spherical aberrations; Transient phenomenon; Aberrations",Conference Paper,"Final","",Scopus,2-s2.0-84956260863
"Feldhaus J.","7003711362;","Soft X-Ray Monochromators For Synchrotron Radiation",1988,"Proceedings of SPIE - The International Society for Optical Engineering","984",,,"11","22",,,"10.1117/12.948765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957486878&doi=10.1117%2f12.948765&partnerID=40&md5=b49406f18915fea6de053c8d5584c868","Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4-6, D-1000 Berlin 33, Berlin, FR, Germany","Feldhaus, J., Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4-6, D-1000 Berlin 33, Berlin, FR, Germany","This paper gives an overview of soft x-ray monochromators for synchrotron radiation. Showing some typical examples for different energy regions and applications, general design criteria are explained, and specific problems, limitations and future developments using undulator radiation from third generation storage rings are addressed. For a more complete information the reader is referred to various recent review articles. © 1988 SPIE.",,"Diffraction; Diffractometers; Monochromators; Multilayers; Spectrometers; Synchrotron radiation; Synchrotrons; Complete information; Energy regions; General design criteria; Soft x-ray monochromators; Specific problems; Third generation; Undulator radiation; X rays",Conference Paper,"Final","",Scopus,2-s2.0-84957486878
"Anon","1;","Natural gas - the clean and dependable fuel",1988,"Foundry Trade Journal","162","3382",,"972","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024282918&partnerID=40&md5=6aa945f33ee06dc2d90d475b94b2c16f",,"Anon","When British Gas industrial customers come to assess their plant needs and costs, the benefits from natural gas are clear. The fuel is clean, it has no storage problems and the supply is reliable. The energy is supplied full of potential for the customer to get the best possible use from it. To assist with this, each region of British Gas is on hand to provide expert technical advice with the choice of gas fired plant. This support extends back through the regional Technical Consultancy Departments to the British Gas Midlands Research Station where novel equipment is designed, tested and licensed or jointly developed with manufacturers.",,"Furnaces, Melting--Gas Fuel; Natural Gas--Applications; Direct Firing; Indirect Firing; Foundries",Article,"Final","",Scopus,2-s2.0-0024282918
"Wicomb W.N., Cooper D.K.C., Novitzky D.","7004132092;55531416200;7006404786;","Added effects of organ (heart) storage after brain death in the experimental animal",1988,"Transplantation Proceedings","20","5 SUPPL. 7",,"39","43",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023701577&partnerID=40&md5=e35b41098b54bf851c8f77f4e60c697d","Department of Cardiovascular Surgery, University of Cape Town Medical School, Cape Town, South Africa","Wicomb, W.N., Department of Cardiovascular Surgery, University of Cape Town Medical School, Cape Town, South Africa; Cooper, D.K.C., Department of Cardiovascular Surgery, University of Cape Town Medical School, Cape Town, South Africa; Novitzky, D., Department of Cardiovascular Surgery, University of Cape Town Medical School, Cape Town, South Africa","Studies of myocardial ischemia after experimental brain death are reported below. The induction of brain death resulted in deterioration of myocardial function and depletion of energy reserves. Twenty-four-hour hypothermic perfusion storage of freshly excised hearts did not result in significant changes in myocardial function, but hearts excised from brain-dead animals and subsequently stored showed significant functional changes. The reduction in function was more severe when intravenous (IV) fluids and dobutamine or vasopressin were administered to maintain the blood pressure in the brain-dead animal.",,"adenosine triphosphate; glycogen; lactic acid; animal experiment; brain death; heart; nonhuman; organ preservation; priority journal; swine; Adenosine Triphosphate; Animals; Brain Death; Glycogen; Heart; Heart Transplantation; Hemodynamic Processes; Lactates; Organ Preservation; Swine",Article,"Final","",Scopus,2-s2.0-0023701577
"Flood Dennis J.","7006629295;","Photovoltaics for high capacity space power systems",1988,"NASA Technical Memorandum",,"101341",,"","",16,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069428045&partnerID=40&md5=cf43382547241411ada30161c10e4d68","NASA Lewis Research Cent, United States","Flood, Dennis J., NASA Lewis Research Cent, United States","The anticipated energy requirements of future space missions will grow by factors approaching 100 or more, particularly as we establish a permanent manned presence in space. The specific technologies required to satisfy any particular set of power requirements will vary from mission to mission. Nonetheless, in almost all cases the technology push will be toward lighter weight and higher efficiency, whether of solar arrays or storage devices. This paper will describe the content and direction of the current NASA program in space photovoltaic technology. The paper will also discuss projected system level capabilities of photovoltaic power systems in the context of some of the new mission opportunities under study by NASA, such as a manned lunar base, and a manned visit to Mars.",,"Semiconducting Gallium Arsenide--Applications; Semiconducting Indium Compounds--Applications; Solar Cells; Spacecraft--Power Supply; High Capacity Space Power Systems; III-IV Solar Cells; Interplanetary Applications; NASA Space Program; Orbit Transfer Applications; Photovoltaic Power Systems; Photovoltaic Cells",Report,"Final","",Scopus,2-s2.0-85069428045
"Berg H., Dörner R., Kelbch C., Kelbch S., Ullrich J., Hagmann S., Richard P., Schmidt-Böcking H., Schlachter A.S., Prior M., Crawford H.J., Engelage J.M., Flores I., Loyd D.H., Pedersen J., Olson R.E.","16687800300;55944141500;6505800396;16472426600;7005470918;7003696239;7201985484;8052289900;7003630417;57222877307;7102707694;7005346892;7004007355;7006368387;57214377573;8596219200;","Multiple ionisation of rare gases by high-energy uranium ions",1988,"Journal of Physics B: Atomic, Molecular and Optical Physics","21","23","012","3929","3939",,25,"10.1088/0953-4075/21/23/012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5344270832&doi=10.1088%2f0953-4075%2f21%2f23%2f012&partnerID=40&md5=8c1efe2dcba7378443d8a32c36c03b47","Institut für Kernphysik, Universität Frankfurt, D6000, Frankfurt, Germany","Berg, H., Institut für Kernphysik, Universität Frankfurt, D6000, Frankfurt, Germany; Dörner, R., Institut für Kernphysik, Universität Frankfurt, D6000, Frankfurt, Germany; Kelbch, C., Institut für Kernphysik, Universität Frankfurt, D6000, Frankfurt, Germany; Kelbch, S., Institut für Kernphysik, Universität Frankfurt, D6000, Frankfurt, Germany; Ullrich, J., Institut für Kernphysik, Universität Frankfurt, D6000, Frankfurt, Germany; Hagmann, S.; Richard, P.; Schmidt-Böcking, H.; Schlachter, A.S.; Prior, M.; Crawford, H.J.; Engelage, J.M.; Flores, I.; Loyd, D.H.; Pedersen, J.; Olson, R.E.","Multiple ionisation cross sections sigma (q) for the production of recoil ions in charge state q by 120 MeV u-1 U90+ impact have been measured for Ne, Ar and Kr targets using a recoil-ion-projectile-electron triple-coincidence technique. The data are compared with previously measured cross sections for U-ion impact in the projectile energy (Ep) range from 1.4 to 420 MeV u-1. For low recoil-ion charge states sigma (q) decreases over the whole Ep range somewhat more slowly than 1/E p, whereas for higher recoil-ion charge states sigma (q) reaches a maximum at about 10-15 MeV u-1. The data are nicely described by parameter-free n-body Classical Trajectory Monte Carlo (nCTMC) calculations. The calculations indicate the importance of accounting for the Auger events in the description of the multiple ionisation process. Because of the smooth E p dependence of sigma (q) towards high Ep, the development of a recoil-ion source using a primary U-ion beam in the storage ring for the production of high charge state recoil-ions appears to be feasible.",,,Article,"Final","",Scopus,2-s2.0-5344270832
"Svensson A., Muller M., Bowering N., Heinzmann U., Wijesundera W., Radojevic V.","24612883900;56707900200;6701423722;22992608000;6701723134;22972659100;","Angle- and spin-resolved photoelectron spectroscopy of the 4f subshell in atomic ytterbium",1988,"Journal of Physics B: Atomic, Molecular and Optical Physics","21","8","002","L179","L185",,4,"10.1088/0953-4075/21/8/002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5344224488&doi=10.1088%2f0953-4075%2f21%2f8%2f002&partnerID=40&md5=1e86c0f6db01663606af717601320165","Fakultat fur Phys., Bielefeld Univ., Germany","Svensson, A., Fakultat fur Phys., Bielefeld Univ., Germany; Muller, M., Fakultat fur Phys., Bielefeld Univ., Germany; Bowering, N., Fakultat fur Phys., Bielefeld Univ., Germany; Heinzmann, U., Fakultat fur Phys., Bielefeld Univ., Germany; Wijesundera, W.; Radojevic, V.","The spin polarisation components of photoelectrons from atomic ytterbium have been measured over the photon energy range from 15.5 to 22.5 eV. The measurements were performed by making use of circularly polarised synchrotron radiation from the storage ring BESSY in conjunction with an angle-resolved electron spectrometer. Theoretical predictions based on the relativistic random-phase approximation (RRPA) are in fair agreement with the experimental data even though a certain offset between theory and experiment exists.",,,Article,"Final","",Scopus,2-s2.0-5344224488
"Whittenberger J.D.","7006001460;","Use of pure nickel and LiOH for thermal energy storage",1988,"Journal of Materials Engineering","10","4",,"247","258",,7,"10.1007/BF02834153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649155503&doi=10.1007%2fBF02834153&partnerID=40&md5=f14e851d53f3562b1eb72dd1a4d5f3fe","NASA Lewis Research Center, Cleveland, 44135, OH, United States","Whittenberger, J.D., NASA Lewis Research Center, Cleveland, 44135, OH, United States","The solid to liquid phase transformation of LiOH has been proposed as an ideal candidate thermal energy storage media for a Rankine Cycle powered electrical generation unit envisioned in Space Station based solar dynamic systems. Due to the corrosive nature of molten hydroxides, long term containment of LiOH is of concern. Pure nickel is thought to be a suitably resistant material, and a program has been instituted to measure the effects of prolonged exposure of liquid and gaseous LiOH on the mechanical properties of pure nickel alloys. Results to date indicate that negligible weight and thickness changes occurred in Ni alloys exposed to LiOH for as long as 2500 hr at 775 K, and essentially no difference in 77-900 K tensile properties could be detected between LiOH exposed and vacuum annealed Ni specimens. Although there was little sign of outward damage, microstructural examination revealed that all hydroxide contaminated tensile test specimens had surface connected intergranular cracks along the gage lengths. Two other potential problems, which have strong implications with respect to a LiOH/Ni energy storage system, were also noted during the corrosion experiments. In particular stress corrosion cracking of weld joints in pressurized vessels and permeation of hydrogen through nickel, which leads to the loss of LiOH, were observed. © 1988 Springer-Verlag New York Inc.",,,Article,"Final","",Scopus,2-s2.0-51649155503
"Korzekwa R., Schaefer G., Kristiansen M.","6603395176;7102506010;7103380578;","Optimization of gas mixtures for electron-beam-controlled diffuse discharge opening switches",1988,"Journal of Applied Physics","63","5",,"1372","1378",,,"10.1063/1.339966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549101124&doi=10.1063%2f1.339966&partnerID=40&md5=e7ad6657574d18dc061729419e858083","Department of Electrical Engineering, Texas Tech. University, Lubbock, TX 79409-4439, United States","Korzekwa, R., Department of Electrical Engineering, Texas Tech. University, Lubbock, TX 79409-4439, United States; Schaefer, G., Department of Electrical Engineering, Texas Tech. University, Lubbock, TX 79409-4439, United States; Kristiansen, M., Department of Electrical Engineering, Texas Tech. University, Lubbock, TX 79409-4439, United States","Electron-beam-controlled diffuse discharges are promising candidates for high-power opening switches in inductive energy storage circuits. An additive of an attaching gas must be used to obtain short opening times when the electron beam is turned off. A high switch efficiency requires low loss operation during conduction. This paper presents methods to optimize gas mixtures for such discharges. Gas mixtures utilizing one or two attaching gases are used and the effect of gas additives which influence the drift velocity is investigated. Experiments on the Jsw-E/N characteristics, the dc E/N breakdown limit, and the glow-to-arc transition E/N limit depending on the energy loading of the discharge are presented and the implications of these results to opening switches are discussed.",,,Article,"Final","",Scopus,2-s2.0-36549101124
