Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Ebbesen T.W., Tokumaru K.","7007038622;7003434058;","Quantum gain in photosensitive materials: The domino mechanism",1986,"Applied Optics","25","24",,"4618","4621",,2,"10.1364/AO.25.004618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879471883&doi=10.1364%2fAO.25.004618&partnerID=40&md5=8cd0113c165c7d1c4973108b86204856","The authors are with University of Tsukuba, Chemistry Department, Sakura-mura, Ibaraki, 305, Japan","Ebbesen, T.W., The authors are with University of Tsukuba, Chemistry Department, Sakura-mura, Ibaraki, 305, Japan; Tokumaru, K., The authors are with University of Tsukuba, Chemistry Department, Sakura-mura, Ibaraki, 305, Japan","It is shown that if a matrix contains a photochemically active molecule whose photoproduct is capable of undergoing energy transfer back to the starting material, high quantum gains may be obtained without further chemical processing. After establishing the equation for quantum gain in solid matrices, the necessary molecular properties and experimental conditions for observing a quantum gain are determined. Obtaining quantum gam with this dry process may be useful in increasing the sensitivity in optical data storage and m photoresist and photographic processes. © 1986 Optical Society of America.",,"Chemical industry; Digital storage; Energy transfer; Photoresists; Shotcreting; Active molecules; Chemical processing; Dry process; Experimental conditions; Molecular properties; Photoproducts; Photosensitive materials; Solid matrixes; Optical data storage",Article,"Final","",Scopus,2-s2.0-84879471883
"Göbel K., Wahl F.","56894988500;56836270000;","A Higher Order Approximation for the Electronic Structure of Hydrogen in Metals",1986,"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences","41","12",,"1381","1398",,3,"10.1515/zna-1986-1207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943469491&doi=10.1515%2fzna-1986-1207&partnerID=40&md5=80f5648d9864eea1a8a272a0863a0717","Institut für Theoretische Physik, Universität Tübingen, Germany; IBM Deutschland GmbH, Entwicklung und Forschung, Schünaicher Str. 220, D-7030 Böblingen, Germany","Göbel, K., Institut für Theoretische Physik, Universität Tübingen, Germany, IBM Deutschland GmbH, Entwicklung und Forschung, Schünaicher Str. 220, D-7030 Böblingen, Germany; Wahl, F., Institut für Theoretische Physik, Universität Tübingen, Germany","A functional energy difference method based on first principles is used to calculate the electronic contribution to the storage energy of hydrogen impurities in metals. That electronic problem is treated in a higher order approximation which means considering the coupling between one-electron wavefunctions and three-particle amplitudes. A formalism is presented to eliminate all higher order correlations and to reduce the whole system to a one-particle Schrodinger equation with the help of a suitable Green's function. The resulting one-electron eigenvalue problem contains some logarithmic singularities due to the fact that there is no gap between occupied and unoccupied electron states in the band structure of a metal. In an electron gas model a convergent theory is reached by an improvement of the Green's function leading to a screening of the long-range Coulomb potentials. The result is a complicated nonlinear algebraic eigenvalue equation which is solved numerically for the special case of a single hydrogen perturbation in a magnesium crystal. The solution shows the influence of higher order electron correlations on the electronic energy eigenvalue of an interstitial hydrogen centre plot as a function of host lattice distortions. © 1986, Verlag der Zeitschrift für Naturforschung. All rights reserved.",,,Article,"Final","",Scopus,2-s2.0-84943469491
"Parker R.B.","23087519000;","Reply on ""Buffers, energy storage, and the mode and tempo of geologic events""",1986,"Geology","14","3",,"265","266",,1,"10.1130/0091-7613(1986)14<265b:CAROBE>2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872322010&doi=10.1130%2f0091-7613%281986%2914%3c265b%3aCAROBE%3e2.0.CO%3b2&partnerID=40&md5=687a33a72720e062ae2d4c8cea77f567","Route 1, Box 153, Henning, MN 56551, United States","Parker, R.B., Route 1, Box 153, Henning, MN 56551, United States",[No abstract available],,"cost-benefit analysis; energy efficiency; fault; geology; geothermal energy; geothermal power; numerical model; renewable resource; temporal analysis",Article,"Final","",Scopus,2-s2.0-84872322010
"Lovell M.A.","7103064547;","Geophysical prediction of fluid flow in sediments",1986,"Geological Society Engineering Geology Special Publication","3",,,"335","340",,,"10.1144/GSL.ENG.1986.003.01.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051921857&doi=10.1144%2fGSL.ENG.1986.003.01.40&partnerID=40&md5=8c8c66e97353482bd84943f1ead7e328","Department of Geology, University of Nottingham, Nottingham NG7 2RD, United Kingdom","Lovell, M.A., Department of Geology, University of Nottingham, Nottingham NG7 2RD, United Kingdom","The remote assessment of fluid flow by geophysical means relies largely on empirical formulae relating particular geophysical measurements to the permeability for a specific geological situation. This approach has been proved successful by other workers in the field for delineating and quantifying the nature of aquifers. Recently, however, the proposals to store radioactive waste in deep-sea sediments, together with the increasing interest in hydrocarbon formation processes and basin development, have provided further impetus to the study of geophysical-permeability interactions. A series of laboratory experiments involving a wide range of natural and artificial sediments has enabled the relationships between the geophysical characteristics and the fluid flow to be investigated. The results show very clearly the interrelationship between permeability and the geophysical parameters, electrical resistivity and compressional wave velocity, and the capability of predicting the one by measuring the other. In particular, extensive measurements of electrical formation factor and permeability in clean sands show the dominance of particle shape, and hence pore shape, in defining the interaction of these energy transfer processes. In defining a dependence on pore shape the variation of the results effectively identifies differences in the structure of the sediments and hence different distributions of pore geometry. This may in turn be related to depositional environments, and, in extending the results to sedimentary rocks, to the diagenetic and lithification processes involved. Each of these fabrics, however, tends to be anisotropic, and this is borne out by the geophysical measurements. Since the geophysical characteristics are closely linked with permeability then it follows that permeability anisotropy may be reasonably expected also. While this directional dependence may be minimal in surficial marine sediments, it may be considerable at depth in the sediment column, particularly as consolidation progresses. The identification and measurement of anisotropy should help in defining geophysical-fluid flow relationships, especially for fluid flow predictions by remote measurements. Introduction The flow of fluids through the ground is currently of considerable interest to geoscientists and engineers involved in aquifer and hydrocarbon reservoir studies, civil engineering projects, radioactive waste storage, basin dewatering research and geothermal energy projects. In each of these programmes fluid flow concerns movement through large volumes of rock and depends on the solid structure and, moreover, the distribution of interconnecting voids, cracks and fissures. Geophysical techniques are currently employed to evaluate, quantitatively, many physical properties of the ground together with their lateral and vertical variations. Any extension of these geophysical methods to the evaluation of permeability would thus be most welcome. This paper is concerned with the empirical use of electrical resistivity and seismic propagation in evaluating the permeability of sediments. Such techniques have been used before and some examples are detailed below. However, electrical resistivitypermeability results for unconsolidated sediments in the laboratory.",,,Article,"Final","",Scopus,2-s2.0-80051921857
"Wang H.-Y., Church D.A.","22969919600;7101609701;","Electron transfer from H2 to N3+ near 0.1 eV a.m.u.-1",1986,"Journal of Physics B: Atomic and Molecular Physics","19","22","006","L799","L801",,3,"10.1088/0022-3700/19/22/006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5744242326&doi=10.1088%2f0022-3700%2f19%2f22%2f006&partnerID=40&md5=9ff561808e31088f3820721f7271db9e","Physics Department, Texas A and M University, College Station, TX 77843, United States","Wang, H.-Y., Physics Department, Texas A and M University, College Station, TX 77843, United States; Church, D.A., Physics Department, Texas A and M University, College Station, TX 77843, United States","The rate coefficient for electron transfer from H2 to N 3+ ions stored in a Penning ion trap has been calculated from measured ion storage time constants and H2 densities. The result is k(N3+,H2)=5.3(3.6)*10-11 cm3 s-1. This measurement is in good agreement with theoretical calculations, in contrast to ion beam cross section measurements at higher energies.",,,Article,"Final","",Scopus,2-s2.0-5744242326
"Furman I.Ya.","7004095364;","ROLE OF SUBSURFACE GAS STORAGE IN IMPROVING THE INTEGRITY OF THE UNIFIED GAS-SUPPLY SYSTEM.",1986,"Power engineering New York","24","4",,"17","22",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243624190&partnerID=40&md5=2a1e22fba31d4a598892b887881d2942",,"Furman, I.Ya.","The concept of integrity is examined as one of the basic structural properties of large energy systems. It is shown that the presence of subsurface gas storage is an important factor in ensuring the integrity of the Unified Gas-Supply System (UGS). Directions of development are considered together with the siting of subsurface gas storage in the future that will help in increasing the integrity of the UGS.",,"ENERGY POLICY - USSR; INDUSTRIAL ECONOMICS - USSR; NATURAL GAS PIPELINES - USSR; STEAM POWER PLANTS - Fuels; LARGE ENERGY SYSTEMS; SUBSURFACE GAS STORAGE; UNIFIED GAS SUPPLY SYSTEM OF THE USSR; GAS STORAGE",Article,"Final","",Scopus,2-s2.0-4243624190
"Beddard G.S.","7004641416;","Energy storage after photoinduced electron transfer in linked 'triple-decker' molecules",1986,"Journal of the Chemical Society, Faraday Transactions 2: Molecular and Chemical Physics","82","12",,"2361","2370",,3,"10.1039/F29868202361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37049076482&doi=10.1039%2fF29868202361&partnerID=40&md5=0eeef46868f5bb49d14263c5813e9b6a","Department of Chemistry, University of Manchester, Manchester M13 9PL, United Kingdom","Beddard, G.S., Department of Chemistry, University of Manchester, Manchester M13 9PL, United Kingdom","A kinetic model, based on non-adiabatic theory of electron transfer, is used to calculate both the energy stored and yields produced, from the final charge-separated species, in the photoinduced electron transfer of 'triple-decker' molecules. These values have been calculated as a function of the reduction potentials of D, A and X, where the molecules have the form D* AX and XD* A, and D* is the photoexcited species. With reasonable potentials, the stored energy and yields are large only over a narrow range of X reduction potentials, and elsewhere are small. This model can therefore be used as an aid in choosing species when synthesising molecules which will maximise both the yield of charge-separated molecules and the fraction of excitation energy stored. The model is also able to explain the overall features of the electron transfer in bacterial reaction centres.",,,Conference Paper,"Final","",Scopus,2-s2.0-37049076482
"Malkin S.","24556969400;","Photoacoustic probing of energy storage and gas exchange in the photosynthesis of leaves",1986,"Journal of the Chemical Society, Faraday Transactions 2: Molecular and Chemical Physics","82","12",,"2233","2235",,1,"10.1039/F29868202233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37049075465&doi=10.1039%2fF29868202233&partnerID=40&md5=c4f726338b5e4cca11f31e9e96b4bb14","Biochemistry Department, Weizmann Institute of Science, Rehovot, Israel","Malkin, S., Biochemistry Department, Weizmann Institute of Science, Rehovot, Israel","The application of the photoacoustic method to the study of photosynthesis in leaves is described, with particular regard to energy storage and gas exchange.",,,Conference Paper,"Final","",Scopus,2-s2.0-37049075465
"Stewart M.E., Carter M.R., Casper T.A., Meyer W.H., Perkins D.E., Whitney D.M.","55438146300;56899389000;7004851644;55138202200;7201695437;23023625800;","Database tools for enhanced analysis of TMX-U data",1986,"Review of Scientific Instruments","57","8",,"1929","1931",,,"10.1063/1.1138799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549103810&doi=10.1063%2f1.1138799&partnerID=40&md5=d5e3c59457ee687282badf0b535cb650","Lawrence Livermore National Laboratory, University of California, Livermore, CA 94550","Stewart, M.E., Lawrence Livermore National Laboratory, University of California, Livermore, CA 94550; Carter, M.R., Lawrence Livermore National Laboratory, University of California, Livermore, CA 94550; Casper, T.A., Lawrence Livermore National Laboratory, University of California, Livermore, CA 94550; Meyer, W.H., Lawrence Livermore National Laboratory, University of California, Livermore, CA 94550; Perkins, D.E., Lawrence Livermore National Laboratory, University of California, Livermore, CA 94550; Whitney, D.M., Lawrence Livermore National Laboratory, University of California, Livermore, CA 94550","A commercial database software package has been used to create several databases and tools that assist and enhance the ability of experimental physicists to analyze data from the Tandem Mirror Experiment-Upgrade (TMX-U) experiment. This software runs on a DEC-20 computer in M-Divisions's User Service Center at Lawrence Livermore National Laboratory (LLNL), where data can be analyzed off line from the main TMX-U acquisition computers. When combined with interactive data analysis programs, these tools provide the capability to do batch-style processing or interactive data analysis on the computers in the USC or the supercomputers of the National Magnetic Fusion Energy Computer Center (NMFECC) in addition to the normal processing done by the TMX-U acquisition system. One database tool provides highly reduced data for searching and correlation analysis of several diagnostic signals within a single shot or over many shots. A second database tool provides retrieval and storage of unreduced data for use in detailed analysis of one or more diagnostic signals. We will show how these database tools form the core of an evolving off-line data analysis environment on the USC computers.",,,Article,"Final","",Scopus,2-s2.0-36549103810
"Ogletree D.F., Somorjai G.A., Katz J.E.","7004157026;35396886300;22975456500;","A new system for LEED intensity measurements using a real-time digital video processor",1986,"Review of Scientific Instruments","57","12",,"3012","3018",,13,"10.1063/1.1138983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549100838&doi=10.1063%2f1.1138983&partnerID=40&md5=ecc3f4e62d6b6c5aca5acc1db501484c","Materials and Molecular Research Division, Department of Chemistry, University of California at Berkeley, Berkeley, CA 94720; Department of Instrument Science and Engineering, Engineering Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720","Ogletree, D.F., Materials and Molecular Research Division, Department of Chemistry, University of California at Berkeley, Berkeley, CA 94720; Somorjai, G.A., Materials and Molecular Research Division, Department of Chemistry, University of California at Berkeley, Berkeley, CA 94720; Katz, J.E., Department of Instrument Science and Engineering, Engineering Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720","A new system for low-energy electron diffraction (LEED) intensity measurements has been developed using a video camera and digital processing of the video signal. Complete two-dimensional LEED patterns are digitized in real time with high resolution using a commercial video processor. Intensity-voltage (I-V) data on all beams in complex LEED patterns are collected simultaneously. A microcomputer analysis program automatically tracks the diffraction beams as a function of energy and calculates beam position, size, and integrated intensity, including a local background correction. Using a video tape recorder for intermediate data storage, a complete set of I-V curves can be collected in less than 100 s.",,,Article,"Final","",Scopus,2-s2.0-36549100838
