Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Basu A., Domb A.J.","25625932900;35519098900;","Ion Exchange Nanoparticles for Ophthalmic Drug Delivery",2020,"Bioconjugate Chemistry","31","12",,"2726","2736",,,"10.1021/acs.bioconjchem.0c00521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096798288&doi=10.1021%2facs.bioconjchem.0c00521&partnerID=40&md5=9258b4aad88edd95d1ffb0adf0b3c8f4","School of Pharmacy, Institute of Drug Research, Faculty of Medicine, The Hebrew University of Jerusalem, Jerusalem, 91120, Israel","Basu, A., School of Pharmacy, Institute of Drug Research, Faculty of Medicine, The Hebrew University of Jerusalem, Jerusalem, 91120, Israel; Domb, A.J., School of Pharmacy, Institute of Drug Research, Faculty of Medicine, The Hebrew University of Jerusalem, Jerusalem, 91120, Israel","We report here on ion-exchange polymeric nanoparticles from a linear copolymer of maleic anhydride methyl vinyl ether esterified with 30% octadecanol. The side chains for the polymer structure were optimized through metadynamics simulations, which revealed the use of octadecanol esters generates ideal free energy surfaces for drug encapsulation and release. Nanoparticles were synthesized using a solvent evaporation-precipitation method by mixing the polymer solution in acetone into water; upon acetone evaporation, a nanodispersion with an average particle size of ∼150 nm was obtained. Gentamicin sulfate, possessing five amino groups, was spontaneously entrapped in the nanocarrier by ionic interactions. Encapsulation efficiency increases significantly with the increase in pH and ionic strength. In vivo results demonstrate high gentamicin (GM) content in the enteric chamber (AUC 8207 ± 1334 (μg min)/mL) compared to 3% GM solution (AUC 2024 ± 438 (μg min)/mL). The formulation was also able to significantly extend the release of gentamicin when applied to rabbit cornea. These anionic nanoparticles can be used for extended-release of other cationic drugs. © 2020 American Chemical Society.",,"benzalkonium chloride; copolymer; gentamicin; nanocarrier; nanoparticle; algorithm; animal experiment; Article; body weight; controlled release formulation; controlled study; drug bioavailability; drug delivery system; drug stability; eye infection; female; ion exchange; ionic strength; landscape; molecular dynamics; molecular model; nanoencapsulation; nonhuman; particle size; pH; storage temperature; surface property; sustained drug release; synthesis",Article,"Final","",Scopus,2-s2.0-85096798288
"Stephan A., Stephan L.","54791479300;56306204800;","Achieving net zero life cycle primary energy and greenhouse gas emissions apartment buildings in a Mediterranean climate",2020,"Applied Energy","280",,"115932","","",,16,"10.1016/j.apenergy.2020.115932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092097545&doi=10.1016%2fj.apenergy.2020.115932&partnerID=40&md5=c65b25cbcf7c40786c9c781c841c2178","Université catholique de Louvain, Faculty of Architecture, Architectural Engineering and Urban Planning, Louvain-la-Neuve, B–1348, Belgium; Technical Enterprises Co., 1 Rue Lycée de Ville, Adonis Zouk-Mosbeh, Lebanon","Stephan, A., Université catholique de Louvain, Faculty of Architecture, Architectural Engineering and Urban Planning, Louvain-la-Neuve, B–1348, Belgium; Stephan, L., Technical Enterprises Co., 1 Rue Lycée de Ville, Adonis Zouk-Mosbeh, Lebanon","Achieving net zero life cycle energy and greenhouse gas emissions buildings is rare. This would entail not only covering operational energy use, but also embodied energy and displacing embodied greenhouse gas emissions in construction materials and renewable energy systems, across their supply chains. The aim of this paper is to evaluate the feasibility of achieving net zero life cycle primary energy and greenhouse gas emissions (NZLCPEGHG) buildings. We use a case study apartment building in Sehaileh, Lebanon and conduct a life cycle cost, energy and greenhouse gas emissions analysis over 50 years of a business-as-usual building and its NZLCPEGHG counterpart. Results show that a 6.5 kWp solar photovoltaic array, solar hot water, an improved operational energy efficiency, an all-electric operational energy demand, and a reduced embodied energy, can achieve a NZLCPEGHG apartment unit (154 m2, 4 occupants) in a four-storey building. Installing battery storage (or not) is critical regarding life cycle cost, swinging the net present value from −46 to +47 USD2020/(m2-of-gross-floor-area) over 50 years. The greenhouse gas emissions factor of the electricity grid is key to achieving a NZLCPEGHG building, with cleaner grids making it harder to displace embodied greenhouse gas emissions. We argue, inter alia, for a more transparent and comprehensive definition of NZLCPEGHG buildings, policy that subsidises this level of performance to cover additional capital costs, and reducing the initial embodied energy and greenhouse gas emissions that might never be paid-back or displaced. These measures will help address the current climate emergency. © 2020 Elsevier Ltd","Energy efficiency; Lebanon; Life cycle cost analysis; Life cycle greenhouse gas emissions analysis; Photovoltaic; Residential buildings; Zero carbon","Apartment houses; Artificial life; Building materials; Cost benefit analysis; Costs; Gas emissions; Greenhouse gases; Life cycle; Photovoltaic cells; Renewable energy resources; Supply chains; Zero energy buildings; Apartment buildings; Life cycle energies; Life cycle primary energies; Mediterranean climates; Net present value; Operational energy; Renewable energy systems; Solar photovoltaics; Energy efficiency; building; climate conditions; emission inventory; energy efficiency; feasibility study; greenhouse gas; life cycle analysis; Mediterranean environment; Lebanon",Article,"Final","",Scopus,2-s2.0-85092097545
"Jäckel B.S., Steiner P., Klügel J.-U.","6602147460;56127033100;9939388800;","Loss-of-cooling accident calculations for the wet storage pool of NPP Gösgen/Däniken",2020,"Nuclear Engineering and Design","370",,"110839","","",,,"10.1016/j.nucengdes.2020.110839","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092079904&doi=10.1016%2fj.nucengdes.2020.110839&partnerID=40&md5=92e90f3a54313261493d2952798cc67e","Paul Scherrer Institute, OHSA/C03, Villigen PSI, 5232, Switzerland; NPP Gösgen/Däniken, Kraftwerkstrasse, Däniken, 4658, Switzerland","Jäckel, B.S., Paul Scherrer Institute, OHSA/C03, Villigen PSI, 5232, Switzerland; Steiner, P., NPP Gösgen/Däniken, Kraftwerkstrasse, Däniken, 4658, Switzerland; Klügel, J.-U., NPP Gösgen/Däniken, Kraftwerkstrasse, Däniken, 4658, Switzerland","The wet storage building of the nuclear power plant Gösgen/Däniken, a 3002 MWth pressurized water reactor, is the first building for the long term wet storage of spent nuclear fuel in Switzerland. Due to the Swiss moratorium against the export of spent nuclear fuel in 2006 and the non-availability of a nuclear repository it was necessary to store the spent fuel locally at the nuclear power plant site. The prolongation of this moratorium in 2016 does not allow reprocessing of spent nuclear fuel in the next years. As a direct conclusion from this moratorium it was decided to build a wet storage pool at Gösgen/Däniken which entered operation in 2008 with a capacity of 504 fuel assemblies. In a second stage of completion another 504 fuel assemblies can be stored in the pool. Two cooling towers will be available for the passive cooling of the wet storage pool with a maximum cooling capacity of 1.5 MW after the second stage of completion. In this wet storage pool only spent nuclear fuel elements will be stored, which have been stored before more than four years in an at reactor spent fuel pool. This means that the nuclear heat of a single 15x15 rod nuclear fuel assembly (FA) used in the NPP Gösgen is at 1.6 kW maximum, when it is stored in the wet storage pool. The present work describes postulated severe accidents with total loss of cooling in the wet storage pool (WSP) of the Gösgen/Däniken nuclear power plant. The accident progression in a spent fuel pool and even more in a wet storage pool is very slow due to the low nuclear decay heat. Therefore the investigation of such kind of accident was not assumed to be of high importance for a long time. The overall accepted assumption of an energy recovery after at least 24 h would not lead to boiling of a spent fuel pool due to the low decay heat. The severe accident in Fukushima Daiichi (2011.03.11) following the great Eastern earthquake and the related tsunami has shown that the power recovery can be delayed much longer, e.g. for more than a week. This long time of loss of cooling could endanger a spent fuel pool especially if the whole core is unloaded into the pool like in Fukushima Daiichi unit 4. Main goal of the work is to achieve information about the timing of postulated severe accidents in the wet storage pool and to define time frames for accident management measures to prevent fuel damage and fission product release. In every of the calculations more than three weeks passes before fuel uncovery would lead to fission product release. © 2020 Elsevier B.V.","MELCOR; Severe Accident; Spent fuel pool","Cooling; Fission products; Fuel storage; Fuels; Information management; Lakes; Nuclear energy; Nuclear fuel elements; Nuclear power plants; Nuclear reactor accidents; Pressurized water reactors; Radioactive waste storage; Waterworks; Accident management; Energy recovery; Fukushima daiichi; Maximum cooling capacity; Nuclear fuel assemblies; Nuclear repositories; Spent fuel pools; Spent nuclear fuels; Nuclear fuel reprocessing",Article,"Final","",Scopus,2-s2.0-85092079904
"Gunasooriya G.T.K.K., Nørskov J.K.","56009275500;7007042214;","Analysis of Acid-Stable and Active Oxides for the Oxygen Evolution Reaction",2020,"ACS Energy Letters","5","12",,"3778","3787",,15,"10.1021/acsenergylett.0c02030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096673445&doi=10.1021%2facsenergylett.0c02030&partnerID=40&md5=e525e06592846821f493c671245f875d","Catalysis Theory Center, Department of Physics, Technical University of Denmark, Kongens Lyngby, 2800, Denmark","Gunasooriya, G.T.K.K., Catalysis Theory Center, Department of Physics, Technical University of Denmark, Kongens Lyngby, 2800, Denmark; Nørskov, J.K., Catalysis Theory Center, Department of Physics, Technical University of Denmark, Kongens Lyngby, 2800, Denmark","The discovery of acid-stable, active, and affordable electrocatalysts for the oxygen evolution reaction (OER) is crucial for the advancement of energy conversion and storage technologies to achieve a sustainable energy future. To date, the best performing electrocatalysts for OER in acidic solutions, IrO2 and RuO2, are expensive and scarce. Herein, we develop a systematic theoretical framework to investigate the OER activity performance of diverse and complex acid-stable oxides. By determining the most stable oxide surfaces, accounting for realistic surface coverages under OER conditions, and using theoretical OER overpotential as an activity descriptor, we identified Co(SbO3)2, CoSbO4, Ni(SbO3)2, Fe(SbO3)2, FeSbO4, FeAg(MoO4)2, MoWO6, and Ti(WO4)2 as promising materials, some of which have already been experimentally found to have good OER performance, and some are new for experimental validation, thus expanding the chemical space for efficient OER materials. On the basis of the activity analysis, we further discuss strategies to improve the OER catalytic activity and the remaining challenges. © 2020 American Chemical Society.",,"Catalyst activity; Electrocatalysts; Energy conversion; Iridium compounds; Iron compounds; Oxygen; Ruthenium compounds; Silver compounds; Titanium oxides; Acidic solutions; Activity analysis; Energy conversion and storages; Experimental validations; Oxygen evolution reaction (oer); Surface coverages; Sustainable energy; Theoretical framework; Oxygen evolution reaction",Article,"Final","",Scopus,2-s2.0-85096673445
"Khosravi A., Syri S.","56125885700;6603714557;","Modeling of geothermal power system equipped with absorption refrigeration and solar energy using multilayer perceptron neural network optimized with imperialist competitive algorithm",2020,"Journal of Cleaner Production","276",,"124216","","",,8,"10.1016/j.jclepro.2020.124216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091587747&doi=10.1016%2fj.jclepro.2020.124216&partnerID=40&md5=37b9c23ffe813458476d6cb7a0ab6d62","Department of Mechanical Engineering, School of Engineering, Aalto University, Helsinki, Finland","Khosravi, A., Department of Mechanical Engineering, School of Engineering, Aalto University, Helsinki, Finland; Syri, S., Department of Mechanical Engineering, School of Engineering, Aalto University, Helsinki, Finland","For geothermal energy system, the low geothermal well operating lifetime and temperature is one of the main obstacles. Also, finding the optimum design parameters and operating conditions requires many experimental tests and intricate mathematical models. Besides, improving the energy efficiency and lacking technical feasibility of the combined geothermal systems are other challenges concerning geothermal systems. To cover the mentioned challenges, in the current study, a hybrid geothermal/absorption refrigeration system (ARS) incorporated with solar thermal collector, desalination unit and hydrogen storage system is designed and assessed. The proposed system is investigated by developing two methods of artificial intelligence (AI) as well as thermodynamic model. The intelligent methods are multilayer perceptron (MLP) neural network optimized with imperialist competitive algorithm (ICA), MLP-ICA, and MLP optimized with genetic algorithm (GA), MLP-GA. These methods are manufactured based on the solar irradiance, cooling water temperature difference, ambient temperature, pinch-point temperature, evaporating and condensing temperatures as independent parameters. These parameters are utilized to obtain the power generation, coefficient of performance of the ARS (COPchiller), heat exchanger area of the ARS, and cycle thermal efficiency. The obtained results show that simulation of the system by MLP-ICA was successfully carried out and this model operates substantially better than the MLP-GA for simulating the behavior of the system. Also, the payback time for the proposed system (with the interest rate of 3%) was obtained around 8 years. © 2020 Elsevier Ltd","Absorption refrigeration system; Desalination unit; Genetic algorithm; Geothermal energy system; Imperialist competitive algorithm; Solar thermal collector","Absorption refrigeration; Cooling water; Desalination; Energy efficiency; Genetic algorithms; Geothermal fields; Geothermal power plants; Geothermal wells; Hydrogen storage; Multilayers; Solar energy; Solar power generation; Temperature; Cooling water temperature; Geothermal energy systems; Hydrogen storage system; Imperialist competitive algorithm (ICA); Imperialist competitive algorithms; Multi-layer perceptron neural networks; Optimum design parameters; Solar thermal collector; Multilayer neural networks",Article,"Final","",Scopus,2-s2.0-85091587747
"Vyšvařil M., Pavlíková M., Záleská M., Pivák A., Žižlavský T., Rovnaníková P., Bayer P., Pavlík Z.","32267705100;23486289000;56188864500;57202302157;57192982770;6506551687;7004945874;7004169381;","Non-hydrophobized perlite renders for repair and thermal insulation purposes: Influence of different binders on their properties and durability",2020,"Construction and Building Materials","263",,"120617","","",,8,"10.1016/j.conbuildmat.2020.120617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090213252&doi=10.1016%2fj.conbuildmat.2020.120617&partnerID=40&md5=2dece827549a5c7ddf48ca6ae0eb2707","Institute of Chemistry, Faculty of Civil Engineering, Brno University of Technology, Veveří 331/95, Brno, 602 00, Czech Republic; Department of Materials Engineering and Chemistry, Faculty of Civil Engineering, Czech Technical University in Prague, Thákurova 7, Prague, 166 29, Czech Republic","Vyšvařil, M., Institute of Chemistry, Faculty of Civil Engineering, Brno University of Technology, Veveří 331/95, Brno, 602 00, Czech Republic; Pavlíková, M., Department of Materials Engineering and Chemistry, Faculty of Civil Engineering, Czech Technical University in Prague, Thákurova 7, Prague, 166 29, Czech Republic; Záleská, M., Department of Materials Engineering and Chemistry, Faculty of Civil Engineering, Czech Technical University in Prague, Thákurova 7, Prague, 166 29, Czech Republic; Pivák, A., Department of Materials Engineering and Chemistry, Faculty of Civil Engineering, Czech Technical University in Prague, Thákurova 7, Prague, 166 29, Czech Republic; Žižlavský, T., Institute of Chemistry, Faculty of Civil Engineering, Brno University of Technology, Veveří 331/95, Brno, 602 00, Czech Republic; Rovnaníková, P., Institute of Chemistry, Faculty of Civil Engineering, Brno University of Technology, Veveří 331/95, Brno, 602 00, Czech Republic; Bayer, P., Institute of Chemistry, Faculty of Civil Engineering, Brno University of Technology, Veveří 331/95, Brno, 602 00, Czech Republic; Pavlík, Z., Department of Materials Engineering and Chemistry, Faculty of Civil Engineering, Czech Technical University in Prague, Thákurova 7, Prague, 166 29, Czech Republic","To meet today's increasing requirements on the quality of life and thus indoor air climate, new advanced construction materials are under research and development. Specific issue represents repair and renewal of old or historically valuable buildings, where the newly applied materials must be compatible with those originally used in the past. Taking into consideration the necessity to decrease the energy consumption of existing buildings with valuable aesthetic facades and appearance, use of repair renders with improved thermal insulation performance represents acceptable solution to adopt the present building stock to actual thermal requirements. In this paper, complex characterization of non-hydrophobized lightweight renders designed at once for repair and thermal insulation purposes was performed. In composition of designed materials, silica sand was partially or fully replaced with expanded perlite of the similar grain size distribution, whereas the workability of fresh renders was maintained on the same level. Among broad experimental campaign, structural parameters, moisture and heat transport and storage properties, and mechanical parameters of the hardened renders were assessed in dependence on time of samples maturing. Frost resistance test was conducted to characterize renders durability. The use of lime and natural hydraulic lime in composition of perlite lightened mortars enabled to meet all the criteria on rendering and masonry mortars taking into consideration their functionality, compatibility, durability and thermal insulation performance. These mortars well found usable for repair of historical masonry and even in conservation of heritage protected buildings. On the other hand, the cement-lime renders were found to be incompatible, too rigid and less permeable both for water and water vapor than required by culture heritage authorities, related technical standards and directives for repair renders. Nevertheless, these can find use in the construction of new buildings as thermal insulation and general purpose mortars. © 2020 Elsevier Ltd","Frost resistance; Hygric performance; Lightweight renders; Mechanical and thermal properties; Microstructure; Perlite; Repair and thermal insulation mortars","Binders; Buildings; Durability; Electric circuit breakers; Energy utilization; Grain size and shape; Historic preservation; Lime; Mortar; Pearlite; Repair; Silica; Silica sand; Experimental campaign; Grain size distribution; Insulation performance; Mechanical parameters; Repair and renewals; Research and development; Structural parameter; Thermal requirements; Thermal insulation",Article,"Final","",Scopus,2-s2.0-85090213252
"Al-Breiki M., Bicer Y.","57215576983;6602334568;","Technical assessment of liquefied natural gas, ammonia and methanol for overseas energy transport based on energy and exergy analyses",2020,"International Journal of Hydrogen Energy","45","60",,"34927","34937",,11,"10.1016/j.ijhydene.2020.04.181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086516538&doi=10.1016%2fj.ijhydene.2020.04.181&partnerID=40&md5=46174ba98dcbd77b19664eeecd058cf3","Division of Sustainable Development (DSD), College of Science and Engineering (CSE), Hamad Bin Khalifa University (HBKU), Qatar Foundation (QF), Education City, Doha, Qatar","Al-Breiki, M., Division of Sustainable Development (DSD), College of Science and Engineering (CSE), Hamad Bin Khalifa University (HBKU), Qatar Foundation (QF), Education City, Doha, Qatar; Bicer, Y., Division of Sustainable Development (DSD), College of Science and Engineering (CSE), Hamad Bin Khalifa University (HBKU), Qatar Foundation (QF), Education City, Doha, Qatar","Transporting energy in liquefied forms results in reduction in volume, which enables energy to be transported economically over long overseas distances. In this study, liquefied natural gas, liquid ammonia and methanol are proposed to transport the energy of natural gas in different forms to overseas. Due to temperature difference between the energy storage medium and the ambient, a portion of liquefied energy carriers mass is lost as boil-off gas (BOG). Therefore, a technical assessment based on energy and exergy analyses is conducted in this work to assess the total required energy and losses due to BOG for each energy carrier. To make a fair comparison among the energy carriers, the ship volume capacity is the fixed factor. The results show that the total daily energetic BOGs for LNG, ammonia, and methanol are calculated as 0.610%, 0.098%, 0.034% while the exergetic BOGs are 0.491%, 0.068%, 0.032%, respectively. Ammonia and methanol generate significantly less daily BOG, respectively, compared to LNG during the full supply chain, which make them alternative for efficient energy carrier transport. © 2020 Hydrogen Energy Publications LLC","Ammonia; Boil-off gas; Energy consumption; Exergy analysis; LNG; Methanol","Ammonia; Exergy; Gas fuel purification; Methanol; Natural gas transportation; Supply chains; Wetlands; Boil off gas; Energy and exergy analysis; Energy carriers; Energy transport; Liquid ammonia; Technical assessment; Temperature differences; Volume capacity; Liquefied natural gas",Article,"Final","",Scopus,2-s2.0-85086516538
"Frei M.S., Mondelli C., Short M.I.M., Pérez-Ramírez J.","57188588931;24450621500;57218387402;57203069301;","Methanol as a Hydrogen Carrier: Kinetic and Thermodynamic Drivers for its CO2-Based Synthesis and Reforming over Heterogeneous Catalysts",2020,"ChemSusChem","13","23",,"6330","6337",,8,"10.1002/cssc.202001518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089031356&doi=10.1002%2fcssc.202001518&partnerID=40&md5=809d8a4d571647a7308f344f35c731cf","Department of Chemistry and Applied Biosciences, Institute for Chemical and Bioengineering, Vladimir-Prelog Weg 1, Zurich, 8093, Switzerland","Frei, M.S., Department of Chemistry and Applied Biosciences, Institute for Chemical and Bioengineering, Vladimir-Prelog Weg 1, Zurich, 8093, Switzerland; Mondelli, C., Department of Chemistry and Applied Biosciences, Institute for Chemical and Bioengineering, Vladimir-Prelog Weg 1, Zurich, 8093, Switzerland; Short, M.I.M., Department of Chemistry and Applied Biosciences, Institute for Chemical and Bioengineering, Vladimir-Prelog Weg 1, Zurich, 8093, Switzerland; Pérez-Ramírez, J., Department of Chemistry and Applied Biosciences, Institute for Chemical and Bioengineering, Vladimir-Prelog Weg 1, Zurich, 8093, Switzerland","Methanol is an attractive energy vector in a closed loop including its synthesis from CO2 and H2 and on-demand reforming to the starting feedstocks. Catalytic materials for the two reactions were mostly studied separately, with very few works assessing the feasibility of the same system for both. Here, key kinetic drivers of methanol synthesis (MS) and methanol steam reforming (MSR) were identified for the main catalyst families, with special focus on Cu−ZnO−Al2O3, In2O3, and Pd/ZrO2. It was shown that the relative activity level was preserved in either direction, whereas the distinctly favored (reverse) water-gas shift modulated selectivity differently. Low selectivity in kinetically controlled MS could be overcome in MSR by exploiting thermodynamics as the driving force, with many catalysts unfit for MS still comprising appealing candidates for MSR and only few being suited for MS as well as MSR. Overall, readily identifiable properties describing catalyst behavior in the forward and backward reactions were highlighted, effectively linking research in the two fields and setting a stronger basis for developing a methanol-based hydrogen storage unit with a single reactor. © 2020 Wiley-VCH GmbH","carbon dioxide; heterogeneous catalysis; hydrogen; methanol steam reforming; methanol synthesis","Alumina; Aluminum oxide; Carbon dioxide; Catalyst selectivity; Hydrogen storage; II-VI semiconductors; Indium compounds; Kinetics; Methanol; Oxide minerals; Thermodynamics; Water gas shift; Zinc oxide; Catalytic materials; Forward-and-backward; Heterogeneous catalyst; Hydrogen carriers; Kinetically controlled; Methanol steam reforming; Methanol synthesis; Relative activities; Steam reforming",Article,"Final","",Scopus,2-s2.0-85089031356
"Joardder M.U.H., Mandal S., Masud M.H.","49061201200;57194573206;57194621129;","Proposal of a solar storage system for plant-based food materials in Bangladesh",2020,"International Journal of Ambient Energy","41","14",,"1664","1680",,4,"10.1080/01430750.2018.1507932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095128141&doi=10.1080%2f01430750.2018.1507932&partnerID=40&md5=badebc90ebab577d1b22175fe648c235","Department of Mechanical Engineering, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh","Joardder, M.U.H., Department of Mechanical Engineering, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Mandal, S., Department of Mechanical Engineering, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh; Masud, M.H., Department of Mechanical Engineering, Rajshahi University of Engineering & Technology, Rajshahi, Bangladesh","Food is one of the indispensable commodities for human existence. Insufficient production and lack of efficacious preservation system of food are the main causes of deprivation in Bangladesh. Bangladesh encountering a shortage of food due to lack of preservation system that causes almost 68% food losses in the total Municipal Solid Waste. In this study, the current scenario of food waste and available storage systems of Bangladesh have been comprehensively investigated. It emerges from this investigation that scarcity of energy is the main hindrance of the proper storage system in Bangladesh. Therefore, implementation of renewable energy sources such as solar energy in available food preservation systems can offer effective solutions, which has been broadly discussed in this study. Consequently, integrating solar energy with the existing food storage system of Bangladesh will mediate the dangers of the food crisis and can offer a zero energy based food storage system. © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Bangladesh; challenges; food preservation; seasonal-foods; solar storage","Food preservation; Food waste; Municipal solid waste; Solar energy; Bangladesh; Effective solution; Food loss; Food materials; Renewable energy source; Storage systems; Zero energies; Food storage",Review,"Final","",Scopus,2-s2.0-85095128141
"Marakatti V.S., Gaigneaux E.M.","55578510900;7004221102;","Recent Advances in Heterogeneous Catalysis for Ammonia Synthesis",2020,"ChemCatChem","12","23",,"5838","5857",,20,"10.1002/cctc.202001141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090778958&doi=10.1002%2fcctc.202001141&partnerID=40&md5=fe6efea1402898948c41d6822ffdbbdd","Institute of Condensed Matter and Nanosciences (IMCN), Molecular chemistry, Solids and caTalysis(MOST), Université catholique de Louvain (UCLouvain), Louvain-la-Neuve, BE-1348, Belgium","Marakatti, V.S., Institute of Condensed Matter and Nanosciences (IMCN), Molecular chemistry, Solids and caTalysis(MOST), Université catholique de Louvain (UCLouvain), Louvain-la-Neuve, BE-1348, Belgium; Gaigneaux, E.M., Institute of Condensed Matter and Nanosciences (IMCN), Molecular chemistry, Solids and caTalysis(MOST), Université catholique de Louvain (UCLouvain), Louvain-la-Neuve, BE-1348, Belgium","Even after a century, ammonia (NH3) synthesis from nitrogen and hydrogen through Haber-Bosch process is still energy intensive. Even with recently introduced second generation Ru based catalysts with superior performance over commercial Fe based catalysts, there is still place for upgrading with new approach using advanced materials in catalyst formulation. The alkali and alkaline metal promoted Ru supported carbon and metal oxide catalyst attracted attention at initial stage and extensively studied for NH3 synthesis in the 20th century. Until recently, advanced materials such as electrides, hydrides, nitrides, oxides and oxy-hydrides-nitrides studied as support and active component of catalyst fascinated much attention, with milder reaction conditions for NH3 synthesis. These materials with unique properties of reversible storage of electrons, hydrides, nitrides and oxygen vacancies enrich electron density on Ru catalyst and cleave N≡N bond with very low activation energy (&lt;60 kJ/mol). The mechanistic understanding of these materials leads to the fact that activation N≡N bond is no more rate-determining step (RDS). Instead, formation of N−H bond is RDS, pushing towards an innovative research directions and scientific basis for development of new catalysts. Enormous maturation of experimental and theoretical methods with improved precession over worldwide research effort helped in gaining a fundamental understanding of these materials in NH3 synthesis. The most of Ru supported on these advanced materials were better in performance compared to benchmark Cs−Ru/MgO and Ru/AC catalysts in NH3 synthesis. Insights on these materials and their mechanism are covered in this review, which digs towards finding a realistic catalyst for NH3 synthesis. © 2020 Wiley-VCH GmbH","Ammonia; Electride; Hydride; Mechanism; Nitride; Oxide; Ruthenium","Activation energy; Ammonia; Benchmarking; Catalysis; Hydrides; Magnesium compounds; Metals; Nitrides; Haber-Bosch process; Innovative research; Low-activation energy; Metal oxide catalysts; Rate-determining step; Reaction conditions; Reversible storage; Theoretical methods; Catalysts",Review,"Final","",Scopus,2-s2.0-85090778958
