Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Li X., Li Z.","53879953000;7409076713;","Development of thermal insulation and storage materials using extrusion technique",2009,"American Concrete Institute, ACI Special Publication",,"260 SP",,"17","28",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72749095772&partnerID=40&md5=dce7899aef55112405f5d696583d0b2b","Hong Kong University of Science and Technology, Hong Kong; Department of Civil Engineering, Hong Kong University of Science and Technology, Hong Kong","Li, X., Hong Kong University of Science and Technology, Hong Kong; Li, Z., Department of Civil Engineering, Hong Kong University of Science and Technology, Hong Kong","Thermal insulation and thermal energy storage are becoming more and more attractive for residential and industrial buildings due to the need of sustainable development. The economical and efficient technique that can be used to produce building products for insulation and store energy is also the subject of research for a long time. Cement-based products manufactured by extrusion technique offer advantages in terms of the flexibility of section profiles, material performance enhancement and mass production mode. Different fillers can be used to achieve desired effects on thermal, mechanical and physical characteristics during extrusion process. These fillers include sand and expanded perlite which are good at thermal insulation and phase change composites which can provide high energy storage capacities. It is foreseeable that extruded building products with suitable fillers have potentiality for economical applications for thermal insulation and thermal storage of different kinds of buildings.","Cement-based; Extrusion; Phase change material; Thermal energy storage; Thermal insulation","Building products; Cement-based; Expanded perlite; Extrusion process; Extrusion techniques; High energy; Industrial buildings; Mass production; Material performance; Phase Change; Physical characteristics; Section profiles; Thermal storage; Buoyancy; Cement manufacture; Cements; Extrusion; Fillers; Flywheels; Heat storage; High energy forming; Office buildings; Phase change materials; Storage (materials); Strategic planning; Thermal energy; Thermal insulation",Conference Paper,"Final","",Scopus,2-s2.0-72749095772
"Hibbert L.","35219876100;","F1 gets a boost",2009,"Professional Engineering","22","3",,"22","23",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72749089693&partnerID=40&md5=cd70995fabacb614d547d37a7add64dc",,"Hibbert, L.","Organizers of Formula One (F1) car racing events have introduced a number of regulations aimed making the sport more environmentally friendly. One of these regulations requires the use of kinetic energy recovery systems (kers) in these cars to store the energy produced under braking in a reservoir and release it under acceleration to aid overtaking. The stored energy will be used increase the acceleration of the car when it becomes power limited by the engine. The first of the kers consists of using a carbon flywheel in a vacuum linked through a continuously variable transmission to the differential. This system stores the mechanical energy, offers a big storage capacity, and has the advantage of being independent from the gearbox.",,,Article,"Final","",Scopus,2-s2.0-72749089693
"Moldřík P., Šebesta R.","24768171500;6603571929;","Hydrogen fuel cells as a part of the system for accumulation of electric energy",2009,"2009 10th International Conference on Electrical Power Quality and Utilisation, EPQU'09",,,"5318860","","",,3,"10.1109/EPQU.2009.5318860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449202624&doi=10.1109%2fEPQU.2009.5318860&partnerID=40&md5=9fd369fb1e2b6fa555febf87d10a9160","Department of Electrical Power Engineering, VŠB - Technical University of Ostrava, Ostrava, Czech Republic","Moldřík, P., Department of Electrical Power Engineering, VŠB - Technical University of Ostrava, Ostrava, Czech Republic; Šebesta, R., Department of Electrical Power Engineering, VŠB - Technical University of Ostrava, Ostrava, Czech Republic","This paper deals with hydrogen technologies that seem to be very suitable for the storage of electrical energy from renewable sources (RES) with rapidly growing popularity in the Czech Republic - the wind power plants. The hydrogen fuel cells are a fundamental part of this storage system. The paper also describes their operating characteristics at long-term measurement. The conclusive part refers to the research in progress focused on the low temperature hydrogen fuel cells with proton exchange membrane (PEM) under laboratory conditions at VŠB - Technical University of Ostrava (Czech Republic). © 2009 IEEE.","Accumulation; Electrolyser; Fuel cell; Hydrogen; Renewable energy source","Accumulation; Czech Republic; Electric energies; Electrical energy; Electrolyser; Electrolysers; Hydrogen technologies; Laboratory conditions; Long-term measurements; Low temperatures; Operating characteristics; Ostrava; Proton-exchange membrane; Renewable energy source; Renewable sources; Storage systems; Technical universities; Electric measuring instruments; Electric power supplies to apparatus; Fuel cells; Fuel storage; Hydrogen; Hydrogen fuels; Wind power; Hydrogen storage",Conference Paper,"Final","",Scopus,2-s2.0-72449202624
"Molina M.G., Mercado P.E.","27467443100;6701729815;","Control of tie-line power flow of microgrid including wind generation by DSTATCOM-SMES controller",2009,"2009 IEEE Energy Conversion Congress and Exposition, ECCE 2009",,,"5316518","2014","2021",,11,"10.1109/ECCE.2009.5316518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449200263&doi=10.1109%2fECCE.2009.5316518&partnerID=40&md5=2ae67398b68cbe33ac64be3911817e34","CONICET - IEE/UNSJ, Av. Lib. San Martín Oeste 1109, J5400ARL, San Juan, Argentina","Molina, M.G., CONICET - IEE/UNSJ, Av. Lib. San Martín Oeste 1109, J5400ARL, San Juan, Argentina; Mercado, P.E., CONICET - IEE/UNSJ, Av. Lib. San Martín Oeste 1109, J5400ARL, San Juan, Argentina","This paper proposes the use of superconducting magnetic energy storage (SMES) in combination with a distribution static synchronous compensator (DSTATCOM) as an effective controller of tie-line power flow of microgrids incorporating wind generation. The high penetration of wind generation causes fluctuations of tie-line power flow and significantly affects power system operations. This can lead to severe problems, such as system frequency oscillations, and/or violations of lines capability. With proper control, the DSTATCOM-SMES is capable of supplying the power system with both active and reactive powers simultaneously and very fast, and thus is able to enhance the dynamic security dramatically. A full detailed model of the DSTATCOM-SMES controller is proposed and a new control scheme is designed, comprising an enhanced frequency control scheme. The dynamic performance of the proposed control schemes is fully validated through digital simulation carried out by using MATLAB/Simulink. © 2009 IEEE.","Detailed modeling; Distributed energy storage system; Distributed generation; Distribution static synchronous compensator (DSTATCOM); Dynamic control; Microgrids; Superconducting magnetic energy storage (SMES); Wind generation","Detailed modeling; Distributed energy storage systems; Distributed Generation; Distribution static synchronous compensators; Dynamic controls; Micro grid; Superconducting magnetic energy storages; Wind generation; Controllers; Electric power transmission networks; Energy conversion; Flywheels; Magnetic storage; Simulators; Superconducting cables; Superconducting magnets; Superconductivity; Wind power; Electric energy storage",Conference Paper,"Final","",Scopus,2-s2.0-72449200263
"Qu X., Wong S.-C., Tse C.K.","55574244999;9042596000;7103295097;","Ballast for independent control of multiple LED lamps",2009,"2009 IEEE Energy Conversion Congress and Exposition, ECCE 2009",,,"5316071","2821","2826",,12,"10.1109/ECCE.2009.5316071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449182109&doi=10.1109%2fECCE.2009.5316071&partnerID=40&md5=398eed9dfac3580dd4fe49fbbd8a97f4","Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Kowloon, Hong Kong","Qu, X., Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Kowloon, Hong Kong; Wong, S.-C., Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Kowloon, Hong Kong; Tse, C.K., Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Kowloon, Hong Kong","Light-emitting-diode (LED) light sources, which are more compact, capable to change color in real time, less dissipative and more durable, are finding more applications than conventional lighting bulbs in domestic, commercial and industrial environments. However, requirements such as high power factor, long lifetime, accurate current control and high efficiency pose challenges to the design of LED ballast circuits. This paper proposes an LED ballast with a first-stage isolated current-fed power factor correction (PFC) pre-regulator that puts the storage capacitor to the secondary, thus allowing the use of lower-voltage storage capacitor in order to extend the overall system lifetime. Furthermore, the high voltage stress on the main switch, which is typical in current-fed converters, is reduced substantially by appropriately exploiting the transformer leakage inductance. The design uses two secondary transformer windings and an LED current driver to form a non-cascading structure to improve efficiency. Multiple non-cascading structures can be used for LED lamps for instant independent brightness control. Analysis, design example and prototype verification are given for the LED ballast. © 2009 IEEE.","Isolated PFC regulator; LED ballast; LED lighting; Non-cascading construction","Ballast circuit; Brightness control; Current control; Current drivers; Current-fed converter; High efficiency; High power factor; High-voltage stress; Independent control; Industrial environments; Isolated PFC regulator; Leakage inductance; LEd lamps; LED lighting; Long lifetime; Power factor corrections; Pre-regulator; Prototype verification; Real time; Storage capacitor; AC generator motors; Capacitance; Capacitors; DC generators; Electric power factor; Energy conversion; Light; Lighting; Transformer windings; Light emitting diodes",Conference Paper,"Final","",Scopus,2-s2.0-72449182109
"Voser P.","23111306900;","Energy Institute: Autumn lunch: The future of energy",2009,"Petroleum Review","63","754",,"42","43",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449162653&partnerID=40&md5=2787e6d7e6acad44db9cd62489550373","Shell","Voser, P., Shell","At the Energy Institute (EI) Autumn Lunch in October 2009, Peter Voser, Chief Executive, Shell, discussed the future energy mix, outlining that alternative sources of energy will not be able to offer a solution on their own, and that cleaner fossil fuels, specifically notably natural gas, will have a large part to play in the transition to a sustainable, low carbon economy. Voser addressed the issues on the emissions of coal-fired power plants, focusing on cap and trade, carbon capture and storage, and more natural gas utilization.",,,Article,"Final","",Scopus,2-s2.0-72449162653
"Glavin M.E., Chan P.K.W., Hurley W.G.","57053615300;27171596000;7102840628;","Optimization of autonomous hybrid energy storage system for photovoltaic applications",2009,"2009 IEEE Energy Conversion Congress and Exposition, ECCE 2009",,,"5316370","1417","1424",,18,"10.1109/ECCE.2009.5316370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449143168&doi=10.1109%2fECCE.2009.5316370&partnerID=40&md5=2b0afda6a5c2d8682002af9a4c4fa39d","Power Electronic Research Centre, National University of Ireland Galway, Galway, Ireland","Glavin, M.E., Power Electronic Research Centre, National University of Ireland Galway, Galway, Ireland; Chan, P.K.W., Power Electronic Research Centre, National University of Ireland Galway, Galway, Ireland; Hurley, W.G., Power Electronic Research Centre, National University of Ireland Galway, Galway, Ireland","Autonomous photovoltaic systems require an energy buffer to match the generation with the time distribution of demand, as photovoltaic is time and weather dependent. The Valve Regulated Lead Acid (VRLA) battery is commonly used for photovoltaic storage because of its low cost, low maintenance, and wide availability. A Hybrid Energy Storage System (HESS) integrates the VRLA battery and ultracapacitor, drawing on their respective advantages at appropriate times. By combining an ultracapacitor with a VRLA battery, the power density of the overall system is increased. The ultracapacitor operates under high power conditions reducing the strain of large current draw from the VRLA battery. This paper outlines a methodology to optimize the combination of VRLA batteries and ultracapacitors in the photovoltaic system taking the load demand, solar irradiation, and ambient temperature into account. A photovoltaic system is simulated in Matlab Simulink to analyze the results of the optimization. © 2009 IEEE.","Autonomous; Hybrid energy storage system; Optimization; Photovoltaic; Ultracapacitor; VRLA battery","Ambient temperatures; High-power; Hybrid energy storage; Large current; Load demand; Low costs; Low maintenance; Matlab-Simulink; Photovoltaic applications; Photovoltaic systems; Power densities; Solar irradiation; Time distribution; Ultracapacitors; Valve-regulated lead-acid batteries; VRLA battery; Capacitors; Energy conversion; Energy storage; Flywheels; Land vehicle propulsion; MATLAB; Optimization; Photovoltaic effects; Solar power generation; Capacitor storage",Conference Paper,"Final","",Scopus,2-s2.0-72449143168
"Paska J., Biczel P., Kłos M.","14523173000;15130812600;23670405100;","Technical and economic aspects of electricity storage systems co-operating with renewable energy sources",2009,"2009 10th International Conference on Electrical Power Quality and Utilisation, EPQU'09",,,"5318843","","",,17,"10.1109/EPQU.2009.5318843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449124659&doi=10.1109%2fEPQU.2009.5318843&partnerID=40&md5=a3fb769c869f486cf14939cd20b1d59e","Warsaw University of Technology, Institute of Electrical Power Engineering, Warsaw, Poland","Paska, J., Warsaw University of Technology, Institute of Electrical Power Engineering, Warsaw, Poland; Biczel, P., Warsaw University of Technology, Institute of Electrical Power Engineering, Warsaw, Poland; Kłos, M., Warsaw University of Technology, Institute of Electrical Power Engineering, Warsaw, Poland","Renewable energy sources (RES), including wind power plants, have high priority of promotion in the energy policy of the European Union as well as in Poland. An increasing share of RES and distributed generation (DG), should, as has been assumed, provide improvement in reliability of electricity delivery to the customers. Paper presented here concentrates on the problem of availability of RES improvement using electricity storage systems. In the paper the techno-economic aspects of mature and relatively new energy storage (ES) technologies with potential area of application in electrical power engineering are presented. In authors' opinion, renewable energy sources and distributed generation is suitable area of application for new ES technologies, which are able to improve the effectiveness of RES utilization for electricity generation. The possibility of realization of hybrid power plant based on wind turbine and battery energy storage is also described. The economic analysis of such systems has also been made and the results are presented below. © 2009 IEEE.","Distributed generation; Electrical energy storage; Ewable energy sources; Wind power plants","Battery energy storage; Distributed Generation; Distributed generations; Economic aspects; Electrical energy; Electrical power engineering; Electricity delivery; Electricity generation; Electricity storage systems; Energy source; European Union; Ewable energy sources; Hybrid power plants; Renewable energy source; Techno-economics; Distributed power generation; Economic analysis; Electric energy storage; Electric measuring instruments; Electric power supplies to apparatus; Electromagnetic wave emission; Energy policy; Flywheels; Natural resources; Power plants; Wind power; Wireless telecommunication systems; Electric generators",Conference Paper,"Final","",Scopus,2-s2.0-72449124659
"Schmidt H.T., Thomas R.D., Misra D., Larsson M., Rosén S., Reinhed P., Johansson H., Haag N., Seitz F., Danared H., Löfgren P., Simonsson A., Rensfelt K.G., Källberg A., Liljeby L., Cederquist H.","57200330294;15038312900;57212327616;37026345100;7401609603;9843556700;57225456802;23090643200;55725352500;56187409700;56239196700;8354515500;6603713353;6701329822;6603761834;7004167068;","The DESIREE project-a status report",2009,"Journal of Physics: Conference Series","194","14","142013","","",,1,"10.1088/1742-6596/194/14/142013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955623161&doi=10.1088%2f1742-6596%2f194%2f14%2f142013&partnerID=40&md5=e1b7ae6d55667d38fb259f511d4b3685","Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Manne Siegbahn Laboratory, Stockholm University, Stockholm, S-11418, Sweden","Schmidt, H.T., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Thomas, R.D., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Misra, D., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Larsson, M., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Rosén, S., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Reinhed, P., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Johansson, H., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Haag, N., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Seitz, F., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden; Danared, H., Manne Siegbahn Laboratory, Stockholm University, Stockholm, S-11418, Sweden; Löfgren, P., Manne Siegbahn Laboratory, Stockholm University, Stockholm, S-11418, Sweden; Simonsson, A., Manne Siegbahn Laboratory, Stockholm University, Stockholm, S-11418, Sweden; Rensfelt, K.G., Manne Siegbahn Laboratory, Stockholm University, Stockholm, S-11418, Sweden; Källberg, A., Manne Siegbahn Laboratory, Stockholm University, Stockholm, S-11418, Sweden; Liljeby, L., Manne Siegbahn Laboratory, Stockholm University, Stockholm, S-11418, Sweden; Cederquist, H., Department of Physics, Stockholm University, Stockholm, S-10691, Sweden","We are in the process of constructing the double electrostatic storage ring DESIREE at Stockholm University and AlbaNova University Centre. DESIREE with its two 8.8 meters circumference ion storage rings with a common section for tuning the collision energy down to 10 meV will be operated at cryogenic temperatures. The two separate ion source platforms, with maximum floating potentials of 100 keV and 25 keV, respectively, will be equipped with different types of ion sources, e.g. electrospray sources, and equipment for cryogenic cooling of ions before injection in DESIREE. In this poster presentation we will give a status report of the project. © 2009 IOP Publishing Ltd.",,"Cryogenics; Storage rings; Collision energies; Cryogenic cooling; Cryogenic temperatures; Electrospray source; Floating potentials; Poster presentations; Stockholm University; Ion sources",Conference Paper,"Final","",Scopus,2-s2.0-79955623161
[No author name available],[No author id available],"5th IEEE Vehicle Power and Propulsion Conference, VPPC '09",2009,"5th IEEE Vehicle Power and Propulsion Conference, VPPC '09",,,,"","",1873,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249118274&partnerID=40&md5=81c2f2204573413710ecf526d703a034",,"","The proceedings contain 271 papers. The topics discussed include: challenges of hybrid electric vehicles for military applications; energy storage system technology challenges facing strong hybrid, plug-in and battery electric vehicles; solderless assembly of electronic products - A more reliable and more cost effective approach to electronics manufacturing?; formula hybrid racing at Illinois Institute of Technology: academic year 2008/2009; communication and control of electric drive vehicles supporting renewables; relationship of customer needs to electric vehicle performance; optimal control and gain scheduling of electrical power steering systems; hardware implementation of the current control using the internal model method in the electric power steering application; modeling of the automotive 14 V power net for voltage stability analysis; and a novel control strategy of linear induction motor drives based on dynamic maximum force production.",,,Conference Review,"Final","",Scopus,2-s2.0-72249118274
